cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
4.3561758024727295,6.660013902939023,6.318747910177416,,43.0,26.0,48.0,104.0,32.0,7.0,,,,,,,,,,,,,,,,,,,,,,319.0,0.3,16.0,0.1025218066598954,0.0,0.0,btk,False,False,True,False,False,False,True
2.496078061523197,4.852600264815706,4.020760969631693,14.0,28.0,16.0,30.0,58.0,22.0,16.0,14.0,8.0,9.0,21.0,0.0,0.0,12.0,21.0,9.0,29.0,19.0,20.0,26.0,21.0,12.0,26.0,19.0,11.0,,,,110.0,0.3,16.0,0.0773568397707261,0.0,0.0,btk,False,True,True,False,False,False,True
1.7669918339174349,6.100405670231799,8.385103838826613,1.8,15.6,8.2,17.4,32.2,21.2,6.4,11.0,5.4,0.4,17.0,0.0,0.0,5.4,19.2,5.8,13.0,23.2,13.4,19.0,20.8,11.6,10.8,8.4,6.2,52.8,44.4,97.4,65.0,0.2199999999999999,16.0,0.0468315164378252,0.074031309596504,0.1151524237165111,ind,False,True,True,True,True,True,True
1.7340576881928769,9.24783382656548,13.778880169327028,12.0,25.0,18.0,61.0,110.0,51.0,12.0,63.0,39.0,8.0,40.0,0.0,0.0,40.0,57.0,24.0,,,,,,,,,,,,,,0.3,16.0,0.0276871243286015,0.0,0.0,ind,True,False,False,False,False,False,False
4.643962502315498,10.196206529093912,16.679334566701247,83.0,,,,,,,18.0,28.0,0.0,5.0,0.0,0.0,9.0,16.0,33.0,45.0,97.0,32.0,14.0,13.0,77.0,8.0,30.0,0.0,,,,,0.03,16.0,0.0625804233586228,0.0,0.0,ind,False,True,False,False,False,False,False
3.934122740061513,11.533603285507535,14.073927707712134,,74.0,43.0,129.0,140.0,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,0.1,16.0,0.0294408471214968,0.0,0.0,ind,False,False,True,False,False,False,False
1.744011667210978,8.369042889619854,15.255003061848182,9.0,40.0,27.0,47.0,101.0,51.0,18.0,42.0,17.0,3.0,9.0,0.0,0.0,15.0,19.0,11.0,16.0,37.0,14.0,16.0,32.0,4.0,24.0,7.0,12.0,,,,,0.3,16.0,0.0713889176714231,0.0,0.0,ind,False,True,True,False,False,False,False
3.3243359417221376,7.94699726357364,12.195279137256335,5.0,,,,,,,62.0,10.0,0.0,2.0,0.0,0.0,27.0,13.0,9.0,27.0,1.0,7.0,13.0,1.0,71.0,3.0,26.0,8.0,282.0,,,,0.03,16.0,0.0434729723090774,0.0,0.0,ind,False,True,False,True,False,False,False
3.1586097360241303,7.296933693960602,9.20496569281289,,35.0,11.0,73.0,104.0,69.0,16.0,,,,,,,,,,,,,,,,,,,251.0,,,,0.1,16.0,0.0187814375669201,8.881784197001252e-16,0.0,ind,False,False,True,True,False,False,False
2.0995665153403333,6.866040860814191,12.899962455163486,8.0,35.8,15.2,44.4,65.4,52.2,15.4,22.8,10.2,7.8,17.0,0.0,0.0,10.0,11.6,8.6,13.6,13.0,15.0,18.6,35.8,8.0,13.2,5.8,12.2,103.8,,,,0.26,16.0,0.090792155987746,0.0284907154239952,0.2974913759897021,ind,False,True,True,True,False,False,False
2.381637158043906,7.265184579275695,8.55318240549293,5.2,,,,,,,21.8,18.8,5.6,2.6,0.0,0.0,2.2,3.0,25.0,14.4,38.0,7.2,45.0,30.6,15.4,11.0,9.4,1.2,,,304.2,,0.044,16.0,0.0319549089876479,0.1692292571010988,0.0288008968706023,ind,False,True,False,False,True,False,False
2.1647053720291067,6.274870054402036,7.9396130592871,,41.0,56.0,55.0,87.0,49.0,21.0,,,,,,,,,,,,,,,,,,,,,256.0,,0.1,16.0,0.0375522066397188,0.0,0.0,ind,False,False,True,False,True,False,False
1.9397743424273015,6.594279542752299,8.632069343887492,5.2,45.6,25.4,33.0,45.2,31.6,12.2,19.4,9.0,7.4,12.8,0.0,0.0,16.6,21.6,5.6,15.0,29.2,12.4,19.8,31.4,6.4,13.2,11.0,10.6,,,123.8,,0.2199999999999999,16.0,0.0472528150240425,0.0968798475037903,0.2224207670607619,ind,False,True,True,False,True,False,False
3.368792210970382,7.106040640165969,17.80840844466659,11.0,,,,,,,29.0,39.0,16.0,5.0,0.0,0.0,7.0,8.0,22.0,9.0,15.0,27.0,14.0,8.0,19.0,9.0,11.0,23.0,,286.0,,,0.3,16.0,0.101123115364564,8.881784197001252e-16,0.0,ind,False,True,False,False,False,True,False
3.4449509794035835,14.343645684017485,15.99414616080036,,43.0,27.0,74.0,99.0,56.0,11.0,,,,,,,,,,,,,,,,,,,,253.0,,,0.3,16.0,0.0708858288212573,0.0,0.0,ind,False,False,True,False,False,True,False
1.732363192579517,8.896273005091652,15.36220305025535,13.0,27.0,11.0,59.0,60.0,51.0,11.0,36.0,12.0,5.0,17.0,0.0,0.0,7.0,14.0,3.0,17.0,22.0,8.0,23.0,29.0,3.0,26.0,15.0,6.0,,90.0,,,0.3,16.0,0.0761285603689383,0.0,1.7763568394002505e-15,ind,False,True,True,False,False,True,False
2.3136373138434827,6.98062528659202,8.593862439925058,6.4,,,,,,,11.6,16.2,4.8,7.0,0.0,0.0,5.8,3.0,16.8,12.0,36.6,10.0,41.2,17.8,11.8,6.0,13.8,6.6,,137.8,188.2,,0.072,16.0,0.0289683906449698,0.3740100123467147,0.0306766249539364,ind,False,True,False,False,True,True,False
2.1083025111847866,6.31691224434707,8.183005881433157,,34.0,39.0,31.0,71.0,36.0,11.0,,,,,,,,,,,,,,,,,,,,137.0,206.0,,0.1,16.0,0.0369799397934539,0.0,0.0,ind,False,False,True,False,True,True,False
1.955538095319132,6.737720283263871,8.652129414218601,5.4,31.6,20.8,31.6,49.0,30.2,10.2,11.4,7.4,8.2,8.2,0.0,0.0,8.8,15.0,6.2,9.6,33.0,8.6,24.8,35.4,9.0,13.8,7.6,5.0,,49.8,112.4,,0.18,16.0,0.0599035843744829,0.036812961118755,0.2325074470047117,ind,False,True,True,False,True,True,False
2.310662663150816,6.1780620825029615,11.246335537728546,8.0,,,,,,,12.0,19.0,8.0,14.0,0.0,0.0,13.0,15.0,14.0,26.0,21.0,11.0,28.0,17.0,6.0,24.0,18.0,35.0,,,,274.0,0.3,16.0,0.0826216656505037,0.0,0.0,ind,False,True,False,False,False,False,True
3.203056436280032,7.386279649356025,9.101788679334463,,52.0,13.0,48.0,66.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,340.0,0.3,16.0,0.0592993156938866,0.0,0.0,ind,False,False,True,False,False,False,True
1.6715878977402436,6.056846300374379,11.89465183944405,16.0,24.0,13.0,32.0,46.0,24.0,1.0,18.0,9.0,1.0,11.0,0.0,0.0,21.0,30.0,13.0,26.0,38.0,9.0,31.0,25.0,5.0,18.0,18.0,13.0,,,,115.0,0.3,16.0,0.0678938347303761,0.0,0.0,ind,False,True,True,False,False,False,True
2.5514225492537355,3.2053882689192243,3.538194678520949,4.4,18.6,4.2,34.4,32.2,24.8,2.6,18.8,11.4,0.0,11.0,0.0,0.0,13.8,9.6,2.6,10.8,16.8,6.6,21.6,16.6,9.0,17.6,18.8,9.8,71.8,50.2,71.8,53.8,0.26,16.0,0.0668060437479534,0.2365673351070594,0.1507772840991459,bew,False,True,True,True,True,True,True
2.304955868188898,4.313513096506839,9.757412041909308,17.0,47.0,11.0,75.0,79.0,65.0,5.0,52.0,29.0,0.0,30.0,0.0,0.0,57.0,56.0,36.0,,,,,,,,,,,,,,0.3,16.0,0.058616242430105,0.0,0.0,bew,True,False,False,False,False,False,False
6.75382866795057,5.880785713131944,5.822331996144912,37.0,,,,,,,35.0,24.0,0.0,26.0,0.0,0.0,13.0,21.0,31.0,36.0,91.0,0.0,2.0,31.0,73.0,19.0,73.0,10.0,,,,,0.03,16.0,0.0568807292895891,0.0,0.0,bew,False,True,False,False,False,False,False
4.303120408519144,5.410893316320936,6.828157698748512,,49.4,26.4,156.6,123.6,105.6,7.8,,,,,,,,,,,,,,,,,,,,,,,0.22,16.0,0.0495374181714309,0.0874736471894518,0.2041344288829517,bew,False,False,True,False,False,False,False
2.335693116719836,5.382048680966434,5.282432111988308,9.0,43.0,15.0,63.0,73.0,74.0,6.0,33.0,12.0,0.0,11.0,0.0,0.0,21.0,17.0,11.0,22.0,15.0,7.0,27.0,21.0,13.0,21.0,23.0,20.0,,,,,0.3,16.0,0.1255806246874566,0.0,0.0,bew,False,True,True,False,False,False,False
4.563406438145651,4.863031183351431,3.7715115155363623,7.8,,,,,,,42.6,17.0,0.0,12.8,0.0,0.0,33.8,13.4,6.2,20.2,24.6,9.2,12.0,15.4,13.4,31.8,10.6,22.2,271.0,,,,0.1659999999999999,16.0,0.0783363076804605,0.2503627810826944,0.0642247077626356,bew,False,True,False,True,False,False,False
3.101302675648951,4.379399407581102,5.235800181960722,,51.8,6.4,92.6,70.4,103.4,7.2,,,,,,,,,,,,,,,,,,,224.4,,,,0.1399999999999999,16.0,0.069881207055631,0.0767071135021641,0.1282656552689015,bew,False,False,True,True,False,False,False
2.585446674345516,4.924605630612965,3.80372267957988,3.0,22.0,16.0,55.0,65.0,55.0,8.0,19.0,7.0,0.0,18.0,0.0,0.0,11.0,15.0,7.0,13.0,20.0,11.0,23.0,22.0,17.0,17.0,15.0,15.0,100.0,,,,0.3,16.0,0.1417049499972141,0.0,4.440892098500626e-16,bew,False,True,True,True,False,False,False
3.887515031586208,2.8858782223341195,2.9124790604583035,9.0,,,,,,,15.0,28.0,0.0,4.0,0.0,0.0,2.0,3.0,36.0,4.0,46.0,2.0,6.0,26.0,35.0,23.0,8.0,2.0,,,285.0,,0.03,16.0,0.0945625386586705,0.0,0.0,bew,False,True,False,False,True,False,False
2.9928770751600675,2.9788460897172517,3.9468626678105663,,38.0,28.0,64.0,73.0,60.0,8.0,,,,,,,,,,,,,,,,,,,,,276.0,,0.3,16.0,0.0669039712668241,0.0,4.440892098500626e-16,bew,False,False,True,False,True,False,False
2.5960938817261177,4.135735568430269,3.4893078465786984,6.0,21.0,17.0,73.0,61.0,34.0,6.0,19.0,16.0,0.0,11.0,0.0,0.0,18.0,23.0,5.0,23.0,13.0,7.0,18.0,22.0,4.0,22.0,25.0,9.0,,,116.0,,0.3,16.0,0.0955846424345471,0.0,4.440892098500626e-16,bew,False,True,True,False,True,False,False
4.614568518685248,9.251259566293497,7.542431398596816,3.0,,,,,,,23.0,49.0,0.0,8.0,0.0,0.0,9.0,15.0,28.0,31.0,15.0,22.0,12.0,22.0,18.0,14.0,23.0,13.0,,265.0,,,0.3,16.0,0.0925180132631171,0.0,8.881784197001252e-16,bew,False,True,False,False,False,True,False
4.05034297513223,5.820082396109268,6.547058630053852,,49.0,11.0,99.0,115.0,49.0,13.0,,,,,,,,,,,,,,,,,,,,239.0,,,0.3,16.0,0.1132384155606589,0.0,0.0,bew,False,False,True,False,False,True,False
2.379614445279196,6.205349041667482,4.557279074150541,16.0,39.0,7.0,63.0,56.0,57.0,4.0,31.0,15.0,0.0,19.0,0.0,0.0,16.0,20.0,2.0,18.0,20.0,5.0,32.0,23.0,5.0,18.0,35.0,13.0,,57.0,,,0.3,16.0,0.0880732599025049,0.0,0.0,bew,False,True,True,False,False,True,False
3.747974859343612,3.2638909897781394,3.1512103978601527,4.6,,,,,,,9.0,12.6,0.0,10.8,0.0,0.0,6.0,1.6,21.4,5.8,23.2,14.6,6.0,16.8,25.6,15.4,15.4,3.0,,145.4,214.6,,0.072,16.0,0.1245793684454057,0.1532213120241222,0.1916886404507113,bew,False,True,False,False,True,True,False
2.963457901966707,3.2148179927929474,2.836411229065875,,35.2,22.2,50.8,67.8,41.0,6.6,,,,,,,,,,,,,,,,,,,,90.0,228.8,,0.26,16.0,0.0604473097251022,0.0400702803994102,0.0132137579078518,bew,False,False,True,False,True,True,False
2.682540120711286,4.213164881261527,3.695562018039812,10.0,25.0,10.0,47.0,61.0,31.0,4.0,17.0,14.0,0.0,12.0,0.0,0.0,24.0,15.0,3.0,18.0,13.0,7.0,24.0,12.0,5.0,27.0,30.0,5.0,,44.0,108.0,,0.3,16.0,0.0743452032702512,0.0,0.0,bew,False,True,True,False,True,True,False
3.738409743738957,6.033806469001718,3.6190032362692337,10.0,,,,,,,10.0,8.0,0.0,13.0,0.0,0.0,17.0,17.0,28.0,33.0,20.0,19.0,23.0,28.0,12.0,16.0,23.0,5.0,,,,283.0,0.3,16.0,0.0498662132284982,0.0,0.0,bew,False,True,False,False,False,False,True
3.974855220904238,4.682629425958913,9.23769843347364,,63.2,10.8,79.0,83.8,51.8,4.6,,,,,,,,,,,,,,,,,,,,,,288.6,0.18,16.0,0.1071045450721951,0.1268573294993601,0.2665804731987097,bew,False,False,True,False,False,False,True
2.342305516154024,3.7138464391521495,7.737481277462392,11.0,34.0,16.0,49.0,64.0,35.0,6.0,16.0,18.0,0.0,16.0,0.0,0.0,19.0,17.0,11.0,37.0,12.0,6.0,17.0,22.0,8.0,20.0,11.0,13.0,,,,102.0,0.3,16.0,0.1221006892751801,0.0,8.881784197001252e-16,bew,False,True,True,False,False,False,True
2.833192171308298,2.919839818610227,2.6110250257053664,1.0,34.4,10.0,31.6,36.0,14.8,2.0,22.6,10.2,2.4,12.6,0.0,0.0,12.2,7.8,8.8,13.8,6.0,6.0,20.2,15.6,5.0,16.8,12.6,8.0,73.8,56.6,82.2,34.2,0.26,16.0,0.0771692394740404,0.148688211905951,0.1928139790474803,mak,False,True,True,True,True,True,True
2.685185314194007,7.068442245721831,12.07981775620482,21.0,22.0,26.0,89.0,79.0,49.0,6.0,51.0,40.0,16.0,27.0,0.0,0.0,64.0,58.0,20.0,,,,,,,,,,,,,,0.3,16.0,0.094773702239787,8.881784197001252e-16,0.0,mak,True,False,False,False,False,False,False
6.184911702042331,10.00315913421871,6.832787646506125,56.0,,,,,,,32.0,30.0,0.0,13.0,0.0,0.0,8.0,48.0,33.0,13.0,48.0,17.0,5.0,39.0,83.0,48.0,39.0,0.0,,,,,0.03,16.0,0.050508605592558,0.0,0.0,mak,False,True,False,False,False,False,False
5.023352136539103,6.915781442746959,7.781608031380041,,61.0,47.8,181.6,128.8,54.8,21.8,,,,,,,,,,,,,,,,,,,,,,,0.1399999999999999,16.0,0.0794805149208199,0.2344907319624546,0.3024392085210152,mak,False,False,True,False,False,False,False
2.6479950218109627,6.825673347192515,4.871444829701902,14.8,31.6,32.2,81.4,65.4,59.0,9.2,25.2,9.8,4.4,20.6,0.0,0.0,18.4,16.4,7.2,15.4,20.8,9.8,23.6,19.2,19.8,17.2,16.8,21.4,,,,,0.26,16.0,0.0598050273950821,0.2467310641769941,0.4633210221145928,mak,False,True,True,False,False,False,False
4.364204625278208,5.74867426252395,4.263829796432668,2.6,,,,,,,25.6,8.2,2.0,13.4,0.0,0.0,27.6,19.4,3.6,49.2,9.4,8.6,20.0,8.2,21.0,46.8,18.2,9.8,257.2,,,,0.18,16.0,0.076339561266494,0.0173540956364178,0.0914085402525025,mak,False,True,False,True,False,False,False
4.128444184832633,4.249240670390785,5.458313274560925,,58.0,23.0,87.0,75.0,80.0,5.0,,,,,,,,,,,,,,,,,,,213.0,,,,0.1,16.0,0.0535752429473419,0.0,0.0,mak,False,False,True,True,False,False,False
2.808202327548318,5.10216009100235,5.5163794265984105,3.4,36.0,21.2,60.2,53.2,50.6,8.4,20.0,11.0,3.2,11.0,0.0,0.0,18.2,21.6,7.6,14.8,9.0,12.8,20.4,14.6,13.6,13.6,13.4,19.2,107.2,,,,0.26,16.0,0.0625672125397224,0.0555203977188238,0.3941780863004328,mak,False,True,True,True,False,False,False
3.78161936103014,4.341935167419557,3.914724529888951,6.0,,,,,,,3.0,32.0,34.0,14.0,0.0,0.0,1.0,14.0,22.0,15.0,0.0,7.0,26.0,18.0,0.0,3.0,9.0,0.0,,,341.0,,0.03,16.0,0.017046721789117,0.0,4.440892098500626e-16,mak,False,True,False,False,True,False,False
3.233531424697915,3.393642432258485,3.788815825738947,,39.8,25.8,79.0,62.2,60.6,6.6,,,,,,,,,,,,,,,,,,,,,279.0,,0.26,16.0,0.0676934107536042,0.0330707925381419,0.2150420986998334,mak,False,False,True,False,True,False,False
2.8689085896309483,3.2203277176322613,3.45166137521545,3.0,41.0,18.0,58.0,56.0,37.0,8.0,23.0,12.0,4.0,8.0,0.0,0.0,10.0,13.0,8.0,33.0,16.0,11.0,23.0,21.0,4.0,14.0,19.0,9.0,,,115.0,,0.3,16.0,0.1084189006252852,0.0,4.440892098500626e-16,mak,False,True,True,False,True,False,False
4.723843263563987,10.51117271032432,6.249504540959853,5.0,,,,,,,32.0,31.0,4.0,10.0,0.0,0.0,6.0,14.0,16.0,25.0,10.0,15.0,22.0,20.0,14.0,19.0,24.0,38.0,,256.0,,,0.3,16.0,0.1849435610598219,0.0,0.0,mak,False,True,False,False,False,True,False
4.457226953843846,5.10396550255341,5.931301273134859,,44.0,25.0,66.0,80.0,50.0,9.0,,,,,,,,,,,,,,,,,,,,276.0,,,0.3,16.0,0.1171547604819282,0.0,0.0,mak,False,False,True,False,False,True,False
2.610581449081688,7.565660396837711,4.238554694825975,12.0,26.0,13.0,44.0,61.0,44.0,6.0,14.0,4.0,4.0,19.0,0.0,0.0,20.0,12.0,7.0,27.0,20.0,10.0,27.0,12.0,11.0,24.0,20.0,16.0,,113.0,,,0.3,16.0,0.0606457423896837,8.881784197001252e-16,0.0,mak,False,True,True,False,False,True,False
3.6084945249661913,4.19965852770518,4.2688999235761,7.2,,,,,,,6.0,17.6,9.8,18.0,0.0,0.0,2.8,9.8,23.2,7.8,4.2,8.4,16.2,8.0,1.0,6.6,9.0,3.6,,143.4,251.4,,0.044,16.0,0.0108015529886419,0.0459503987049,0.1331376036455079,mak,False,True,False,False,True,True,False
3.047700088799691,3.4511663414373843,2.3902924182558185,,43.0,18.0,54.0,57.2,40.4,10.4,,,,,,,,,,,,,,,,,,,,107.4,228.4,,0.26,16.0,0.0533645886313889,0.0629144304914433,0.0953688300523595,mak,False,False,True,False,True,True,False
2.865669415727456,3.590482727315208,3.969728236152103,3.8,38.6,11.0,56.0,39.0,34.0,3.6,15.2,10.6,0.4,13.8,0.0,0.0,12.0,9.2,7.8,23.0,14.6,5.8,25.4,20.8,3.8,18.0,14.0,11.8,,53.6,124.8,,0.26,16.0,0.1148644823451819,0.0290070792949649,0.008358532708069,mak,False,True,True,False,True,True,False
4.008368540815355,5.560585191546448,10.369384275403124,9.0,,,,,,,21.0,22.0,12.0,12.0,0.0,0.0,18.0,13.0,11.0,28.0,17.0,22.0,26.0,33.0,8.0,12.0,13.0,21.0,,,,259.0,0.3,16.0,0.0537402752207751,0.0,0.0,mak,False,True,False,False,False,False,True
4.504939712566848,3.483344840393636,3.2301618980386406,,65.0,31.0,57.0,116.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,,,289.0,0.3,16.0,0.0909832260859745,4.440892098500626e-16,0.0,mak,False,False,True,False,False,False,True
2.78710651106993,3.748022362207674,2.367477276032495,14.0,32.0,23.2,54.4,54.6,35.8,9.6,22.4,15.2,7.6,16.2,0.0,0.0,15.2,14.2,5.4,18.0,18.2,13.6,16.8,15.0,16.8,17.2,23.8,21.6,,,,81.6,0.2199999999999999,16.0,0.0779799004819117,0.0919363037311944,0.3579771665394247,mak,False,True,True,False,False,False,True
2.7731347122235803,3.7535399475711815,3.106650793853911,2.0,30.0,11.0,30.0,30.0,22.0,2.0,8.0,7.0,5.0,7.0,0.0,0.0,8.0,19.0,7.0,18.0,9.0,13.0,27.0,18.0,6.0,13.0,20.0,3.0,59.0,53.0,91.0,41.0,0.3,16.0,0.1325291884382136,4.440892098500626e-16,0.0,sun,False,True,True,True,True,True,True
2.578057779117856,4.302459161027217,10.5921564053421,15.0,42.0,18.0,71.0,78.0,64.0,12.0,50.0,43.0,21.0,20.0,0.0,0.0,59.0,47.0,21.0,,,,,,,,,,,,,,0.3,16.0,0.0683616350895674,0.0,0.0,sun,True,False,False,False,False,False,False
6.944666436770265,3.042180024214354,6.298191372991929,114.0,,,,,,,14.0,33.0,0.0,6.0,0.0,0.0,18.0,7.0,41.0,23.0,66.0,0.0,21.0,36.0,77.0,6.0,64.0,0.0,,,,,0.03,16.0,0.1061796995755088,0.0,0.0,sun,False,True,False,False,False,False,False
4.65590967525668,5.702247649085248,6.684436331473798,,90.4,16.0,112.2,148.6,85.0,17.2,,,,,,,,,,,,,,,,,,,,,,,0.22,16.0,0.0628511659595062,0.046489748674971,0.0211443792975741,sun,False,False,True,False,False,False,False
2.550495894899953,4.007079444337703,3.309276230070012,11.0,41.0,17.0,66.0,75.0,50.0,11.0,22.0,10.0,5.0,11.0,0.0,0.0,9.0,26.0,5.0,19.0,22.0,13.0,40.0,20.0,16.0,35.0,30.0,5.0,,,,,0.3,16.0,0.1176116778419381,0.0,0.0,sun,False,True,True,False,False,False,False
4.664530560772157,3.920434389052999,4.671156844507025,2.2,,,,,,,32.2,11.0,21.0,11.8,0.0,0.0,23.8,18.0,4.0,33.2,39.8,3.6,15.4,8.4,16.2,34.8,16.6,8.0,259.0,,,,0.26,16.0,0.1062595841293918,0.2098583174263248,0.0299348605653481,sun,False,True,False,True,False,False,False
3.882736318368816,3.602321404455924,4.562165270158236,,74.0,23.0,88.0,95.0,61.0,8.0,,,,,,,,,,,,,,,,,,,201.0,,,,0.1,16.0,0.1281309572024689,4.440892098500626e-16,0.0,sun,False,False,True,True,False,False,False
2.719142919352047,2.750674219929257,3.234756416736201,6.0,42.0,12.0,48.0,62.0,52.0,8.0,19.0,9.0,6.0,8.0,0.0,0.0,12.0,7.0,12.0,21.0,9.0,14.0,21.0,21.0,11.0,21.0,22.0,3.0,96.0,,,,0.3,16.0,0.0756641354984897,0.0,0.0,sun,False,True,True,True,False,False,False
4.162777267540443,2.994920150143393,2.5498398229512884,1.0,,,,,,,20.0,23.0,12.0,3.0,0.0,0.0,1.0,0.0,26.0,20.0,30.0,12.0,13.0,39.0,14.0,36.0,12.0,10.0,,,308.0,,0.03,16.0,0.0680718789970163,0.0,0.0,sun,False,True,False,False,True,False,False
3.3571318235902416,3.8641798120555215,3.2204829048350057,,53.0,14.4,74.2,78.4,55.6,14.8,,,,,,,,,,,,,,,,,,,,,245.0,,0.18,16.0,0.0954347318240131,0.1625230516018037,0.1121864174508736,sun,False,False,True,False,True,False,False
2.845612395938996,2.6753916104086057,4.874587883593258,1.0,39.0,11.0,54.0,51.0,42.0,14.0,15.0,8.0,6.0,7.0,0.0,0.0,4.0,25.0,8.0,18.0,22.0,15.0,29.0,16.0,11.0,20.0,20.0,4.0,,,122.0,,0.3,16.0,0.1150880374003568,0.0,0.0,sun,False,True,True,False,True,False,False
5.133056770222574,4.871255391607738,8.721081793737026,11.0,,,,,,,5.0,21.0,14.0,1.0,0.0,0.0,11.0,9.0,8.0,16.0,15.0,21.0,7.0,6.0,40.0,13.0,18.0,18.0,,315.0,,,0.3,16.0,0.0505932789606578,0.0,0.0,sun,False,True,False,False,False,True,False
4.164023268183806,5.933820252956005,6.175038662145143,,51.0,18.0,89.0,83.0,43.0,10.0,,,,,,,,,,,,,,,,,,,,267.0,,,0.3,16.0,0.1771753239731001,0.0,0.0,sun,False,False,True,False,False,True,False
2.6180660460048237,3.7752559318639656,3.588904983761373,17.0,48.0,16.0,56.0,65.0,27.0,5.0,22.0,4.0,6.0,14.0,0.0,0.0,15.0,15.0,7.0,22.0,20.0,9.0,32.0,20.0,11.0,21.0,19.0,4.0,,81.0,,,0.3,16.0,0.1657533837799155,0.0,0.0,sun,False,True,True,False,False,True,False
4.015575868156551,3.2686202813767564,2.3452760501347187,2.0,,,,,,,27.8,27.2,13.0,2.0,0.0,0.0,2.8,0.2,9.8,11.6,10.6,10.6,5.8,25.6,11.8,21.0,5.2,6.6,,112.2,245.2,,0.044,16.0,0.073414928690116,0.3822301467550879,0.2152122400103605,sun,False,True,False,False,True,True,False
3.161844415230999,3.384050087747538,2.590190073471037,,46.6,13.4,74.0,82.4,33.6,14.8,,,,,,,,,,,,,,,,,,,,101.4,187.2,,0.18,16.0,0.0891117047209195,0.211535406102171,0.0769803084404818,sun,False,False,True,False,True,True,False
2.8766876412132683,3.088475180092997,4.237901234180019,3.0,38.0,9.0,41.0,55.0,19.0,8.0,16.0,4.0,6.0,5.0,0.0,0.0,8.0,26.0,6.0,20.0,13.0,14.0,34.0,11.0,7.0,20.0,20.0,6.0,,57.0,114.0,,0.3,16.0,0.0978016098714663,0.0,0.0,sun,False,True,True,False,True,True,False
4.330248817413663,2.443035948640617,4.181996312621366,4.0,,,,,,,12.2,10.6,5.0,17.0,0.0,0.0,14.2,10.0,8.2,31.8,28.2,36.4,14.0,29.6,40.4,11.0,13.0,5.2,,,,273.4,0.2199999999999999,16.0,0.1456332568606771,0.1693462294358599,0.1102066664265329,sun,False,True,False,False,False,False,True
4.374305752501259,4.823557205707346,6.987840759334398,,49.0,16.0,66.0,65.0,38.0,6.0,,,,,,,,,,,,,,,,,,,,,,348.0,0.3,16.0,0.0749765644155162,0.0,0.0,sun,False,False,True,False,False,False,True
2.565771892301663,2.961361231525065,2.539198214415362,9.0,39.0,5.0,36.0,67.0,26.0,5.0,19.0,8.0,2.0,9.0,0.0,0.0,19.0,23.0,4.0,28.0,21.0,29.0,26.0,22.0,15.0,29.0,26.0,3.0,,,,86.0,0.3,16.0,0.0986310012450995,0.0,0.0,sun,False,True,True,False,False,False,True
