cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance
6.125386578833501,3.280222769314112,2.820974119576428,,,,,,,102.0,32.4,12.8,23.8,78.8,54.2,100.4,41.0,75.2,56.0,60.8,33.8,39.8,52.2,100.0,97.4,0.22,22.4,0.0479972745509576,0.719891227821625,1.3655136445619267,wol,False,True,False,False,False,True,False,3.6,29.4,51.0,123.4,57.8,54.6,107.8,89.0,55.8,134.0,68.2,1.0,,150.4,,
10.38084795820157,7.516456479452034,8.429801482132568,102.0,135.0,299.0,234.0,75.0,5.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0209457491977766,8.881784197001252e-16,0.0,wol,False,False,True,False,False,True,False,,,,,,,,,,,,,,650.0,,
6.011325190055733,2.341674889271231,1.7201744694845182,15.4,16.4,21.6,11.0,15.8,1.0,81.4,23.2,15.8,15.4,56.4,32.0,69.2,32.2,62.0,45.0,57.2,18.8,34.0,46.4,65.2,61.8,0.1399999999999999,16.0,0.0598709905805446,0.0181613816322094,0.1909285202088779,wol,False,True,True,False,False,True,False,2.2,21.4,36.8,87.6,37.8,24.6,68.0,75.0,47.6,113.8,56.8,1.2,,128.0,,
4.283344282522186,2.934358202463835,6.919101766607438,,,,,,,130.4,38.2,18.6,24.0,69.0,49.8,63.4,39.0,65.2,50.4,50.8,26.0,36.4,86.0,80.6,52.0,0.1399999999999999,28.8,0.1087144740301508,1.0892708958885464,0.9417167697119716,wol,False,True,False,False,True,True,False,5.4,25.2,55.6,100.4,52.4,55.2,84.4,60.8,49.0,134.8,63.6,2.6,,160.2,259.6,
5.302113725382901,1.577533112557951,13.346583406780931,50.0,53.6,281.6,227.2,72.6,7.6,,,,,,,,,,,,,,,,,0.03,25.6,0.0238289553438156,0.481025039599472,0.0004605429521312,wol,False,False,True,False,True,True,False,,,,,,,,,,,,,,516.0,774.4,
4.282500433829062,2.3103235939854168,6.7462610139191685,25.6,12.0,40.2,34.4,19.4,3.0,131.0,29.8,17.8,30.0,63.0,45.8,72.6,39.6,67.2,51.8,51.6,20.0,26.2,73.0,99.0,57.8,0.1399999999999999,32.0,0.0593337899621879,0.6882273611933973,0.2397094656987312,wol,False,True,True,False,True,True,False,6.6,23.8,54.6,113.0,62.0,55.0,105.0,72.8,58.4,151.2,64.2,2.2,,143.0,281.2,
6.027065682248287,1.8760693038200755,1.9921233132577008,,,,,,,90.6,30.8,11.4,13.2,68.0,36.2,87.2,33.6,64.8,39.0,63.4,16.2,35.4,39.6,62.2,70.8,0.14,16.0,0.0398588563353016,0.3910411570907121,0.6390477398442002,wol,False,True,False,False,False,False,True,5.8,23.6,51.8,96.4,38.2,31.6,65.2,76.0,55.0,105.8,51.0,1.2,,,,130.0
10.400129846804528,7.107460425844001,7.28973577010626,60.0,134.0,266.0,270.0,72.0,21.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0411466387376066,0.0,0.0,wol,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,677.0
5.96156205529786,1.7597551545755437,1.1066385475324494,13.4,16.6,40.6,27.2,20.8,2.4,122.2,40.0,20.2,29.2,71.6,39.6,111.4,37.4,77.8,47.6,81.2,25.6,51.4,58.0,85.2,89.8,0.14,35.2,0.0783726440837428,0.1813948679518587,1.3538085051235988,wol,False,True,True,False,False,False,True,7.4,37.2,59.6,123.4,52.6,38.2,95.6,77.6,61.4,160.4,66.4,1.6,,,,169.6
8.191284771702959,8.600614674923126,3.686227699032714,60.6,58.2,100.2,82.6,34.4,7.0,155.6,57.6,16.2,128.0,200.4,84.2,280.2,73.6,208.0,187.0,93.8,49.8,152.4,94.8,205.6,309.0,0.1,41.6,0.0828891857036019,0.8214450706377873,0.1590656078173565,jav,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.822757851770617,1.69748396177295,3.068732481288807,15.0,4.0,25.0,27.0,10.0,3.0,98.0,23.0,10.0,18.0,35.0,29.0,44.0,20.0,48.0,18.0,33.0,11.0,18.0,52.0,23.0,21.0,0.1,16.0,0.0416827374214546,2.220446049250313e-16,0.0,jav,False,True,True,True,True,True,True,0.0,15.0,36.0,45.0,33.0,60.0,39.0,46.0,42.0,53.0,24.0,0.0,234.0,50.0,160.0,70.0
7.38040756292755,7.452053778461048,5.432611369248971,,,,,,,117.2,22.8,12.8,47.0,85.6,33.0,116.4,35.4,66.0,64.0,62.0,21.2,68.8,59.8,69.8,87.8,0.18,19.2,0.0612413547236183,1.4656646225665129,0.6608591167920559,jav,False,True,False,False,False,False,False,4.4,39.8,69.0,102.6,57.4,57.2,91.2,80.8,73.0,101.6,82.8,2.0,,,,
11.217306871155513,13.580422595825102,14.856374238079376,156.0,299.2,581.6,451.6,153.6,56.0,,,,,,,,,,,,,,,,,0.2599999999999999,25.6,0.0155621149297399,0.2544909020628144,0.3085723789274138,jav,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
6.8387966655847645,6.860693215087757,4.968795781287295,54.4,34.8,49.2,33.0,23.8,7.8,76.6,23.6,19.0,50.0,50.4,26.4,109.4,31.2,78.2,55.4,54.6,21.4,55.0,58.0,71.2,101.0,0.22,25.6,0.1192751529914043,0.1922148343433927,0.4960959990809795,jav,False,True,True,False,False,False,False,1.6,51.0,39.0,113.4,53.6,37.4,91.2,80.4,53.0,114.0,84.4,2.0,,,,
5.504945792417519,5.714857314091992,3.708968891614872,,,,,,,83.0,32.0,5.0,59.0,58.0,23.0,96.0,31.0,59.0,54.0,54.0,17.0,41.0,72.0,67.0,40.0,0.1,16.0,0.0463587416562206,0.0,0.0,jav,False,True,False,True,False,False,False,3.0,31.0,46.0,55.0,51.0,51.0,41.0,42.0,84.0,74.0,56.0,3.0,172.0,,,
6.806706941971176,7.642237909085125,4.147650910292485,91.0,123.0,194.0,158.0,74.0,41.0,,,,,,,,,,,,,,,,,0.1,16.0,0.0492593137308992,0.0,0.0,jav,False,False,True,True,False,False,False,,,,,,,,,,,,,787.0,,,
5.154773283831671,6.137443960142877,3.049383826607301,36.2,25.0,44.2,25.6,18.4,3.8,52.2,17.8,6.4,42.8,43.4,15.8,77.6,31.0,63.2,43.8,35.0,21.4,51.6,43.6,70.6,46.6,0.22,16.0,0.0515188284593824,0.177366997304199,0.8271122823574208,jav,False,True,True,True,False,False,False,3.2,32.4,37.8,64.4,53.2,37.6,56.2,46.6,59.6,82.4,59.4,2.2,143.2,,,
4.399806597434231,2.0905122009345924,2.255121948447464,,,,,,,125.0,43.6,27.0,34.8,84.8,46.4,69.4,38.6,80.0,50.2,60.8,22.8,38.4,84.4,88.6,65.8,0.18,28.8,0.0175923071314863,1.0799754500668093,0.9353777536939676,jav,False,True,False,False,True,False,False,5.0,33.0,62.0,107.6,63.8,62.8,94.6,79.2,65.6,144.4,67.8,3.4,,,274.4,
5.378384453771055,1.6658259518456655,2.178426929015875,49.0,97.0,313.0,247.0,59.0,13.0,,,,,,,,,,,,,,,,,0.03,16.0,0.036272090926079,0.0,0.0,jav,False,False,True,False,True,False,False,,,,,,,,,,,,,,,722.0,
4.288989110224732,2.9337589950210234,2.617430668578456,24.0,13.6,45.8,38.6,16.4,3.2,102.6,30.4,11.6,32.6,53.6,35.4,67.8,37.2,64.8,50.6,61.0,19.0,37.6,59.2,91.0,54.8,0.26,28.8,0.0344674974178172,0.67331622400809,0.4895999531851711,jav,False,True,True,False,True,False,False,5.4,28.2,50.8,112.6,57.8,55.0,99.8,97.4,70.0,136.0,70.8,2.4,,,238.4,
6.071250342529218,3.851425658581432,9.056431800338466,,,,,,,116.0,37.6,16.6,24.2,90.2,48.0,109.6,48.4,91.0,67.2,76.8,30.4,54.0,68.4,108.2,111.8,0.22,25.6,0.0288328761276364,0.8393966841201874,1.5166148087859066,jav,False,True,False,False,False,True,False,4.2,29.8,61.2,144.6,55.8,52.8,123.8,96.8,65.8,156.8,71.6,2.6,,164.2,,
10.424014408166622,5.721243001037447,5.900183345117236,117.0,145.0,322.0,190.0,74.0,10.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0278382217414871,0.0,0.0,jav,False,False,True,False,False,True,False,,,,,,,,,,,,,,642.0,,
6.013708392282557,3.1321474381933214,6.15694052425309,13.6,19.2,28.8,15.8,22.4,0.6,93.4,30.4,12.6,19.0,68.8,36.0,82.0,33.8,68.4,38.8,56.4,23.8,40.6,41.6,85.8,79.8,0.18,19.2,0.0250407173855031,1.3655133074476755,0.8030099321823729,jav,False,True,True,False,False,True,False,2.8,22.2,47.8,103.0,38.4,34.6,85.6,75.8,51.8,129.4,69.0,0.8,,133.4,,
4.327485553687258,1.753801388218592,3.525987697718038,,,,,,,142.0,40.6,19.0,29.0,67.4,45.6,62.8,31.4,60.6,48.0,51.0,21.6,38.2,76.2,73.6,48.2,0.1399999999999999,28.8,0.0244339142520582,0.4905477855145281,0.3595986427672192,jav,False,True,False,False,True,True,False,6.2,27.0,58.0,104.6,51.6,57.6,79.2,67.6,60.0,130.6,62.4,3.0,,157.6,255.6,
5.337455679992785,1.49820591172354,1.075703532525979,62.0,52.0,207.0,131.0,67.0,2.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0371709815174899,0.0,0.0,jav,False,False,True,False,True,True,False,,,,,,,,,,,,,,355.0,624.0,
4.275438018709144,2.267580027214316,3.686750020870396,25.0,13.6,38.2,28.0,18.8,3.0,116.4,32.4,15.4,28.0,58.4,38.4,70.2,33.0,61.4,48.8,49.8,21.8,27.4,72.4,89.0,49.4,0.18,22.4,0.0585528683828151,1.0263123446872051,0.343488105107307,jav,False,True,True,False,True,True,False,4.8,27.0,47.8,97.4,58.2,48.8,84.0,62.4,50.0,121.6,60.6,1.6,,123.2,234.2,
6.0218192288510215,4.098835735785368,3.522975286585136,,,,,,,130.0,44.2,16.6,28.8,88.2,52.6,108.0,45.8,93.6,59.2,82.6,33.6,62.0,66.4,102.8,123.8,0.22,38.4,0.0816755842227647,1.0302091788323826,1.1450295456048722,jav,False,True,False,False,False,False,True,6.8,33.6,60.0,143.0,69.4,51.0,118.2,90.6,70.2,173.2,85.0,1.8,,,,171.6
10.402794453179297,6.677183537524426,7.108998229721097,59.0,138.0,303.0,223.0,96.0,16.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0076614373969648,0.0,8.881784197001252e-16,jav,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,665.0
5.934687251949754,4.244271837678975,2.251468314664,7.2,18.8,35.0,17.4,19.2,2.2,83.6,33.8,17.0,17.2,62.0,35.6,92.0,33.4,70.0,48.2,56.2,20.6,37.2,56.6,88.4,72.0,0.22,19.2,0.0610496421752354,0.4408195674890527,0.2290746878807985,jav,False,True,True,False,False,False,True,5.2,30.0,43.4,102.2,53.2,31.8,94.8,70.2,53.0,121.6,58.0,2.2,,,,127.0
3.894837068016473,2.835033852670177,1.0508879911167963,23.8,10.8,32.4,31.2,14.2,3.2,123.6,38.4,14.0,29.4,54.0,39.8,52.2,32.4,61.0,35.2,47.8,20.8,36.4,64.4,62.4,55.6,0.1399999999999999,28.8,0.040445420568764,0.8133372859650788,0.3367252810339012,dik,False,True,True,True,True,True,True,4.0,17.4,54.8,68.8,57.8,67.6,70.8,55.6,61.6,99.2,38.2,6.2,284.6,77.6,246.8,111.4
8.18779802024151,3.397400187093776,5.251962756542372,57.8,65.6,110.0,91.8,38.6,7.8,191.6,63.2,19.6,138.6,223.8,92.2,314.2,90.0,204.4,200.2,97.6,58.6,160.4,97.2,215.2,360.8,0.1,51.2,0.0555795157127741,0.0087931610077851,0.6116485446088821,dik,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
7.344542574234902,4.614450664478971,2.239054559750104,,,,,,,155.0,29.0,17.0,51.4,99.2,36.4,134.6,36.8,91.2,56.4,72.2,26.8,67.8,68.2,70.4,105.6,0.14,22.4,0.072784235277387,1.152844404307598,0.3231906468778365,dik,False,True,False,False,False,False,False,2.2,48.0,68.8,120.6,67.8,68.0,102.0,82.8,88.0,116.2,96.2,3.6,,,,
11.193406128149896,6.353840411846419,9.733811738404494,150.0,304.2,615.4,448.4,138.0,55.4,,,,,,,,,,,,,,,,,0.3,25.6,0.0267917740898006,0.2247193744177502,0.2274820714215163,dik,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
6.809970822253,2.4790079206527063,2.872087940547547,35.4,24.8,42.0,31.8,20.0,6.2,66.0,28.2,13.4,47.8,50.0,29.2,113.2,23.8,72.8,48.4,46.2,17.0,56.6,43.0,89.8,81.8,0.26,19.2,0.051017268674956,0.4292216862301488,0.7735268208567497,dik,False,True,True,False,False,False,False,2.6,40.0,33.2,106.2,53.8,40.2,91.8,80.4,57.2,122.2,86.0,4.4,,,,
5.492399647904048,7.074081070332939,4.690933597966492,,,,,,,81.4,26.8,7.2,42.4,63.8,25.4,81.6,32.8,62.4,43.8,50.6,15.8,42.4,52.2,63.2,54.8,0.18,16.0,0.0628391393006461,0.7413404814139438,1.7238946049649475,dik,False,True,False,True,False,False,False,4.0,39.8,51.2,63.8,58.8,57.0,51.0,38.2,70.4,86.4,69.6,1.2,160.0,,,
6.795736995710209,4.072788007106085,5.857237537702231,159.4,113.4,229.8,210.2,87.8,50.4,,,,,,,,,,,,,,,,,0.058,16.0,0.0734561164229158,0.6920169691777946,0.8088134615311593,dik,False,False,True,True,False,False,False,,,,,,,,,,,,,638.2,,,
5.214135543246939,4.841361431515011,3.1294081151187543,52.6,39.8,54.2,46.6,15.8,1.4,77.4,27.6,7.2,63.4,51.2,21.4,114.2,45.2,70.6,41.6,37.4,21.8,42.6,59.0,45.2,58.2,0.1,25.6,0.0479298343285565,0.6449827757739502,0.627135682922038,dik,False,True,True,True,False,False,False,1.8,45.4,39.4,57.6,64.4,44.2,65.8,38.6,68.2,90.2,70.6,3.2,216.8,,,
4.394812561945079,4.442755222001634,2.38875096465868,,,,,,,136.2,47.4,25.8,34.2,83.0,47.0,77.0,39.0,73.6,55.6,61.8,25.6,41.0,83.6,84.6,67.4,0.18,28.8,0.0500105672281052,0.8074059579607445,0.7524093485734663,dik,False,True,False,False,True,False,False,3.2,29.8,64.0,108.2,66.0,58.0,95.2,76.0,69.8,138.8,57.8,2.4,,,284.8,
5.379802097866614,2.548845686475025,5.322434101663187,64.0,82.0,302.0,255.0,59.0,17.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0177778782248885,0.0,0.0,dik,False,False,True,False,True,False,False,,,,,,,,,,,,,,,721.0,
4.336857869258954,3.323335772276542,1.8807568989997288,31.0,14.4,46.8,38.0,18.0,3.0,116.4,35.6,18.0,29.6,55.4,41.2,69.4,36.4,70.4,47.0,47.4,21.6,30.2,62.2,92.6,49.8,0.18,28.8,0.0534180403043366,0.4335037365315113,0.1485016732114935,dik,False,True,True,False,True,False,False,7.0,26.6,48.6,99.6,62.4,54.4,96.2,69.2,59.0,137.0,66.2,2.0,,,260.0,
6.1178981665730285,1.3496640627080847,3.693141507592493,,,,,,,134.4,44.6,15.6,25.2,98.6,52.6,113.4,48.4,69.6,48.4,70.4,36.8,39.2,63.6,89.6,89.6,0.1399999999999999,22.4,0.056132355831049,0.4909879516236006,0.6266317261359099,dik,False,True,False,False,False,True,False,6.2,28.8,52.6,127.8,56.0,48.4,95.6,83.6,55.6,131.4,70.6,2.4,,165.6,,
10.389143094797875,3.466159349563605,6.141883292580513,105.0,142.0,300.0,230.0,87.0,5.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0527870735291066,0.0,0.0,dik,False,False,True,False,False,True,False,,,,,,,,,,,,,,631.0,,
6.064051715683803,1.8711545744725824,3.0804542469491327,16.8,24.8,32.2,17.0,23.8,3.6,103.8,32.2,15.8,25.8,71.8,38.0,102.2,34.4,79.4,56.2,68.2,31.4,38.4,55.6,98.4,102.4,0.18,28.8,0.074108403605828,1.1960219182409717,0.5134139972623643,dik,False,True,True,False,False,True,False,6.2,28.0,53.6,134.6,57.2,38.6,103.4,82.4,53.8,133.4,72.2,1.8,,151.4,,
4.353165830369691,2.2948610766619084,1.8880268677539245,,,,,,,143.8,38.6,24.0,24.8,69.2,46.0,62.2,29.4,64.4,52.4,51.6,27.8,34.0,84.8,73.8,46.6,0.1,28.8,0.0467918974690687,0.3025380895159549,0.5528861391237665,dik,False,True,False,False,True,True,False,3.2,27.4,66.2,104.8,49.4,57.6,92.4,57.8,53.2,122.0,59.6,2.2,,166.2,271.0,
5.335259904978791,2.25021401648566,3.8717997589525246,53.0,37.0,218.0,151.0,63.0,4.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0193587520194185,0.0,0.0,dik,False,False,True,False,True,True,False,,,,,,,,,,,,,,342.0,632.0,
4.3104303770762185,2.5371763326529666,1.636143063935989,23.2,14.8,47.4,27.8,19.6,3.8,121.2,28.6,15.8,25.6,53.6,41.0,62.0,28.8,53.6,43.2,46.6,18.4,23.2,69.0,77.4,46.4,0.1399999999999999,22.4,0.0606233076171193,0.4433130176102096,0.5040277304266129,dik,False,True,True,False,True,True,False,7.6,21.6,49.6,87.4,50.2,46.8,90.0,65.0,46.8,127.0,65.6,1.8,,125.4,224.6,
6.014024079607146,1.1124049572763306,2.7162848230627583,,,,,,,96.2,33.8,14.0,24.2,65.4,33.8,84.4,36.4,76.0,38.8,65.0,25.6,38.6,64.8,79.8,81.4,0.18,25.6,0.0605832140780869,0.1005175328136146,0.6465053912488278,dik,False,True,False,False,False,False,True,7.0,32.4,60.2,116.8,61.6,36.8,85.4,83.8,54.4,133.2,62.6,1.4,,,,136.4
10.389487007486718,4.243436798272331,5.861034289472186,54.0,140.0,283.0,247.0,88.0,17.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0182125377896218,0.0,0.0,dik,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,671.0
5.944455261782966,1.1547158190972442,2.1909196482045816,13.2,17.2,41.6,27.2,24.2,3.4,105.0,41.2,17.6,25.4,73.4,35.6,99.8,40.4,79.2,48.0,69.8,26.2,42.0,50.2,86.4,93.4,0.18,28.8,0.0434813891010715,0.5232439438936248,0.8020523821454705,dik,False,True,True,False,False,False,True,8.0,31.4,56.6,125.6,60.8,37.8,112.0,76.8,60.4,159.6,68.6,1.2,,,,150.4
8.079654904916673,7.404779497712795,10.498856038153896,55.4,47.8,77.8,82.0,39.4,10.2,149.0,56.4,16.8,134.6,194.6,91.0,289.8,79.2,218.0,164.0,94.4,44.0,163.0,94.2,188.4,296.6,0.1399999999999999,41.6,0.0846983258759853,0.4239044026673917,0.1473464926273727,mya,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.926490641146137,2.2304468213343327,1.448383638343601,20.4,10.4,34.4,33.2,12.0,4.0,109.2,29.0,14.0,28.4,45.0,37.0,40.0,27.6,55.8,34.8,37.2,20.4,35.8,63.8,54.0,34.6,0.1399999999999999,28.8,0.0552920867170081,0.1939746502459491,0.6109672645223593,mya,False,True,True,True,True,True,True,3.0,18.4,57.8,66.0,46.0,63.8,60.8,50.8,58.2,79.6,40.8,4.0,201.8,70.4,210.4,102.6
7.40944118838316,7.992056869942596,6.337307641300237,,,,,,,138.2,32.4,15.2,48.0,104.6,40.0,133.4,44.2,92.4,66.8,70.8,23.2,63.0,72.2,77.6,105.4,0.18,28.8,0.0442346487829625,0.4694498356300165,0.8363190247412157,mya,False,True,False,False,False,False,False,3.8,46.4,71.8,128.2,77.4,65.8,117.0,88.0,83.6,108.8,102.2,3.4,,,,
11.266403600490229,6.85408278275604,10.805393996400984,163.8,235.8,536.2,422.6,149.2,56.6,,,,,,,,,,,,,,,,,0.3,19.2,0.0158897042371329,0.0288851892455717,0.0043960092733343,mya,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
6.93086217563296,6.368893815184923,5.35741634975546,73.4,49.8,51.0,44.6,32.0,7.4,121.0,34.8,16.2,57.2,72.4,40.0,150.0,37.4,93.2,68.8,69.2,18.6,76.0,58.6,68.8,124.6,0.1399999999999999,25.6,0.0440744256689047,0.3375087339770634,0.2671273324217071,mya,False,True,True,False,False,False,False,2.4,48.8,45.2,129.4,62.4,45.4,115.0,85.4,70.8,137.2,104.2,5.6,,,,
5.577148283669423,3.658459426656178,4.175295259946917,,,,,,,80.8,17.2,4.0,52.8,56.0,28.6,89.4,38.2,56.4,36.2,45.4,14.4,53.2,66.0,65.4,37.0,0.1399999999999999,16.0,0.0575711447728098,0.1752780263709555,0.4588534516327108,mya,False,True,False,True,False,False,False,2.2,43.0,41.2,64.2,56.2,60.0,58.6,37.4,75.6,79.4,61.2,2.0,174.8,,,
6.819079103911785,4.885678370826941,6.546525300172981,97.0,105.0,190.0,182.0,79.0,45.0,,,,,,,,,,,,,,,,,0.1,16.0,0.0483413262838706,0.0,0.0,mya,False,False,True,True,False,False,False,,,,,,,,,,,,,788.0,,,
5.2782219664380365,5.0304127725838015,4.166965732307726,45.2,27.8,44.2,45.4,22.0,5.0,59.4,20.6,6.8,50.0,58.6,24.0,111.0,33.8,77.4,50.4,45.2,24.2,45.4,55.0,74.8,51.0,0.18,25.6,0.0535864602635016,0.7210515834068674,0.282023744462435,mya,False,True,True,True,False,False,False,2.0,47.8,37.6,72.8,55.2,55.4,62.2,49.6,59.2,91.2,73.2,3.4,198.0,,,
4.460985007893648,2.85473783357038,1.5143181922669575,,,,,,,129.2,38.6,16.6,21.6,66.8,55.6,59.8,28.0,73.0,44.2,53.2,26.6,32.6,68.6,72.0,35.2,0.1,19.2,0.0673455987106688,0.1798766448988763,0.1646684714343456,mya,False,True,False,False,True,False,False,4.0,28.8,59.0,95.0,46.8,49.2,85.4,56.4,46.2,130.6,54.8,2.8,,,242.4,
5.469225523145281,2.300130568778199,1.5301350101839428,54.0,87.0,300.0,250.0,64.0,10.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0324838765999378,0.0,0.0,mya,False,False,True,False,True,False,False,,,,,,,,,,,,,,,735.0,
4.370853241628767,2.9900653380053632,1.950294309048244,28.6,16.8,54.4,43.6,24.4,2.0,119.0,35.0,20.4,36.0,59.6,47.2,70.6,35.4,77.2,47.0,55.8,28.8,32.4,66.8,98.8,56.6,0.18,35.2,0.0626451317357711,0.2129010848313534,0.215001993460765,mya,False,True,True,False,True,False,False,5.4,29.2,55.4,114.2,63.4,60.0,86.0,66.4,62.8,140.8,72.0,0.8,,,269.4,
6.23753119388971,3.489350994613344,4.213225376774496,,,,,,,129.6,43.6,16.0,32.6,96.6,52.8,112.2,49.6,79.2,52.2,76.8,33.0,47.8,68.8,89.0,97.8,0.18,35.2,0.0447220119906681,0.5667729261660369,0.3784808802854004,mya,False,True,False,False,False,True,False,5.4,26.4,59.2,131.2,60.0,55.2,99.0,81.8,57.8,141.8,65.4,1.6,,170.8,,
10.430829053604034,7.420775342680247,10.893559058608588,98.0,132.0,281.0,250.0,89.0,9.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0130935294181997,8.881784197001252e-16,0.0,mya,False,False,True,False,False,True,False,,,,,,,,,,,,,,641.0,,
6.126055311656559,2.984120855803006,3.3637894365873047,17.8,19.6,33.0,20.8,24.6,2.0,103.2,35.2,16.8,27.6,72.4,47.0,95.4,39.4,80.6,49.6,57.0,26.8,42.8,56.8,94.6,98.8,0.18,28.8,0.0781500854102528,0.6104960216668286,0.1602944923678497,mya,False,True,True,False,False,True,False,6.0,28.8,51.8,125.2,57.6,38.8,94.8,82.6,49.4,146.0,67.4,1.2,,152.6,,
4.399204102734734,2.505364381862432,1.5434104083340898,,,,,,,97.8,28.4,16.4,17.0,52.2,45.4,53.8,26.4,48.4,48.0,34.0,19.2,22.0,71.8,55.8,33.6,0.14,16.0,0.0771114310243897,0.1221830084490562,0.0334718579788448,mya,False,True,False,False,True,True,False,5.4,27.8,36.6,72.8,35.8,48.4,68.0,53.4,45.0,91.8,46.2,1.2,,108.6,186.4,
5.42985384047582,1.9988604124237368,1.370287890658148,78.4,66.2,288.0,210.6,68.8,9.8,,,,,,,,,,,,,,,,,0.03,25.6,0.0278980823472019,0.033830031525804,0.0929091328632518,mya,False,False,True,False,True,True,False,,,,,,,,,,,,,,483.4,754.2,
4.358939313462076,2.373573135528224,1.5772185973291033,24.0,12.2,46.6,35.2,16.8,3.0,113.8,37.4,20.6,29.2,65.4,47.2,67.8,30.2,70.4,57.2,50.2,23.2,29.0,68.6,88.6,46.4,0.14,35.2,0.0761988720281595,0.2096639222991765,0.4155339873521062,mya,False,True,True,False,True,True,False,6.0,26.0,51.4,106.4,53.4,49.6,89.2,59.6,59.4,124.2,63.8,2.8,,127.8,249.6,
6.097159334772057,3.323611016367656,3.627112114649878,,,,,,,109.0,38.8,13.8,28.4,78.8,49.8,95.6,42.8,74.6,50.6,72.4,25.8,48.0,65.2,87.2,96.8,0.18,22.4,0.0468946609937136,0.2417117784152045,0.5224045286001328,mya,False,True,False,False,False,False,True,5.8,31.8,64.0,130.4,54.8,43.4,98.4,83.2,59.4,138.4,68.2,2.8,,,,146.6
10.414635905160663,6.836448676374428,11.082637670146612,55.0,125.0,279.0,261.0,121.0,10.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0263304623356563,8.881784197001252e-16,0.0,mya,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,649.0
6.043605944033002,2.8003102706968828,3.136407659156349,13.8,13.4,40.8,16.8,26.8,2.4,123.2,40.0,17.4,23.2,80.8,38.4,105.4,41.8,78.8,47.2,70.8,27.4,43.0,65.8,82.8,90.0,0.1,28.8,0.0360408330137372,0.103375140117645,0.0647105057666489,mya,False,True,True,False,False,False,True,6.8,30.6,62.0,116.8,45.8,36.4,89.6,75.6,64.4,146.8,61.8,2.8,,,,165.6
8.102354584504008,14.30519981767419,12.46061543973938,66.8,57.6,103.8,92.0,34.0,12.2,162.4,53.6,21.6,146.0,228.2,87.0,325.8,83.2,223.6,200.0,80.6,52.6,164.2,91.8,201.2,342.0,0.1,44.8,0.0664593828921545,0.027939797987602,0.0430178430852721,xho,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.80519819766022,8.67995065841071,2.485847855336188,23.4,13.0,46.4,38.2,21.8,4.8,142.6,39.0,14.8,35.0,49.2,44.4,58.0,35.8,52.2,46.6,50.0,26.8,31.4,72.4,55.2,44.2,0.1,38.4,0.0407863117745421,0.0889968246846464,0.1409430282039493,xho,False,True,True,True,True,True,True,5.6,20.8,64.2,68.8,52.2,68.0,71.8,45.0,45.4,89.2,35.2,3.8,229.2,75.8,247.4,120.8
