cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.2409328591755724,3.573485302783177,9.585588454259396,96.0,1.0,8.0,30.0,8.0,5.0,3.0,4.0,17.0,23.0,13.0,29.0,46.0,18.0,42.0,31.0,29.0,15.0,15.0,36.0,25.0,76.0,24.0,24.0,72.0,46.0,17.0,66.0,36.0,13.0,61.0,65.0,37.0,4.0,175.0,51.0,149.0,90.0,0.1,16.0,0.0198494880032404,0.0,0.0,ssw,False,True,True,True,True,True,True
7.514877833935936,6.778105944981308,4.334828057944305,163.0,50.0,73.0,88.0,88.0,61.0,3.0,,,72.0,53.0,195.0,214.0,63.0,329.0,83.0,217.0,209.0,96.0,70.0,219.0,108.0,183.0,267.0,,,,,,,,,,,,,,,0.1,32.0,0.0769460153952241,0.0,0.0,ssw,True,False,False,False,False,False,False
3.226766436121733,2.6302183599121145,7.435075846713978,106.2,2.6,16.6,32.4,14.4,15.8,4.4,3.2,26.0,21.6,18.6,29.0,54.0,20.6,50.4,39.6,36.2,23.8,21.8,43.0,31.4,71.6,28.0,24.2,70.0,56.6,29.8,70.6,51.4,28.8,63.8,59.2,53.8,5.0,193.2,76.2,174.8,93.0,0.1,19.2,0.017535499403119,0.1379769971224537,0.4965590018211255,kin,False,True,True,True,True,True,True
7.517396158129268,4.2313483731571,21.802022145822523,156.0,48.0,77.0,84.0,85.0,55.0,7.0,,,91.0,40.0,199.0,201.0,87.0,341.0,74.0,214.0,195.0,66.0,58.0,228.0,108.0,199.0,294.0,,,,,,,,,,,,,,,0.1,32.0,0.0272371238083076,0.0,0.0,kin,True,False,False,False,False,False,False
3.2713931615471217,3.179855218818847,4.987153474811471,95.0,2.0,14.0,18.0,17.0,14.0,2.0,2.0,17.0,21.0,23.0,25.0,39.0,14.0,32.0,34.0,39.0,23.0,20.0,47.0,12.0,69.0,30.0,23.0,57.0,46.0,30.0,46.0,51.0,17.0,51.0,46.0,44.0,4.0,152.0,69.0,160.0,95.0,0.1,16.0,0.0233215147675726,0.0008010316364267,0.0,vie,False,True,True,True,True,True,True
7.475286094988303,12.122318710407432,12.453520625227236,152.0,36.0,75.0,96.0,96.0,50.0,4.0,,,49.0,54.0,199.0,229.0,72.0,333.0,77.0,233.0,184.0,74.0,68.0,232.0,112.0,196.0,285.0,,,,,,,,,,,,,,,0.1,32.0,0.0497206824688336,0.0,0.0,vie,True,False,False,False,False,False,False
3.302489184124533,2.6321093511698543,2.216345972560423,105.8,3.2,21.0,26.8,15.8,17.2,2.0,1.6,26.6,22.6,18.4,28.0,55.0,21.4,42.2,31.4,44.2,27.8,28.0,40.2,29.0,73.2,35.2,28.4,70.6,62.4,24.2,60.2,42.0,18.6,60.0,65.2,45.8,6.6,196.8,71.8,190.8,106.2,0.1,19.2,0.0087354703908359,0.0021000801573245,0.0195130161562442,tam,False,True,True,True,True,True,True
7.580477729325939,7.804287663145136,8.166517146246473,170.0,44.0,80.0,84.0,73.0,58.0,7.0,,,85.0,57.0,188.0,221.0,84.0,323.0,93.0,214.0,201.0,90.0,57.0,220.0,101.0,169.0,293.0,,,,,,,,,,,,,,,0.1,32.0,0.0730406215968056,0.0,0.0,tam,True,False,False,False,False,False,False
3.1730260408656825,10.377804676606116,12.900070393597872,115.4,5.8,12.6,33.4,18.6,17.0,1.2,4.0,28.4,21.4,16.6,26.2,53.6,20.6,50.8,26.6,36.2,23.8,22.2,42.2,30.4,88.8,37.8,30.4,69.0,66.6,32.2,72.2,51.2,27.0,54.4,72.4,46.8,5.4,187.0,64.8,181.2,86.8,0.1,19.2,0.0467558483202421,0.5583440678272517,0.2314149534041952,cym,False,True,True,True,True,True,True
7.496244791012666,9.87429168215485,6.275242025401168,176.0,45.0,65.0,107.0,92.0,44.0,9.0,,,68.0,49.0,199.0,230.0,94.0,344.0,85.0,215.0,186.0,93.0,66.0,211.0,105.0,161.0,294.0,,,,,,,,,,,,,,,0.1,32.0,0.0520524909922201,0.0,0.0,cym,True,False,False,False,False,False,False
3.262415625859036,2.7252783471103426,0.7544299082202761,107.4,4.6,12.2,30.6,15.0,16.2,3.2,2.2,25.2,30.2,15.4,36.8,48.4,19.0,52.8,39.0,39.0,24.2,24.6,37.0,27.4,79.2,38.2,30.4,57.0,48.8,30.4,70.8,42.4,33.4,65.4,65.6,50.2,5.0,192.6,70.6,182.2,96.8,0.1,19.2,0.0227465401419683,0.2349553292045042,0.1649577749490439,bak,False,True,True,True,True,True,True
7.530125613151222,2.113352147367711,5.766118196728531,175.0,42.0,68.0,81.0,98.0,58.0,8.0,,,94.0,52.0,194.0,186.0,84.0,333.0,68.0,256.0,217.0,69.0,70.0,237.0,101.0,162.0,294.0,,,,,,,,,,,,,,,0.1,32.0,0.0605917638779262,0.0,0.0,bak,True,False,False,False,False,False,False
3.252190938185976,2.9060480757685303,4.32091668259435,107.4,1.6,15.4,33.0,22.6,14.8,3.4,3.6,26.0,24.4,16.6,31.8,51.0,14.0,42.2,39.6,40.2,22.6,25.6,41.4,30.4,75.6,27.8,21.4,54.4,47.8,40.2,86.2,49.2,17.8,45.2,67.6,66.0,7.2,190.2,74.2,190.2,99.6,0.1,19.2,0.0357432768435208,0.0874064740994507,0.1246589193425002,kan,False,True,True,True,True,True,True
7.488365487027318,9.015116771808326,7.68488280739362,131.8,36.4,58.2,82.2,74.8,53.6,9.6,,,62.0,42.0,180.2,205.0,73.2,321.2,85.0,231.2,213.4,81.2,68.6,215.8,114.4,251.8,326.2,,,,,,,,,,,,,,,0.22,32.0,0.0362816477004852,0.0989533177713412,0.0167444010023322,kan,True,False,False,False,False,False,False
3.271869118524441,1.2021686350877945,4.6222792740102685,123.6,6.0,14.6,31.2,27.8,14.8,2.2,1.4,28.4,26.0,15.8,35.4,60.8,25.8,58.8,44.6,48.2,31.6,29.4,44.6,33.2,76.2,35.6,30.6,70.2,66.0,36.6,81.4,63.4,34.2,66.0,83.2,50.8,4.2,217.4,89.0,209.6,101.8,0.1,22.4,0.0488245588121109,0.098048989551915,0.1292195611742353,som,False,True,True,True,True,True,True
7.476298373572388,6.954523354936467,12.675896617109682,115.0,27.6,49.2,76.0,59.0,50.2,4.4,,,72.4,36.8,149.6,161.8,72.6,261.8,63.4,198.6,161.4,61.6,50.8,181.8,90.8,187.8,229.0,,,,,,,,,,,,,,,0.22,25.6,0.0926525347401289,0.1902830396819597,1.0323894327604737,som,True,False,False,False,False,False,False
3.27067974065984,3.397572107905211,2.9833296377228544,100.0,3.0,9.6,25.6,12.8,10.4,0.2,3.6,25.6,21.0,15.8,26.0,50.0,15.0,39.8,31.8,29.4,22.4,24.4,34.8,28.0,73.0,21.0,22.0,50.8,41.8,23.4,66.4,34.6,20.0,61.6,54.8,49.0,4.4,151.8,60.8,152.2,78.4,0.1,16.0,0.0457090988030661,0.0556883992569277,0.0889452650161105,bel,False,True,True,True,True,True,True
7.484309552508316,11.431806364110638,11.089058234233066,191.4,50.6,76.0,116.6,113.8,67.6,11.6,,,109.4,56.8,232.8,266.6,106.4,414.6,106.4,247.4,264.0,122.6,89.2,265.6,155.4,260.6,364.2,,,,,,,,,,,,,,,0.1,51.2,0.0151571300142154,0.2078184611877412,0.0798167015838657,bel,True,False,False,False,False,False,False
3.217694289885247,7.722543592341727,4.56190687532721,108.4,4.2,16.6,22.8,17.0,17.2,4.2,3.2,22.0,28.0,17.6,26.6,42.4,27.6,44.2,38.2,34.6,20.6,27.2,41.2,28.4,73.6,30.8,24.0,68.4,60.2,18.2,66.2,50.0,38.0,55.8,58.6,54.8,2.4,199.2,72.6,193.6,97.0,0.1,19.2,0.0114587490743997,0.0680989368512776,0.0810925109480354,tuk,False,True,True,True,True,True,True
7.510171154316258,8.095976751728733,4.511933793586073,167.0,52.0,72.0,102.0,84.0,64.0,5.0,,,81.0,61.0,212.0,219.0,96.0,340.0,73.0,205.0,206.0,86.0,69.0,198.0,122.0,171.0,281.0,,,,,,,,,,,,,,,0.1,32.0,0.0763313785544317,0.0,0.0,tuk,True,False,False,False,False,False,False
3.278348223584768,3.8070438595149434,2.754137937991338,113.4,2.2,12.0,32.2,18.4,18.4,2.2,2.8,22.8,24.4,21.8,33.0,56.4,24.0,47.2,37.4,38.6,23.2,23.4,42.0,34.4,64.2,33.8,25.2,56.0,67.4,29.6,69.2,45.2,21.8,64.4,63.8,39.6,4.6,200.6,63.4,185.4,98.2,0.1,19.2,0.0351488137168941,0.078081972976094,0.1184832528649998,fao,False,True,True,True,True,True,True
7.466240652378183,14.09271075828342,19.300948144179717,166.0,42.0,64.0,85.0,86.0,58.0,4.0,,,90.0,54.0,191.0,207.0,85.0,325.0,70.0,222.0,197.0,81.0,65.0,231.0,102.0,189.0,273.0,,,,,,,,,,,,,,,0.1,32.0,0.0879110005014616,1.7763568394002505e-15,0.0,fao,True,False,False,False,False,False,False
3.2818328666513827,2.1972104802954364,4.38415487486476,117.8,3.8,12.2,38.4,18.8,17.0,0.8,3.2,26.2,26.0,22.8,41.2,62.0,23.8,58.0,37.0,39.2,29.2,39.4,42.0,35.6,78.0,38.6,35.6,61.0,72.4,36.6,79.4,69.2,33.4,70.8,83.2,62.4,2.4,218.2,89.0,209.6,107.8,0.1,22.4,0.0295291400600484,0.2208448107726446,0.2782628666276231,pan,False,True,True,True,True,True,True
7.445678362279834,12.635518767161567,11.671111023615175,155.0,44.0,62.0,93.0,88.0,58.0,5.0,,,80.0,56.0,180.0,232.0,73.0,333.0,87.0,180.0,210.0,85.0,83.0,237.0,111.0,180.0,287.0,,,,,,,,,,,,,,,0.1,32.0,0.0491283675413329,0.0,0.0,pan,True,False,False,False,False,False,False
3.15813883593404,3.286665262453188,12.796043871721814,121.8,5.8,15.2,38.4,22.2,20.2,4.4,3.2,28.6,38.8,18.2,37.8,61.2,24.2,69.0,35.6,49.8,22.0,29.2,45.8,43.2,82.8,41.4,31.6,78.8,51.2,40.8,94.8,54.6,29.8,70.0,73.2,47.4,2.8,219.0,77.2,200.8,110.4,0.1,22.4,0.0148970911746693,0.1322560131852387,0.0996958153629377,hau,False,True,True,True,True,True,True
7.3035626375016065,8.228300810223557,25.76463380773979,162.0,45.0,86.0,78.0,75.0,51.0,7.0,,,92.0,41.0,192.0,223.0,73.0,332.0,81.0,226.0,207.0,89.0,59.0,241.0,112.0,200.0,259.0,,,,,,,,,,,,,,,0.1,32.0,0.0243592258468728,0.0,3.552713678800501e-15,hau,True,False,False,False,False,False,False
3.2800921620044625,0.6252403241686221,2.504602951483929,99.0,1.0,12.0,18.0,17.0,11.0,1.0,2.0,24.0,18.0,21.0,29.0,47.0,19.0,42.0,30.0,31.0,27.0,18.0,32.0,26.0,64.0,22.0,17.0,58.0,45.0,22.0,66.0,34.0,15.0,48.0,44.0,57.0,8.0,168.0,56.0,159.0,87.0,0.1,16.0,0.0223607219898705,0.0,0.0,arz,False,True,True,True,True,True,True
7.510381218197571,5.439259035166721,1.3478742087259905,174.0,41.0,68.0,94.0,82.0,58.0,6.0,,,83.0,40.0,193.0,213.0,81.0,353.0,76.0,225.0,202.0,75.0,71.0,216.0,113.0,152.0,269.0,,,,,,,,,,,,,,,0.1,32.0,0.0604678084271657,0.0,0.0,arz,True,False,False,False,False,False,False
3.2596579952495994,3.2119514666368625,5.075973310520004,109.6,1.6,15.0,27.6,20.2,15.6,1.6,2.2,26.6,23.6,16.6,31.4,57.6,21.2,53.6,31.2,39.6,28.0,21.6,44.2,29.4,74.8,38.4,27.2,70.4,52.4,27.6,70.6,51.8,21.2,58.2,74.2,45.0,3.8,194.2,60.4,181.2,95.6,0.1,19.2,0.0167736917934548,0.2657149026393001,0.6148983775931253,ewe,False,True,True,True,True,True,True
7.497259697495811,2.6447564899505704,5.76620433411315,186.8,46.8,77.0,107.6,107.8,64.0,13.4,,,100.8,54.6,230.8,269.2,107.0,404.6,100.8,288.6,247.4,111.0,94.4,278.4,141.0,276.8,357.4,,,,,,,,,,,,,,,0.1399999999999999,51.2,0.0568098860148725,0.1738226948648139,1.093638543879098,ewe,True,False,False,False,False,False,False
3.3200501597276597,3.3095238223490044,3.0943812370258765,107.0,8.0,11.0,23.0,12.0,7.0,2.0,2.0,18.0,18.0,12.0,23.0,52.0,22.0,34.0,23.0,39.0,25.0,23.0,46.0,23.0,67.0,20.0,17.0,47.0,41.0,32.0,68.0,30.0,21.0,57.0,59.0,42.0,1.0,163.0,70.0,153.0,82.0,0.1,16.0,0.0338449897424181,4.440892098500626e-16,0.0,deu,False,True,True,True,True,True,True
7.663592401772344,5.862430633307304,10.66046049750662,164.0,51.0,69.0,88.0,78.0,45.0,5.0,,,65.0,51.0,175.0,225.0,100.0,335.0,77.0,207.0,213.0,84.0,59.0,239.0,121.0,162.0,297.0,,,,,,,,,,,,,,,0.1,32.0,0.0406526169842696,0.0,0.0,deu,True,False,False,False,False,False,False
3.262412503757015,0.7661902919127664,1.4947343523974082,115.6,3.8,10.0,32.4,17.0,15.6,3.2,2.6,26.6,30.2,18.0,26.6,53.8,25.6,43.6,35.4,41.6,22.8,20.8,42.6,28.4,81.0,24.2,25.6,68.8,58.4,32.0,73.0,40.8,25.0,55.6,60.4,43.6,5.8,205.0,71.4,190.0,88.6,0.1,19.2,0.0233254793669519,0.0501881732142142,0.2902978760222311,plt,False,True,True,True,True,True,True
7.532624758189629,1.817853893098579,11.135134798398678,171.0,44.0,75.0,94.0,82.0,47.0,5.0,,,73.0,60.0,194.0,217.0,81.0,333.0,68.0,233.0,223.0,103.0,80.0,239.0,109.0,171.0,279.0,,,,,,,,,,,,,,,0.1,32.0,0.055707714367224,0.0,0.0,plt,True,False,False,False,False,False,False
3.2332320524474234,9.28847580461382,6.613401286646388,92.4,1.8,12.0,19.4,5.2,9.0,4.0,2.6,22.6,22.8,18.0,30.0,56.4,26.4,37.6,27.6,37.4,24.6,22.2,36.0,18.0,69.0,20.4,18.6,60.8,37.4,24.2,70.2,27.0,29.8,52.6,51.2,47.6,3.8,176.2,51.6,159.2,74.4,0.1,16.0,0.0112002378081213,0.1930500508573054,0.1128930022659052,afr,False,True,True,True,True,True,True
7.367411246487622,24.023025521202648,20.25099993475149,121.6,17.4,51.8,59.8,82.0,46.8,7.4,,,66.4,42.6,153.2,182.6,87.0,282.8,70.4,224.8,179.4,72.6,54.8,188.6,94.0,211.8,289.8,,,,,,,,,,,,,,,0.22,28.8,0.0619484500698345,0.7046836541419148,1.220087325290598,afr,True,False,False,False,False,False,False
3.255729448634437,1.112320919763731,3.4348475698549144,121.2,4.2,13.6,43.4,25.2,15.6,2.6,2.8,23.4,30.6,23.4,34.8,64.6,25.6,55.8,33.6,43.8,30.8,28.8,45.4,28.8,77.8,39.4,28.2,71.4,68.2,37.4,86.0,52.4,35.4,74.2,73.4,54.4,5.0,225.6,74.0,214.0,110.8,0.1,22.4,0.0290063198297793,0.2656991874129842,0.5158495043387551,snd,False,True,True,True,True,True,True
7.489963242533669,8.388658512642063,12.300216257751382,167.0,53.0,65.0,85.0,99.0,51.0,5.0,,,72.0,49.0,194.0,237.0,78.0,322.0,88.0,229.0,219.0,86.0,79.0,198.0,111.0,189.0,281.0,,,,,,,,,,,,,,,0.1,32.0,0.0272196570940966,0.0,0.0,snd,True,False,False,False,False,False,False
3.1680985725578017,5.749323613036843,8.195249642324933,97.4,2.2,11.8,28.2,13.4,12.0,2.8,3.0,33.8,28.0,18.6,16.8,45.4,32.0,46.0,16.2,29.8,22.0,18.0,41.2,27.8,66.6,28.6,18.4,56.8,43.8,16.0,55.8,30.6,14.4,53.0,42.6,53.6,3.2,164.4,62.8,162.2,80.8,0.1,16.0,0.0190092197922407,0.0186604284369988,0.0524257533096409,kat,False,True,True,True,True,True,True
7.49502517502259,9.368939176460035,8.899517328562975,163.0,47.0,60.0,100.0,82.0,56.0,9.0,,,76.0,47.0,209.0,205.0,94.0,323.0,72.0,210.0,221.0,78.0,73.0,237.0,98.0,206.0,261.0,,,,,,,,,,,,,,,0.1,32.0,0.0638745106690249,0.0,0.0,kat,True,False,False,False,False,False,False
3.2184203223569137,7.0542977531035,3.7716323427339993,119.4,4.4,12.6,34.0,23.4,17.4,4.0,2.0,30.6,28.6,19.6,36.0,61.0,21.0,55.0,39.0,47.0,25.2,37.8,47.0,36.4,80.6,33.4,28.6,77.2,67.4,33.2,80.4,64.8,33.8,70.4,74.0,52.8,5.2,225.0,81.0,223.2,102.6,0.1,22.4,0.0524297435861922,0.4256672514667034,0.5284611152596121,zul,False,True,True,True,True,True,True
7.5558412988428385,5.911471844238281,7.325102325361686,156.0,42.0,70.0,97.0,93.0,52.0,5.0,,,74.0,44.0,203.0,213.0,79.0,341.0,81.0,219.0,188.0,84.0,64.0,200.0,111.0,214.0,293.0,,,,,,,,,,,,,,,0.1,32.0,0.0505104417715189,0.0,0.0,zul,True,False,False,False,False,False,False
3.229530762837439,13.75453796722498,1.3772977208995123,139.2,9.4,11.8,40.4,27.2,23.8,1.6,4.4,29.8,31.2,23.2,45.4,75.4,26.4,64.4,39.8,41.0,30.6,28.4,43.2,31.8,80.4,46.4,42.6,80.6,83.4,46.0,95.2,71.2,39.6,78.8,97.4,61.6,5.8,243.0,94.0,232.6,132.8,0.1,25.6,0.0517547402456647,0.0719899178414649,0.6622481421862912,hne,False,True,True,True,True,True,True
7.482510345383281,15.69539080912503,3.339824340595783,161.0,43.0,66.0,104.0,72.0,59.0,3.0,,,82.0,46.0,198.0,196.0,91.0,348.0,77.0,220.0,201.0,85.0,76.0,212.0,103.0,183.0,287.0,,,,,,,,,,,,,,,0.1,32.0,0.0620539509090326,0.0,0.0,hne,True,False,False,False,False,False,False
3.255208545962941,2.4573673957083755,5.311100666804004,106.4,1.8,13.2,28.4,16.0,14.6,1.6,3.6,18.6,20.0,15.8,24.0,45.6,24.6,38.0,36.6,37.0,23.2,17.4,34.4,26.4,69.6,25.6,14.4,61.4,44.4,22.4,62.8,38.2,23.0,46.4,48.4,43.0,3.0,160.6,59.8,148.2,77.2,0.1,16.0,0.048949061413342,0.0700977011124271,0.1178046051361569,oci,False,True,True,True,True,True,True
7.33298359486969,17.512779323897043,16.0863359238334,145.0,49.0,65.0,102.0,83.0,48.0,5.0,,,59.0,46.0,201.0,218.0,85.0,336.0,95.0,203.0,208.0,93.0,76.0,230.0,113.0,186.0,278.0,,,,,,,,,,,,,,,0.1,32.0,0.0285847374079332,0.0,0.0,oci,True,False,False,False,False,False,False
3.2445508266832435,4.234554979453202,2.9716024599568938,96.2,0.8,19.8,30.4,15.2,11.2,10.2,5.2,21.8,23.4,14.4,23.8,40.2,19.4,44.4,22.6,32.0,23.6,15.8,35.0,32.6,59.8,18.8,11.0,69.0,49.2,23.4,51.6,53.0,25.2,51.4,42.6,43.2,7.4,165.0,66.0,150.6,74.0,0.1,16.0,0.0244624700136503,0.0147723248136863,0.0085748764582199,kaz,False,True,True,True,True,True,True
7.499396905865536,7.189057636900175,6.647884678091773,164.0,42.0,75.0,106.0,84.0,51.0,12.0,,,74.0,50.0,190.0,206.0,82.0,354.0,70.0,217.0,191.0,85.0,67.0,228.0,119.0,181.0,256.0,,,,,,,,,,,,,,,0.1,32.0,0.0295722375818036,0.0,0.0,kaz,True,False,False,False,False,False,False
