cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_comet_mean_importance,small100_noft_comet_mean_importance,small100_ft_comet_mean_importance,m2m100_noft_comet_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.0299659488306547,0.0460426358603697,0.0192867376225573,142.2,9.6,33.4,50.8,40.6,40.6,2.0,5.8,41.6,53.6,30.6,59.6,77.2,43.6,95.4,80.0,82.8,63.4,55.6,49.2,44.2,101.2,53.2,51.4,106.8,67.4,61.6,118.8,71.6,58.8,97.6,97.2,74.2,16.6,223.8,60.4,239.8,173.4,0.1,28.8,0.000225552211797,0.0008144646717925,0.0007451424429824,xho,False,True,True,True,True,True,True
0.0685590269438815,0.1088713068088046,0.1034819823093753,160.0,45.0,74.0,72.0,69.0,74.0,1.0,,,83.0,43.0,233.0,227.0,91.0,455.0,66.0,172.0,201.0,102.0,74.0,269.0,119.0,168.0,185.0,,,,,,,,,,,,,,,0.1,32.0,0.000892954932698,0.0,0.0,xho,True,False,False,False,False,False,False
0.0302105191257232,0.0350701819527209,0.0428534847915465,115.2,7.6,32.2,40.8,41.2,28.6,0.8,4.2,44.2,47.4,33.0,53.6,73.2,41.0,72.8,60.8,73.6,50.4,50.4,43.2,32.4,83.4,55.8,47.6,88.0,65.0,53.4,98.2,73.4,43.0,103.6,91.4,60.6,17.8,198.2,53.0,219.6,161.4,0.1,25.6,0.0002412814432934,0.0014649197605789,0.0050457008902166,mya,False,True,True,True,True,True,True
0.0667432787982516,0.1276516302934383,0.1096569903024855,127.0,51.0,81.0,76.0,88.0,57.0,4.0,,,90.0,47.0,244.0,220.0,69.0,447.0,81.0,156.0,193.0,108.0,78.0,270.0,139.0,191.0,210.0,,,,,,,,,,,,,,,0.1,32.0,0.0003783645857589,0.0,0.0,mya,True,False,False,False,False,False,False
0.0306416273163708,0.036873066449981,0.0484175433188711,110.8,9.6,37.0,37.0,35.2,26.0,0.6,3.0,33.4,39.6,33.8,44.2,76.8,40.0,82.6,63.8,73.4,55.0,54.6,31.0,36.4,88.0,56.4,47.2,89.8,65.2,47.8,94.6,82.6,54.0,91.0,81.6,62.0,22.6,202.0,58.4,240.4,147.0,0.1,25.6,0.0001122463930505,0.000355609469902,6.550830984250965e-05,kor,False,True,True,True,True,True,True
0.0685143485776736,0.1156702408441569,0.1439456979922513,126.0,50.0,72.0,94.0,84.0,50.0,7.0,,,78.0,31.0,220.0,227.0,82.0,485.0,85.0,175.0,190.0,114.0,95.0,267.0,88.0,202.0,192.0,,,,,,,,,,,,,,,0.1,32.0,0.0006859705217592,1.3877787807814457e-17,0.0,kor,True,False,False,False,False,False,False
0.0302314496453298,0.0434413920684813,0.0230310122594036,153.0,9.0,40.0,48.0,50.0,46.0,2.0,5.0,41.0,46.0,43.0,67.0,107.0,46.0,103.0,69.0,103.0,67.0,55.0,57.0,53.0,96.0,79.0,56.0,103.0,87.0,79.0,128.0,97.0,62.0,111.0,108.0,94.0,19.0,248.0,84.0,261.0,177.0,0.1,32.0,0.0003205256846097,0.0,0.0,jav,False,True,True,True,True,True,True
0.0684637186241232,0.1018997968334466,0.0275187885117217,139.0,36.0,78.0,86.0,95.0,65.0,2.0,,,73.0,41.0,252.0,218.0,70.0,459.0,80.0,168.0,197.0,126.0,83.0,267.0,133.0,168.0,205.0,,,,,,,,,,,,,,,0.1,32.0,0.0004538948125423,0.0,0.0,jav,True,False,False,False,False,False,False
0.0305747209564301,0.0358190140726035,0.035947927213933,109.2,9.0,31.4,44.6,34.2,42.4,0.0,3.0,39.6,62.8,36.0,50.0,89.6,48.6,109.8,78.0,90.2,62.4,54.6,59.0,41.6,89.0,58.8,56.8,109.6,76.0,60.4,132.8,86.2,64.8,91.8,96.8,69.6,17.8,217.2,50.2,230.0,174.6,0.1,28.8,0.0001576432269138,0.0016443258925777,0.0035385761719269,mar,False,True,True,True,True,True,True
0.0680613416026594,0.1355317009143659,0.1252924571368749,128.0,33.0,66.0,71.0,90.0,65.0,4.0,,,98.0,56.0,218.0,224.0,75.0,452.0,79.0,178.0,207.0,104.0,85.0,273.0,118.0,183.0,170.0,,,,,,,,,,,,,,,0.1,32.0,0.0003374503322893,0.0,0.0,mar,True,False,False,False,False,False,False
