cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.8422048046044064,2.715162822120419,0.15340043518057117,0.2925255281345056,False,True,True,True,True,True,True
4.692274983137762,4.596671398803036,0.1646687748174069,0.41386567842750926,True,False,False,False,False,False,False
6.492029456025226,6.683226586259821,0.1721013224040681,0.3875299295549091,False,True,False,False,False,False,False
5.455181857887969,5.378293384203948,0.22968511756383916,0.4920686689979551,False,False,True,False,False,False,False
4.263562990883577,4.178734237038066,0.2077377137757033,0.1973134836174827,False,True,True,False,False,False,False
4.169719464739332,4.554873574390328,0.24829539548588897,0.571050227871448,False,True,False,True,False,False,False
4.085988660488629,4.192702741080307,0.24150791961577048,0.5696482719323467,False,False,True,True,False,False,False
3.6415653623570803,3.8963795996714445,0.22470814247780516,0.5398464616872657,False,True,True,True,False,False,False
3.1184327512213748,2.8844709959242403,0.08721508926616682,0.24157032593275782,False,True,False,False,True,False,False
3.0471343558345727,2.7508559223916107,0.06676853057436383,0.21589192344831573,False,False,True,False,True,False,False
3.0115971756052256,2.7200455187946866,0.09567396874672719,0.2645199669193869,False,True,True,False,True,False,False
5.732525892275956,6.174749705151223,0.1686214460185218,0.32971825986075015,False,True,False,False,False,True,False
5.019088791742,5.291029066570064,0.2356538661573207,0.4646181863640558,False,False,True,False,False,True,False
3.856716214791264,3.9572084121157287,0.19871823284449228,0.16892472181650475,False,True,True,False,False,True,False
3.064337989400561,2.834135779131974,0.09243270836870865,0.24204225919503022,False,True,False,False,True,True,False
3.0272280418657416,2.7682151694605226,0.0757962914333955,0.2283371219026388,False,False,True,False,True,True,False
2.9629421468108927,2.6898868822857245,0.10602182655395766,0.25969136004876003,False,True,True,False,True,True,False
3.769567749842129,3.533425497167888,0.17512327862816046,0.28760718081527475,False,True,False,False,False,False,True
4.550744526339818,4.559480532377603,0.3097816713508249,0.4303848554459418,False,False,True,False,False,False,True
3.3512073297776346,3.1359611956850393,0.17688770688138977,0.23132326697153643,False,True,True,False,False,False,True
