cv_rmse,test_rmse,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,train_test_jsd_importance,train_test_tf_idf_importance,train_test_st_similarity_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,direction_indicator_importance,smollm_135m_score_importance,smollm_360m_score_importance,bloomz_560m_score_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
6.386477138096753,6.08676025341417,0.067341246,0.038652632,0.035361566,0.09218813,0.017556634,0.066094086,0.21663885,0.014979973,0.030212838,0.016688988,0.0384525,0.011281415,0.023187533,0.0069508203,0.007989163,0.006335126,0.013685428,0.004771254,0.055509537,0.20473948,0.031382836,0.026595581773005972,3400.0,0.030025300690786943,0.09759575876585982,False,True,True,True,True,True,False
7.8353123921868555,7.607153280520599,0.06506438,0.21482857,0.043886982,0.077739365,0.1229076,0.09484295,0.1446428,0.018684575,,,,0.06717197,0.049929272,0.014158917,0.016543213,0.013721852,0.055877544,,,,,0.022759146916895116,3250.0,0.12491848752021706,0.08171597324692143,True,False,False,False,False,False,False
6.979460557784151,6.759613998344098,0.0881989,0.070530415,0.040478073,0.082854904,0.02698879,0.0727572,0.2075804,0.01856141,0.051857222,0.030911695,0.046655275,0.03287643,0.022568077,0.010459121,0.009591335,0.007787943,0.023449054,0.0062789074,0.14961481,,,0.021588123154051935,4450.0,0.08055919936534549,0.13144049424818255,False,True,True,True,False,False,False
6.3249871098775365,6.035632072345059,0.06556761,0.07064626,0.03679799,0.0933305,0.027180668,0.0727268,0.20325145,0.01635111,0.050364863,0.02480821,0.04108814,0.01921598,0.024863733,0.008655072,0.0091681285,0.007422206,0.022107983,0.005729659,,0.20072362,,0.021148515929064214,4250.0,0.06803735689042636,0.15265757815391237,False,True,True,False,True,False,False
7.1767785821644505,6.921155239983191,0.045922797,0.096729174,0.033091642,0.10545037,0.032948226,0.061108686,0.13436489,0.01898126,0.06662311,0.048005424,0.06881054,0.044141077,0.041147288,0.0127854515,0.010705132,0.013364755,0.027903661,0.010863528,,,0.12705302,0.023019536879996135,4000.0,0.08513056723847143,0.2520032568258853,False,True,True,False,False,True,False
