cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
8.310548087035007,8.028028174871393,0.10973792190774857,0.2600418216400466,False,True,True,True,True,True,False
9.923881110742084,9.785239521064712,0.13748696761920798,0.33236980872781485,True,False,False,False,False,False,False
8.904371886119455,8.690564575152418,0.11634051010923835,0.2560621109384491,False,True,True,True,False,False,False
8.766031928708268,8.529999821544829,0.11205819602383572,0.2540878907847683,False,True,True,False,True,False,False
8.59264551965686,8.323085903917876,0.12630232630268326,0.27755356323725106,False,True,True,False,False,True,False
