cv_rmse,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.12069191982659447,0.10276220887279064,0.10346373873804468,6.415818744182288e-05,3.671717528720129e-17,2.6331251014325257e-17,sin,False,True,True,True,True,True,True
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,True,False,False,False,False,False,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,True,False,False,False,False,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,False,True,False,False,False,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,True,True,False,False,False,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,True,True,True,False,False,False
0.12069191982659447,0.10276220887279064,0.10346373873804468,6.415818744182288e-05,3.671717528720129e-17,2.6331251014325257e-17,sin,False,True,True,False,True,False,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,True,True,False,False,True,False
0.12983010077649745,0.1113793019085509,0.11348890203349726,3.377392206761195e-05,3.0404709722440586e-17,1.0749688212373146e-17,sin,False,True,True,False,False,False,True
0.12078607067079324,0.07919424919991998,0.10094019862049838,0.00015712562927094184,3.342213888644168e-17,1.2412670766236365e-17,amh,False,True,True,True,True,True,True
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,True,False,False,False,False,False,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,True,False,False,False,False,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,False,True,False,False,False,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,True,True,False,False,False,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,True,True,True,False,False,False
0.12078607067079324,0.07919424919991998,0.10094019862049838,0.00015712562927094184,3.342213888644168e-17,1.2412670766236365e-17,amh,False,True,True,False,True,False,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,True,True,False,False,True,False
0.12994205994026542,0.0875892027622957,0.11107245285953989,5.071848669827587e-05,2.237726045655905e-17,1.8619006149354548e-17,amh,False,True,True,False,False,False,True
0.11987525838076755,0.15392684231221027,0.11348685592464805,4.436497898814954e-05,4.47545209131181e-17,2.0584085788909643e-17,kaz,False,True,True,True,True,True,True
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,True,False,False,False,False,False,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,True,False,False,False,False,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,False,True,False,False,False,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,True,True,False,False,False,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,True,True,True,False,False,False
0.11987525838076755,0.15392684231221027,0.11348685592464805,4.436497898814954e-05,4.47545209131181e-17,2.0584085788909643e-17,kaz,False,True,True,False,True,False,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,True,True,False,False,True,False
0.12867172148889872,0.16000130534098084,0.12449817324134509,2.4015791793777557e-05,3.510833468576701e-17,2.0584085788909643e-17,kaz,False,True,True,False,False,False,True
0.1210616958825963,0.1088667197958959,0.1606535355050184,1.905719799913026e-05,1.3877787807814457e-17,3.0404709722440586e-17,mar,False,True,True,True,True,True,True
0.12808418941337388,0.11593477703651742,0.17447661380148066,1.3685174877944327e-05,1.2412670766236365e-17,3.510833468576701e-17,mar,True,False,False,False,False,False,False
0.12808418941337388,0.11593477703651742,0.17447661380148066,1.3685174877944327e-05,1.2412670766236365e-17,3.510833468576701e-17,mar,False,True,False,False,False,False,False
0.12808418941337388,0.11593477703651742,0.17447661380148066,1.3685174877944327e-05,1.2412670766236365e-17,3.510833468576701e-17,mar,False,False,True,False,False,False,False
0.12808418941337388,0.11593477703651742,0.17447661380148066,1.3685174877944327e-05,1.2412670766236365e-17,3.510833468576701e-17,mar,False,True,True,False,False,False,False
0.12808418941337388,0.11593477703651742,0.17447661380148066,1.3685174877944327e-05,1.2412670766236365e-17,3.510833468576701e-17,mar,False,True,True,True,False,False,False
0.1210616958825963,0.1088667197958959,0.1606535355050184,1.905719799913026e-05,1.3877787807814457e-17,3.0404709722440586e-17,mar,False,True,True,False,True,False,False
