cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
10.707467278267538,10.00445475459982,0.2515996393285178,0.46095185517821635,True,False,False,False,False,False,False
4.426073483583814,4.295386368928408,0.12040308577264394,0.21934565386380564,False,True,True,True,True,True,True
10.450981828879673,9.690080882360645,0.23841746640000344,0.5678788358206271,False,True,False,False,False,False,False
11.832150391528613,11.137670217451388,0.23931005763227878,0.5991699666246109,False,False,True,False,False,False,False
9.345658288169403,8.581610622251691,0.24003457669343095,0.5329136898850767,False,True,True,False,False,False,False
7.246674857240076,6.9853783344238565,0.1494130503031284,0.2971202794965446,False,True,False,True,False,False,False
7.368478239744171,7.154146471761651,0.12657592228599762,0.28106216511097787,False,False,True,True,False,False,False
6.579732094625984,6.3565140201846155,0.12260505655300764,0.23551782357045578,False,True,True,True,False,False,False
5.115494270183474,4.9751863312619005,0.09111500329476768,0.1714639367671864,False,True,False,False,True,False,False
5.438196243294674,5.304620696141961,0.07611104345727368,0.1650575752562193,False,False,True,False,True,False,False
4.995676362979297,4.828582705856656,0.11654701968073304,0.19525369342958446,False,True,True,False,True,False,False
8.235632853513835,7.702268781574233,0.19299940205401944,0.42873211259658844,False,True,False,False,False,True,False
10.629234787360456,10.155995092246766,0.15875601505733233,0.3419774901065468,False,False,True,False,False,True,False
8.146235844358369,7.573892287958405,0.22496956485379,0.45833461311897067,False,True,True,False,False,True,False
5.039834327465184,4.875020134675762,0.10805947249039884,0.20152240601754157,False,True,False,False,True,True,False
5.449990849449177,5.307512936862716,0.07851151455398483,0.16375267506409064,False,False,True,False,True,True,False
4.987215084916402,4.810941320586428,0.12536993437212948,0.21071314375990963,False,True,True,False,True,True,False
8.178065208475797,7.544448806318464,0.21281221093883382,0.4860443355395642,False,True,False,False,False,False,True
10.625863063345303,10.084163526307742,0.17262374016064597,0.4040271631478996,False,False,True,False,False,False,True
8.152673399233148,7.491652820949097,0.22624873506334267,0.4921038821833429,False,True,True,False,False,False,True
