cv_rmse,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
16.35594434744194,12.250612265157866,10.543667150039358,0.013075292048146182,1.3759600911837627e-15,5.329070518200751e-15,ka,False,True,True,True,True,True,False
20.135251100530212,14.196382694349115,21.70016364887017,0.019077954752591407,2.5121479338940403e-15,2.7519201823675253e-15,ka,True,False,False,False,False,False,False
18.015932908786233,14.213956342029888,18.3610958347278,0.019131759139134716,2.6347629809804343e-15,3.1776437161565094e-15,ka,False,True,True,True,False,False,False
17.111010402040414,12.6938559468415,13.973499107888284,0.01716132547481705,0.0,9.598903777505751e-15,ka,False,True,True,False,True,False,False
17.3745103186441,12.62649256951246,14.285319795625563,0.012259502038835008,7.944109290391273e-16,2.6347629809804343e-15,ka,False,True,True,False,False,True,False
15.659239334372037,23.86983960203955,30.36528331392707,0.012981099626856852,5.2695259619608686e-15,7.619721951899982e-15,hi,False,True,True,True,True,True,False
19.34859448839071,29.55594893545155,37.58836769856625,0.02054600520151981,3.552713678800501e-15,1.2710574864626037e-14,hi,True,False,False,False,False,False,False
17.0792170112304,28.25158151140324,38.42554005727469,0.017340078325824952,3.891802844472395e-15,4.4938668397781774e-15,hi,False,True,True,True,False,False,False
16.171565704199374,26.156573859517504,36.32382150044161,0.016688127493689812,5.728578676879117e-15,1.3851027837303268e-14,hi,False,True,True,False,True,False,False
16.834775905528886,24.97280370547452,28.005488501362386,0.013697672483917114,3.891802844472395e-15,8.255760547102576e-15,hi,False,True,True,False,False,True,False
16.36355990051223,12.912599385699625,9.298715375060825,0.008924992227230527,1.1234667099445444e-15,2.383232787117382e-15,sl,False,True,True,True,True,True,False
20.278300320297582,16.255750883741403,8.894360104084667,0.012876297027829685,0.0,2.1018137570293106e-15,sl,True,False,False,False,False,False,False
18.161543830609226,13.86859027276681,7.494088157073756,0.012988406849315527,2.1018137570293106e-15,1.0509068785146553e-15,sl,False,True,True,True,False,False,False
17.167504125305516,13.676045913178598,7.64104663608301,0.012088691260255129,7.944109290391273e-16,7.944109290391273e-16,sl,False,True,True,False,True,False,False
17.447108929189092,13.211085065109174,8.09020771271097,0.008045146668131912,1.3759600911837627e-15,1.1234667099445444e-15,sl,False,True,True,False,False,True,False
16.25254247342438,16.693423750360616,12.888169952628237,0.007452881556961938,4.203627514058621e-15,1.2383640820653864e-14,ta,False,True,True,True,True,True,False
20.166918823304293,20.271023311967767,13.887999403295606,0.011019626039497318,5.944827041546401e-15,8.062390376942274e-15,ta,True,False,False,False,False,False,False
17.978260391195526,18.683969824606685,16.741179133062246,0.010766980178696848,6.740800259667266e-15,9.127086697919487e-15,ta,False,True,True,True,False,False,False
16.872201033287478,18.9248283467479,19.626557806867844,0.01025337409136657,6.153480596427404e-15,1.464821375527116e-14,ta,False,True,True,False,True,False,False
17.389538841939316,16.053801934648135,8.04668610560734,0.006617676632377723,3.891802844472395e-15,2.6347629809804343e-15,ta,False,True,True,False,False,True,False
16.362187580129078,15.146559931390495,5.641121401669201,0.00689807743556948,1.9459014222361975e-15,1.7313784796629085e-15,jv,False,True,True,True,True,True,False
20.244284011315944,19.10758906488657,8.576099316413444,0.014506523397185339,0.0,1.5888218580782547e-15,jv,True,False,False,False,False,False,False
18.10934605822444,17.237718819297918,7.7269432156221765,0.016430973367249996,4.203627514058621e-15,3.0509930648246218e-15,jv,False,True,True,True,False,False,False
17.148325092152117,15.735172379448016,6.708356783207904,0.014720423690177807,2.5121479338940403e-15,1.6852000649168164e-15,jv,False,True,True,False,True,False,False
17.38418373123204,16.869181749641143,7.222452269947953,0.007471439198502343,2.7519201823675253e-15,1.538370149106851e-15,jv,False,True,True,False,False,True,False
16.19636153565596,15.300951700186321,16.433993045876917,0.006417843585907931,2.2469334198890887e-15,2.2469334198890887e-15,it,False,True,True,True,True,True,False
20.077168658979183,20.196222656498776,19.356486064191074,0.015269129372267074,1.5888218580782547e-15,4.203627514058621e-15,it,True,False,False,False,False,False,False
17.97193121320344,16.70555450311395,17.46322476999668,0.01840517704671355,2.7519201823675253e-15,2.7519201823675253e-15,it,False,True,True,True,False,False,False
16.977312839945377,15.911618285287185,16.760873664231525,0.015942665143906812,2.2469334198890887e-15,3.552713678800501e-15,it,False,True,True,False,True,False,False
17.261674916949676,17.01424340050117,16.766618871839608,0.007109174654016513,0.0,1.5888218580782547e-15,it,False,True,True,False,False,True,False
16.289393600267353,14.807831070053307,13.517112189450197,0.005455524613622213,1.7763568394002505e-15,2.383232787117382e-15,ro,False,True,True,True,True,True,False
20.13142874648334,19.76973183667058,16.95786328225642,0.014804960418241251,2.7519201823675253e-15,3.1776437161565094e-15,ro,True,False,False,False,False,False,False
18.039619639651157,16.90555849623343,14.451665473792195,0.017563077808626277,2.2469334198890887e-15,2.8642893384395585e-15,ro,False,True,True,True,False,False,False
17.065467633716114,15.823999322961452,13.76421752992147,0.015491573340620462,1.9459014222361975e-15,1.1234667099445444e-15,ro,False,True,True,False,True,False,False
17.32046198413706,16.13469932279618,15.076491821658147,0.00594339894072321,1.5888218580782547e-15,2.6347629809804343e-15,ro,False,True,True,False,False,True,False
16.372432757057226,12.615344041706457,8.600614384266997,0.0044466036613268435,0.0,2.9724135207732003e-15,is,False,True,True,True,True,True,False
20.053078337091513,15.048174656214382,22.83038332162456,0.012613680725929624,1.5888218580782547e-15,5.0242958677880805e-15,is,True,False,False,False,False,False,False
18.111484824033813,13.369613049054248,12.980297057011478,0.015170088617580804,1.5888218580782547e-15,3.809860975949991e-15,is,False,True,True,True,False,False,False
17.11016244375721,13.239155717559402,11.498991283323639,0.009110322799162275,1.3759600911837627e-15,5.0242958677880805e-15,is,False,True,True,False,True,False,False
17.418914756475814,12.558407911569452,12.074117918886616,0.008364781123392171,1.7763568394002505e-15,2.8642893384395585e-15,is,False,True,True,False,False,True,False
16.3676367556306,13.223066024663357,8.838097194134415,0.0051385895842208365,1.5888218580782547e-15,3.2754401705733782e-15,da,False,True,True,True,True,True,False
20.111516301114214,18.4812302182239,20.578685381816317,0.014126194533267692,3.891802844472395e-15,7.619721951899982e-15,da,True,False,False,False,False,False,False
18.138190878606586,14.058384205373404,10.44941906955707,0.014962614438999117,7.944109290391273e-16,2.5121479338940403e-15,da,False,True,True,True,False,False,False
17.15136562645076,13.44074388634994,8.61354943298037,0.008317726100070021,0.0,2.1018137570293106e-15,da,False,True,True,False,True,False,False
17.367601212066784,13.612152489444288,15.11815588275078,0.010539088498159061,1.5888218580782547e-15,4.4938668397781774e-15,da,False,True,True,False,False,True,False
16.24475672391761,18.273998332944448,16.763825085809213,0.005156159475522795,8.101433657963767e-15,1.2907649793152806e-14,tl,False,True,True,True,True,True,False
20.307113876044003,15.474693133285097,8.785470167826414,0.015611270848469711,3.891802844472395e-15,3.7261175413410954e-15,tl,True,False,False,False,False,False,False
18.04361632560228,18.854803042552625,14.4633822517064,0.017027385685361055,4.4938668397781774e-15,5.329070518200751e-15,tl,False,True,True,True,False,False,False
17.077525920753388,17.227763746847785,13.538384623764808,0.011741071159030971,6.925513918651634e-15,1.0478999857179349e-14,tl,False,True,True,False,True,False,False
17.197272993023336,22.18786662391917,21.664894973969357,0.006148897152630994,9.127086697919487e-15,8.255760547102576e-15,tl,False,True,True,False,False,True,False
16.108465844635248,15.923481698906617,20.940892330765685,0.008966204922024547,1.5888218580782547e-15,2.7519201823675253e-15,tr,False,True,True,True,True,True,False
20.06237184931928,20.524631489837272,19.963256894683227,0.012897894836507552,2.2469334198890887e-15,3.891802844472395e-15,tr,True,False,False,False,False,False,False
17.921078440725257,17.433416072888146,19.68660734554748,0.020316715303373065,1.5888218580782547e-15,3.891802844472395e-15,tr,False,True,True,True,False,False,False
16.938551987246772,16.418458013947916,19.209897570401118,0.015406251421688229,3.552713678800501e-15,2.7519201823675253e-15,tr,False,True,True,False,True,False,False
17.17876317809664,17.31219258845829,20.800293982065735,0.00717583116504313,1.5888218580782547e-15,0.0,tr,False,True,True,False,False,True,False
15.75038790094961,32.40558066277723,28.30318500097299,0.009957089656871537,5.503840364735051e-15,9.26434382393303e-15,am,False,True,True,True,True,True,False
19.41333919860663,36.398842842450996,38.754232218526695,0.012365926684325705,5.503840364735051e-15,4.4938668397781774e-15,am,True,False,False,False,False,False,False
17.243542457784805,38.17965082045809,35.703650565338606,0.012227509750878713,7.105427357601002e-15,8.407255028117242e-15,am,False,True,True,True,False,False,False
16.308632221450097,34.96940035550176,34.2464306210243,0.013564541712701562,7.78360568894479e-15,5.503840364735051e-15,am,False,True,True,False,True,False,False
16.944863830364802,31.4957940941768,27.888784094470612,0.010235034293044336,7.452235082682191e-15,1.0173423748423966e-14,am,False,True,True,False,False,True,False
16.124122200781493,16.521090823333957,21.093306408651365,0.005752681323708822,3.891802844472395e-15,6.153480596427404e-15,el,False,True,True,True,True,True,False
20.02952173737517,21.160878706540935,20.481005977314187,0.0164076786694042,2.7519201823675253e-15,5.0242958677880805e-15,el,True,False,False,False,False,False,False
17.96018865100765,17.75880041949013,18.737010713074806,0.013956785824037017,3.1776437161565094e-15,6.5508803411467564e-15,el,False,True,True,True,False,False,False
16.94194951434958,17.107355237339092,19.455273352685897,0.008607329994298293,2.7519201823675253e-15,8.846185720293485e-15,el,False,True,True,False,True,False,False
17.175224379540673,18.07181999492094,21.609317283498896,0.006108115912747244,4.4938668397781774e-15,6.355287432313019e-15,el,False,True,True,False,False,True,False
16.25848838002662,14.416123838439319,13.372970250562767,0.013020674724767891,2.8642893384395585e-15,2.1018137570293106e-15,zh-TW,False,True,True,True,True,True,False
20.022037877325268,21.0782405289033,21.319275783543493,0.010870448470194407,2.2469334198890887e-15,8.101433657963767e-15,zh-TW,True,False,False,False,False,False,False
17.963662342277264,17.58338646389977,17.241550081751484,0.010780598119830715,3.891802844472395e-15,2.7519201823675253e-15,zh-TW,False,True,True,True,False,False,False
17.020785847028062,15.753896823506807,14.856341371303614,0.013284907128077911,3.7261175413410954e-15,3.891802844472395e-15,zh-TW,False,True,True,False,True,False,False
