cv_rmse,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
8.283124107972275,7.633883815765174,4.276900195285647,0.010073796199545015,1.3173814904902171e-15,2.3160859559832576e-15,ka,False,True,True,True,True,True,False
9.845979263304505,8.079802281564028,8.541339707369673,0.011107277064583051,7.944109290391273e-16,1.9459014222361975e-15,ka,True,False,False,False,False,False,False
8.90238032970315,7.64053496060434,7.265090786502405,0.012069440202898369,8.881784197001252e-16,1.9049304879749955e-15,ka,False,True,True,True,False,False,False
8.763449630585338,7.905456369802087,5.955156774789851,0.01012593650664937,1.0509068785146553e-15,3.0250266941902737e-15,ka,False,True,True,False,True,False,False
8.56536376711812,7.637738337145062,5.148472044761866,0.010234949956180127,5.617333549722722e-16,2.6939785314722364e-15,ka,False,True,True,False,False,True,False
8.174325947075564,7.258961094080762,10.569263932879956,0.009352200996931502,1.3173814904902171e-15,4.961094661755162e-15,hi,False,True,True,True,True,True,False
9.736159974393722,9.104307776401846,13.568146033212813,0.008858435361096872,1.1234667099445444e-15,4.961094661755162e-15,hi,True,False,False,False,False,False,False
8.724807599520176,7.8349300851441965,14.596532260412166,0.009606119775910952,1.1234667099445444e-15,3.462756959325817e-15,hi,False,True,True,True,False,False,False
8.59987411943312,7.706443885687657,13.798955201974081,0.007893751247183708,6.879800455918813e-16,4.699798436761765e-15,hi,False,True,True,False,True,False,False
8.490520633587025,7.397295622517544,9.675232802229406,0.00793332044053029,7.944109290391273e-16,4.632171911966515e-15,hi,False,True,True,False,False,True,False
8.286139109428351,7.526253094721161,3.1883171979731006,0.006859340244185013,8.881784197001252e-16,5.617333549722722e-16,sl,False,True,True,True,True,True,False
9.876708418275875,9.591929521379745,3.6594846141373187,0.008840720724532868,7.944109290391273e-16,7.431033801933001e-16,sl,True,False,False,False,False,False,False
8.93259401626474,8.218506568235046,2.916880820813218,0.007654373019870678,1.3759600911837627e-15,9.315293853352739e-16,sl,False,True,True,True,False,False,False
8.78544121127813,8.075109947920414,2.9423051348298483,0.0063953836913386766,1.3759600911837627e-15,1.0509068785146553e-15,sl,False,True,True,False,True,False,False
8.583904883749401,7.679657226346185,2.7483975395513713,0.007290264618227758,6.879800455918813e-16,2.808666774861361e-16,sl,False,True,True,False,False,True,False
8.283869612864821,7.245547694947987,3.791346604320534,0.006993660811160408,7.944109290391273e-16,2.657123463772065e-15,ta,False,True,True,True,True,True,False
9.903356630032203,8.725037568175274,2.346123120511156,0.007929283164764909,2.2469334198890887e-15,2.597067719494363e-15,ta,True,False,False,False,False,False,False
8.92481290278173,8.2769671927879,3.5184651315152577,0.006655106414102873,1.1234667099445444e-15,3.0638937272904946e-15,ta,False,True,True,True,False,False,False
8.775820402219514,8.170900678705049,3.8778840558970615,0.006150141255406332,1.1234667099445444e-15,3.783890250755347e-15,ta,False,True,True,False,True,False,False
8.547925988518234,7.348539700840004,5.7117191898444135,0.00717622245283099,7.944109290391273e-16,2.9188521333542966e-15,ta,False,True,True,False,False,True,False
7.938209219339929,7.4455457648212615,19.39568596059828,0.004437105189828355,1.2560739669470201e-15,6.153480596427404e-15,jv,False,True,True,True,True,True,False
9.566638219789947,8.833256876028289,19.531673222133776,0.00442708764680621,1.9459014222361975e-15,5.2695259619608686e-15,jv,True,False,False,False,False,False,False
8.629047206451297,8.110793228367136,18.510304558444037,0.004536726981871483,0.0,6.925513918651634e-15,jv,False,True,True,True,False,False,False
