cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
1.9324350746257453,2.4323038493210616,2.536865988126002,58.8,118.4,228.8,236.2,120.2,65.0,101.8,299.8,183.0,584.8,164.6,102.8,286.8,207.4,0.1,28.8,0.0332523687115478,0.2385265458099192,0.1559402986260877,ms,True,False,False,False,False,False,False
1.8686919730309977,2.2131241127785675,15.520874182456655,74.0,94.0,205.0,274.0,141.0,85.0,111.0,302.0,200.0,604.0,203.0,160.0,318.0,272.0,0.1,32.0,0.0261957800569622,0.0,1.7763568394002505e-15,is,True,False,False,False,False,False,False
1.937934431460378,1.9085414982135247,9.200714074145113,57.0,109.0,227.0,252.0,168.0,72.0,103.0,328.0,188.0,579.0,218.0,166.0,329.0,254.0,0.1,32.0,0.0242592896538158,0.0,0.0,sq,True,False,False,False,False,False,False
1.83991879551361,1.691936626911764,23.442717417929643,61.0,93.0,210.0,256.0,205.0,63.0,100.0,344.0,194.0,562.0,216.0,196.0,370.0,218.0,0.1,32.0,0.0203394597055771,2.220446049250313e-16,0.0,it,True,False,False,False,False,False,False
1.8906576854302528,1.637284217713819,18.112592235307428,63.0,90.0,203.0,292.0,148.0,79.0,107.0,324.0,223.0,596.0,188.0,176.0,362.0,224.0,0.1,32.0,0.028905768160672,2.220446049250313e-16,0.0,sv,True,False,False,False,False,False,False
1.877446768856952,2.7560000988124598,11.361371711969056,71.0,141.0,262.0,270.0,131.0,41.0,110.0,333.0,181.0,592.0,202.0,169.0,340.0,244.0,0.1,32.0,0.0237815800427065,0.0,0.0,cy,True,False,False,False,False,False,False
1.9362673490451197,2.5672098658063898,9.162335509007432,56.2,99.4,134.0,190.0,99.4,61.8,87.2,272.4,145.4,541.8,156.6,107.8,312.4,167.4,0.1,25.6,0.0090881042263797,0.0777912691650655,0.0358589399420545,my,True,False,False,False,False,False,False
1.9630959604662384,1.384068568672091,1.824299621437503,64.0,125.0,219.0,245.0,135.0,85.0,112.0,332.0,181.0,611.0,204.0,154.0,385.0,228.0,0.1,32.0,0.021977379496927,0.0,2.220446049250313e-16,te,True,False,False,False,False,False,False
1.9629412701883,2.1468786464823757,6.089329964583852,63.8,104.4,166.8,224.2,127.6,79.8,94.4,307.6,171.6,548.2,189.8,135.8,344.6,191.8,0.1,28.8,0.0218213745838357,0.0318562030280581,0.2936609996392544,tl,True,False,False,False,False,False,False
1.975245283808014,1.9732417858291955,3.025876593602705,65.0,112.0,221.0,225.0,141.0,78.0,101.0,311.0,186.0,642.0,191.0,152.0,344.0,263.0,0.1,32.0,0.0283960070985144,0.0,0.0,ml,True,False,False,False,False,False,False
1.869949845352349,1.196848951254471,8.597686998938995,64.0,97.0,217.0,273.0,146.0,62.0,118.0,305.0,183.0,605.0,216.0,180.0,391.0,221.0,0.1,32.0,0.0207735986724817,0.0,0.0,pl,True,False,False,False,False,False,False
1.9136469188167984,2.1514636425316027,5.008753824684891,61.0,129.0,231.0,256.0,138.0,78.0,99.0,319.0,210.0,665.0,198.0,145.0,285.0,259.0,0.1,32.0,0.0261998211696202,0.0,0.0,ko,True,False,False,False,False,False,False
1.908709688533495,1.1122213019386635,3.5883373068488766,68.0,102.0,205.0,256.0,136.0,72.0,93.0,335.0,229.0,565.0,203.0,189.0,359.0,247.0,0.1,32.0,0.0304020615539339,0.0,4.440892098500626e-16,fi,True,False,False,False,False,False,False
1.8925058732629012,1.89638178780237,13.44450221761233,63.0,120.0,210.0,266.0,128.0,83.0,110.0,318.0,220.0,581.0,209.0,162.0,352.0,260.0,0.1,32.0,0.0192116856410364,0.0,0.0,ka,True,False,False,False,False,False,False
1.97148782848494,2.6474461627204966,2.9992122438249456,50.4,125.4,182.4,205.6,116.2,67.0,91.4,304.4,173.4,563.4,168.6,164.2,358.6,193.8,0.1,28.8,0.0348037896090031,0.1436084472800892,0.0085680419396823,zh-CN,True,False,False,False,False,False,False
1.9833173411858664,1.974079460640073,8.79243036923427,67.0,161.0,254.0,246.0,123.0,62.0,104.0,336.0,199.0,631.0,196.0,135.0,302.0,239.0,0.1,32.0,0.0295895755890976,2.220446049250313e-16,0.0,lv,True,False,False,False,False,False,False
