cv_rmse,test_source_dik_rmse,test_target_dik_rmse,test_source_ewe_rmse,test_target_ewe_rmse,test_source_fao_rmse,test_target_fao_rmse,test_source_hne_rmse,test_target_hne_rmse,test_source_kin_rmse,test_target_kin_rmse,test_source_kir_rmse,test_target_kir_rmse,test_source_lmo_rmse,test_target_lmo_rmse,test_source_mri_rmse,test_target_mri_rmse,test_source_sna_rmse,test_target_sna_rmse,test_source_tat_rmse,test_target_tat_rmse,test_source_tuk_rmse,test_target_tuk_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,learning_rate,num_leaves,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_dik_rmse_se,test_target_dik_rmse_se,test_source_ewe_rmse_se,test_target_ewe_rmse_se,test_source_fao_rmse_se,test_target_fao_rmse_se,test_source_hne_rmse_se,test_target_hne_rmse_se,test_source_kin_rmse_se,test_target_kin_rmse_se,test_source_kir_rmse_se,test_target_kir_rmse_se,test_source_lmo_rmse_se,test_target_lmo_rmse_se,test_source_mri_rmse_se,test_target_mri_rmse_se,test_source_sna_rmse_se,test_target_sna_rmse_se,test_source_tat_rmse_se,test_target_tat_rmse_se,test_source_tuk_rmse_se,test_target_tuk_rmse_se,train_is_seen,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,test_source_sin_rmse,test_target_sin_rmse,test_source_amh_rmse,test_target_amh_rmse,test_source_tgl_rmse,test_target_tgl_rmse,test_source_arz_rmse,test_target_arz_rmse,test_source_kaz_rmse,test_target_kaz_rmse,test_source_zul_rmse,test_target_zul_rmse,test_source_mar_rmse,test_target_mar_rmse,test_source_hye_rmse,test_target_hye_rmse,test_source_xho_rmse,test_target_xho_rmse,test_source_kan_rmse,test_target_kan_rmse,test_source_mya_rmse,test_target_mya_rmse,test_source_jav_rmse,test_target_jav_rmse,test_source_tam_rmse,test_target_tam_rmse,test_source_afr_rmse,test_target_afr_rmse,test_source_ind_rmse,test_target_ind_rmse,test_source_som_rmse,test_target_som_rmse,test_source_yor_rmse,test_target_yor_rmse,test_source_wol_rmse,test_target_wol_rmse,test_source_bel_rmse,test_target_bel_rmse,test_source_cym_rmse,test_target_cym_rmse,test_source_ssw_rmse,test_target_ssw_rmse,test_source_guj_rmse,test_target_guj_rmse,test_source_khm_rmse,test_target_khm_rmse,test_source_bak_rmse,test_target_bak_rmse,test_source_plt_rmse,test_target_plt_rmse,test_source_kat_rmse,test_target_kat_rmse,test_source_hau_rmse,test_target_hau_rmse,test_source_pan_rmse,test_target_pan_rmse,test_source_ceb_rmse,test_target_ceb_rmse,test_source_oci_rmse,test_target_oci_rmse,test_source_snd_rmse,test_target_snd_rmse,test_source_ltz_rmse,test_target_ltz_rmse,test_source_ibo_rmse,test_target_ibo_rmse,test_source_rus_rmse,test_target_rus_rmse,test_source_deu_rmse,test_target_deu_rmse,test_source_kor_rmse,test_target_kor_rmse,test_source_zho_rmse,test_target_zho_rmse,test_source_vie_rmse,test_target_vie_rmse,test_source_fra_rmse,test_target_fra_rmse,test_source_sin_rmse_se,test_target_sin_rmse_se,test_source_amh_rmse_se,test_target_amh_rmse_se,test_source_tgl_rmse_se,test_target_tgl_rmse_se,test_source_arz_rmse_se,test_target_arz_rmse_se,test_source_kaz_rmse_se,test_target_kaz_rmse_se,test_source_zul_rmse_se,test_target_zul_rmse_se,test_source_mar_rmse_se,test_target_mar_rmse_se,test_source_hye_rmse_se,test_target_hye_rmse_se,test_source_xho_rmse_se,test_target_xho_rmse_se,test_source_kan_rmse_se,test_target_kan_rmse_se,test_source_mya_rmse_se,test_target_mya_rmse_se,test_source_jav_rmse_se,test_target_jav_rmse_se,test_source_tam_rmse_se,test_target_tam_rmse_se,test_source_afr_rmse_se,test_target_afr_rmse_se,test_source_ind_rmse_se,test_target_ind_rmse_se,test_source_som_rmse_se,test_target_som_rmse_se,test_source_yor_rmse_se,test_target_yor_rmse_se,test_source_wol_rmse_se,test_target_wol_rmse_se,test_source_bel_rmse_se,test_target_bel_rmse_se,test_source_cym_rmse_se,test_target_cym_rmse_se,test_source_ssw_rmse_se,test_target_ssw_rmse_se,test_source_guj_rmse_se,test_target_guj_rmse_se,test_source_khm_rmse_se,test_target_khm_rmse_se,test_source_bak_rmse_se,test_target_bak_rmse_se,test_source_plt_rmse_se,test_target_plt_rmse_se,test_source_kat_rmse_se,test_target_kat_rmse_se,test_source_hau_rmse_se,test_target_hau_rmse_se,test_source_pan_rmse_se,test_target_pan_rmse_se,test_source_ceb_rmse_se,test_target_ceb_rmse_se,test_source_oci_rmse_se,test_target_oci_rmse_se,test_source_snd_rmse_se,test_target_snd_rmse_se,test_source_ltz_rmse_se,test_target_ltz_rmse_se,test_source_ibo_rmse_se,test_target_ibo_rmse_se,test_source_rus_rmse_se,test_target_rus_rmse_se,test_source_deu_rmse_se,test_target_deu_rmse_se,test_source_kor_rmse_se,test_target_kor_rmse_se,test_source_zho_rmse_se,test_target_zho_rmse_se,test_source_vie_rmse_se,test_target_vie_rmse_se,test_source_fra_rmse_se,test_target_fra_rmse_se
3.1531956739562617,3.406925754841068,2.703780549411062,4.065526888219966,6.937930394480377,3.8811753662499067,3.3047527020106626,14.390407744154185,2.0188351170285523,2.7673137917567745,7.680259089851442,4.403867352147964,10.898383373530567,6.15164817285438,1.6861447794269957,1.586690583521124,1.754494403835411,2.615344760541896,5.268105984894911,1.8122057313752813,2.8735620490243905,8.297009159688546,4.354312442369864,84.4,4.4,13.8,28.0,18.0,13.6,1.6,5.6,18.8,19.8,19.4,36.0,54.0,18.6,36.6,19.2,26.4,24.6,25.8,31.8,20.4,54.2,30.0,23.6,47.0,59.2,27.4,50.6,45.8,33.4,48.2,56.2,64.2,5.4,150.0,68.6,134.8,80.4,0.13999999999999999,16.0,4.852555936850099,4.49823280780584,0.025274265252582667,0.4996015506497164,0.2588377851338684,0.17559918039256817,0.05981360465976202,0.025394892527240028,0.19018430198621591,0.5026150940193098,0.644865200687085,0.6143375281687492,0.3999940859809271,0.1345248793473701,0.6551054086656372,0.01454170563306967,0.14824825041723286,0.14691575235210796,0.04294930463964315,0.023051531185627815,0.38923831120620067,0.07021898350183076,0.049544428473228305,0.2937033841906203,0.3309260252214431,True,False,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.451750292938412,3.205549414644441,7.390488483419363,2.238463282594915,5.6196796891617105,16.402237562137298,23.582205245437528,17.562021858050084,5.5041320335607065,5.568219814594608,20.61331459522652,7.75959704037084,6.4458303474067735,7.874884478565333,16.532339969330664,11.274895409521886,8.477192434099923,3.9405145729864386,7.810423334709616,3.710679338960979,13.40410548393415,8.188005736016652,7.290472188054653,182.6,42.8,67.8,95.0,92.8,60.6,5.6,,,97.6,51.2,212.6,242.4,90.6,384.2,100.8,261.0,248.4,105.4,82.4,273.8,140.4,257.2,356.4,,,,,,,,,,,,,,,0.14,44.8,7.975006228040315,11.15183489130378,0.05722764327506702,0.8812806163361706,1.7627025792873618,1.4270249229185825,1.7442471820081538,0.6267776480135658,1.0725048998867053,1.2638143331414653,1.0805776467709138,1.126574179567205,0.782555560334222,1.4774629273140627,0.4823120992469646,2.2054806221887735,1.1336007311167209,0.1520065971350892,1.420147932586156,0.6304615570016988,0.9761888937212198,0.08636692740969291,0.24357388634207547,0.33102660266990735,0.46814536015639563,True,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.950694436672173,6.853740358230661,5.587057604501399,6.2189364701470895,10.188525173876826,5.375219381085399,4.857883130019885,15.751137718909865,10.130193484536036,13.041343363795516,14.884371488420163,16.902198605156723,8.152754153148972,4.569875609865986,5.255102014814406,11.637891788236976,5.897380156762496,5.468668233064062,5.216767565956345,6.134257208403322,8.363418747641944,8.228010177738474,10.330009851589015,112.4,,,,,,,11.6,119.2,34.2,19.4,88.0,98.2,60.2,184.0,62.6,118.4,72.2,74.2,40.2,103.2,90.4,110.6,112.6,96.8,138.4,87.6,114.4,136.0,101.6,108.4,144.2,146.0,3.4,,,,,0.18,28.8,9.107388992239462,8.078496670115227,0.06641758048821032,0.9216392823296333,0.5619838064519692,0.7383784385321143,0.7864473682507994,0.8577407649656308,1.146827199349771,1.6249369124237423,0.6797174200756879,0.5644058162835123,0.7597062958934353,0.6288201907741203,1.8476735408011875,1.2630917921252347,0.4458015911854539,0.7514782874533286,1.1439819822203523,0.8316304790698773,1.3553079384946187,0.4371474043582297,0.42822884854103915,0.1850708872061967,0.7829220157405403,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.017909886867356,7.271077462877187,10.592827272015436,5.89759725537498,4.694772386403304,18.54771991540258,22.46778956824654,5.869257466549019,8.269498318085628,6.8104853309780635,22.294071529409315,9.074232051132935,5.90854593583964,9.586216953115244,15.24578671930045,11.736436337243992,15.035780604875095,15.459787126023874,13.362312568617307,4.5182938772787775,13.358889209577729,10.662897265882544,5.944286453216261,,235.6,373.8,432.8,315.6,165.8,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,19.2,9.584909185623562,12.47041459687152,0.022933146910010967,0.27412596284639335,0.241704281785296,0.10412330761121356,0.05650279010258537,0.4216325380205,0.42483640850629883,0.5583475639734105,0.382456869966738,0.08372322491268479,0.16787116247546563,0.364834723282789,0.5362227632445594,0.783074635976973,1.0328091943230595,0.053019072146987374,0.0781713588548602,0.6419876382416994,0.5878205357031266,0.2966369946581249,0.17598367087409697,0.22193032494817336,0.021167664016504256,True,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.461842194291018,3.825685749917666,4.447174835046601,2.2623508743079097,8.76194007121803,11.914220191815145,13.497733150647747,16.978941248739915,6.3224357992962785,8.72407784294921,14.666268908735512,8.864617890190182,6.323939948674353,9.000160074779497,11.566610001717454,9.09228128932117,6.409686607352805,3.318462652566789,4.729745141996204,3.1205504005214943,9.55433623028183,7.1657446218264385,4.505748000275029,101.4,44.2,58.2,64.6,61.4,42.6,1.8,12.8,126.8,32.8,19.6,92.0,107.2,45.0,206.2,36.2,110.6,91.2,57.6,37.2,130.6,76.8,124.0,119.6,90.8,158.0,94.2,95.8,136.4,94.0,103.4,146.2,164.4,10.6,,,,,0.13999999999999999,32.0,7.660644803357766,8.253238063203804,0.08192287067763547,0.18612278613786748,0.041393650010878955,0.37486405043089427,1.235656222008606,1.0290879057910567,0.6997884977568242,1.7009184326109232,2.1836451129433936,0.46494351590485505,0.5734557078933066,0.9408661849060997,0.8148050830587343,0.21539437193934674,1.3341546723921298,0.4029121960695668,1.8995918537561496,0.09467685708966336,0.4071771956065753,0.7626311127290244,0.7219401198266402,0.5880268085071343,0.7634745741130718,True,False,True,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.610371951636904,8.217702302877507,2.4330314673330258,5.9566601145371205,5.215099252958316,3.481661189583081,5.907975514357614,16.400407093180018,2.8088932638536903,4.120689733038459,12.985084858054341,7.758843526011063,6.419568921387648,6.985828467352431,11.198259295736728,11.055928467874589,4.604394370012488,5.239968556140845,4.258512151091083,2.8364013904225542,3.797323703929579,8.961656776009344,7.374266788290699,165.8,40.6,64.4,70.2,80.4,37.6,6.2,7.4,114.8,65.8,27.8,93.6,105.2,48.4,192.0,49.8,116.8,79.0,80.0,40.0,115.4,99.4,108.2,106.4,70.0,141.8,145.8,159.8,111.6,88.0,119.6,215.0,98.8,11.0,332.2,,,,0.1,44.8,7.3650679651842745,6.0911281442732,0.06477807744908225,0.3175038188860517,0.4588048499409689,0.5793768695806374,0.08252186635364786,0.4372670252981859,0.2945846645137214,0.36169641588399587,0.11569227840808544,0.016020609948023855,0.43292263511898715,1.4325435626618859,0.360739292225629,0.6921221130501467,0.09898291492812113,0.264633438459927,0.06505196695264483,0.20474996339532325,0.1901329110494101,0.25943705764542435,0.03187162578687968,0.3612780806467036,0.05395827606662688,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.032700906942979,1.723596144273552,1.5885506934400735,2.727684408552599,5.548853344631299,5.040803876608082,2.966847799833624,14.659559750640586,2.419020748452863,5.543377904473534,1.5761607062112297,3.0745881361810783,11.185983612805313,4.787050272538408,3.4629199643321416,4.391655193774537,3.3287826498802273,2.59969272658027,3.2175730670933227,2.631280770962442,2.655877717238558,9.732878578292608,5.024543164028327,104.0,15.0,16.4,48.6,26.8,17.2,3.6,7.6,31.6,30.8,34.8,25.0,78.2,19.6,62.0,40.6,55.8,37.8,48.8,31.4,27.8,56.6,63.2,26.8,60.0,74.0,37.4,73.4,64.2,47.2,38.8,125.6,96.6,1.4,,,238.8,,0.1,19.2,5.173833432988881,3.90682849708609,0.03106535041909485,0.01690375054606692,0.08774976307407112,0.18172756648277508,0.3861432747065439,0.4184096551780445,0.1113329878580478,0.22507560343323263,0.5574285092916557,0.06121903374013833,0.1814326071307655,0.25753003601450253,0.5489110812135208,0.21646714404643214,0.10131520356408696,0.36565829527763183,0.18513772104637863,0.008912804185175283,0.14954383275745062,0.06025933970557223,0.11596494011993971,0.07753829955582532,0.49299153962220676,True,False,True,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.363491376119502,3.0807435025261616,4.083446221937156,2.5757269141743135,7.8119427780382225,6.105018733169117,6.15228124697911,2.323618302471247,10.98305171373607,9.887327078687623,18.001707154331925,3.0098833796721705,6.373433131621241,5.686937313106542,1.7272980180715094,2.8442869778950146,6.919965145553872,6.274904699120642,4.936727517017766,3.937711193945449,9.867533166910066,6.195620180516615,3.2050829049464893,111.6,15.2,23.0,49.8,30.4,23.0,6.0,10.2,40.2,65.0,24.6,34.2,107.6,50.2,121.4,48.8,101.6,73.6,72.4,58.2,59.0,99.2,107.2,98.8,78.4,147.6,61.0,111.0,133.8,88.8,96.6,170.8,114.8,3.8,,207.8,,,0.13999999999999999,28.8,4.720161661389536,7.278406272649403,0.07403390018777323,0.0660712861369646,0.39113615638721416,0.41520519844144277,0.9669650548111187,0.1060233387452584,0.031073534713805275,0.14445013455568304,0.16167787553279495,0.9061118522749041,0.2552595643104794,0.1707117627283047,0.44101406066740734,0.33867917333401854,0.05735812843675845,0.5779285145522781,0.5367927718623041,0.7415864034376414,0.01525720654470497,0.24528185914971612,0.6035022977841272,0.43731939338340986,1.1252344690982201,True,False,True,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.265427807932095,3.9667102760570883,4.989443167051052,2.8475241675907976,9.990274877953327,6.164229122938555,3.9452340490633047,4.566309227414198,11.858952299104399,8.91208843865395,15.948957696207794,2.5366146443504003,6.406794770443031,10.309379356544461,2.905187392422123,4.0948459076952055,6.012600821850113,7.789559421060893,5.708377461937898,4.246470178012394,9.439223110195856,4.60139088081472,3.4378503403794505,82.2,7.6,13.6,33.4,42.8,22.6,6.6,10.2,44.6,49.0,17.6,43.4,86.0,47.2,89.8,37.4,81.0,56.6,46.8,42.2,44.2,63.8,79.4,76.2,63.2,127.8,53.8,62.0,103.2,77.2,69.6,139.0,97.6,5.6,,,,158.8,0.22000000000000003,22.4,5.457738329193878,7.331172362418941,0.07189994560926644,0.9365951185478553,1.7436482243270297,1.0279949314875814,1.0993042334542147,0.2133419875647529,0.10592745860262548,1.5289034688679315,0.3706098508900632,0.6797090411017515,0.2010725650795706,0.6517050662718994,0.5717914790151647,0.7185916322407423,0.17416918658493152,1.1972305178505993,0.8651228481272465,1.1921167587155945,1.3172882903696368,0.3767076741619814,0.21374743518545541,0.8129140682536358,0.03367110560056524,True,False,True,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.964782010220719,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,4.0,15.0,0.0,0.0,0.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,6.0,0.0,10.0,11.0,1.0,27.0,0.0,0.0,42.0,0.0,82.0,16.0,0.03,16.0,7.233658228729466,7.466175754968171,0.16705911387805403,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,True,True,True,5.377846023614932,7.033554586501259,3.6484543700373413,9.926850753423915,7.87547367650207,5.13231467204718,2.279347833930903,3.1253858882316576,5.956649110668063,4.205585702645915,7.588695131594884,4.816004752442832,10.579978421249129,5.571470473831388,6.791885652211517,5.186620831808003,10.775867050983605,6.703313854950975,3.351792502641635,3.3458795941221533,2.6879585844210205,4.06168007281717,1.927391722387727,3.623100096930236,3.5020978793144915,3.7175304732809002,25.242552886467735,19.64051646041396,8.790074902577604,7.698979802602262,4.594124506301549,6.881762885158476,0.9829549249824752,4.52729864782323,1.1358511854237259,5.150564810993877,9.235377907041446,6.860755754708518,13.75538480000011,7.981028972110652,11.049061893706961,6.803520658026383,5.813868424121262,6.346727108263917,6.661467901722415,11.14826429355383,1.3077294312331142,3.3226560071693085,7.481301221923859,8.334039880160127,7.2313960982505865,8.666998167423065,2.4023191158984916,18.84094398377251,8.264233021689158,8.343134422384205,5.537953703490819,2.7123880922970747,14.592078451912538,9.838795734889029,2.5433661544337514,13.604084242024381,3.780467060548272,3.7559018115033416,7.666438445982948,6.402197351067737,11.145648420628167,13.891322355128498,12.143566766626403,8.19521891281028,6.450140408588206,5.645311812033514,7.468308403723081,5.606070215941848,10.00325226687075,8.613855641009279,14.490314656746454,15.919224667455882,0.0,8.881784197001252e-16,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,2.220446049250313e-16,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15
