cv_rmse,test_source_rmse,test_target_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.266050533349261,5.97970603693893,7.631671547400562,0.001,0.1,0.1,0.01,0.01,0.01,0.0710961370267597,0.1077194420203599,0.4808705611609405,btk,False,True,False,False,False,False,False
2.9643270916574656,3.984293727722932,3.240125979455948,0.0082,0.1,0.1,0.01,0.01,0.01,0.0367342671200275,0.0899462891922455,0.1576568982933671,btk,False,False,True,False,False,False,False
2.748981904789754,3.32220732305348,4.66565222253,0.001,0.1,0.1,0.01,0.01,0.01,0.0812239517935974,0.1376832454003162,0.5598595542313071,btk,False,True,True,False,False,False,False
3.121742684618789,3.681442988257732,4.683392056113109,0.0046,0.1,0.1,0.01,0.01,0.01,0.0628288570601093,0.2737148112455983,0.6159309420255951,btk,False,True,False,True,False,False,False
2.6061142302470954,3.1207730571128987,3.010220209319157,0.001,0.1,0.1,0.01,0.01,0.01,0.0474661255247543,0.0907997986157491,0.0521505097304702,btk,False,False,True,True,False,False,False
2.566387233995705,2.9933647500705534,3.354212797608981,0.0028,0.1,0.1,0.01,0.01,0.01,0.0856823644262808,0.1901966092762125,0.2215877488528285,btk,False,True,True,True,False,False,False
3.114730339424137,3.4854824050399187,4.787366525950801,0.0064,0.1,0.1,0.01,0.01,0.01,0.0347433392578628,0.3677972450425574,0.4871677173500727,btk,False,True,False,False,True,False,False
2.708728534156712,3.081755635733407,2.6096431345735254,0.01,0.1,0.1,0.01,0.01,0.01,0.0364020601311686,0.0557391348414151,0.054832447324661,btk,False,False,True,False,True,False,False
2.623226117386568,2.8261529579688998,3.8150394423134366,0.0082,0.1,0.1,0.01,0.01,0.01,0.0387538271067558,0.0645070578267938,0.2407827948965735,btk,False,True,True,False,True,False,False
3.114972446638826,5.629490416763848,7.909321488532799,0.001,0.1,0.1,0.01,0.01,0.01,0.0232527419647432,0.1187874708684335,0.3951819633379507,btk,False,True,False,False,False,True,False
2.7359542774989625,3.874199814455452,3.456610544811278,0.0082,0.1,0.1,0.01,0.01,0.01,0.0382719786175404,0.0728844274302898,0.1659507012098639,btk,False,False,True,False,False,True,False
2.642284041435245,3.2123207735843544,5.421735419149959,0.0028,0.1,0.1,0.01,0.01,0.01,0.0811846927904063,0.1564750429131475,0.4063758028694502,btk,False,True,True,False,False,True,False
3.0502169947008992,3.551554492621564,4.923648654343978,0.0082,0.1,0.1,0.01,0.01,0.01,0.0218759200106575,0.313740914664681,0.4580452149287366,btk,False,True,False,False,True,True,False
2.6313383367588896,3.0966626686216543,2.8006740692652405,0.01,0.1,0.1,0.01,0.01,0.01,0.0317522429286168,0.0624635973698917,0.1095191479189981,btk,False,False,True,False,True,True,False
2.526545656229302,2.809593132111728,4.217931846310461,0.0082,0.1,0.1,0.01,0.01,0.01,0.0451869187302336,0.0596110148389722,0.1506712124259462,btk,False,True,True,False,True,True,False
2.893460711018457,4.91122914388674,4.394430858682989,0.001,0.1,0.1,0.01,0.01,0.01,0.0978284057515171,0.0630398666766227,0.4229807865456393,btk,False,True,False,False,False,False,True
2.4670378535709903,3.8823773647468927,3.06005464440446,0.001,0.1,0.1,0.01,0.01,0.01,0.0741446215567649,0.0328881041978181,0.1140730239421482,btk,False,False,True,False,False,False,True
2.5031393680725733,3.104145713026763,3.4057662354918263,0.001,0.1,0.1,0.01,0.01,0.01,0.0534564207513189,0.0669954148522575,0.2809615373095189,btk,False,True,True,False,False,False,True
2.436242096268965,3.8489514135424017,4.61615546714266,0.0082,0.1,0.1,0.01,0.01,0.01,0.0642934142007107,0.6080792614981587,0.3119788502682331,bew,False,True,True,True,True,True,True
2.846358654867789,4.210750716792771,4.813659508823165,0.01,0.1,0.1,0.01,0.01,0.01,0.0607796898024125,0.2356610124940365,0.5258181698678789,bew,True,False,False,False,False,False,False
3.162147579514726,5.335820001054998,6.531957241610067,0.001,0.1,0.1,0.01,0.01,0.01,0.0703250255279521,0.1954874317126044,0.3514597533545729,bew,False,True,False,False,False,False,False
2.9035896442872446,4.750509954148012,5.139795569255408,0.01,0.1,0.1,0.01,0.01,0.01,0.045791347365696,0.179779485396742,0.2755710306706588,bew,False,False,True,False,False,False,False
2.7951111991112603,4.343637348721979,6.58146683220621,0.0064,0.1,0.1,0.01,0.01,0.01,0.0685317890292519,0.3048247500551004,1.9317496283075477,bew,False,True,True,False,False,False,False
2.7615745899472977,4.261540414465253,5.412569414250002,0.0046,0.1,0.1,0.01,0.01,0.01,0.0839207240641344,0.1615944681074277,0.4826503961113187,bew,False,True,False,True,False,False,False
2.669685411716684,2.87401616776107,6.014302686770572,0.0082,0.1,0.1,0.01,0.01,0.01,0.0769913845050373,0.1344527169187095,0.8325329135796498,bew,False,False,True,True,False,False,False
2.625937670855781,2.87682902901668,6.310961186783746,0.0082,0.1,0.1,0.01,0.01,0.01,0.0743581253004491,0.1263471705330399,0.7716196463473348,bew,False,True,True,True,False,False,False
2.9432703114340617,3.6550583966150767,3.45296798530637,0.01,0.1,0.1,0.01,0.01,0.01,0.050364674849319,0.2313717608795542,0.1727763193164102,bew,False,True,False,False,True,False,False
2.884550778322976,3.1273995726086743,3.598513693214136,0.01,0.1,0.1,0.01,0.01,0.01,0.0371537285444437,0.1787424913764079,0.4269423647646997,bew,False,False,True,False,True,False,False
2.7370479674082744,3.1973088891022483,4.300081021815807,0.01,0.1,0.1,0.01,0.01,0.01,0.0614402588112227,0.1915621282881712,0.6033160253552052,bew,False,True,True,False,True,False,False
3.0603269399693542,11.180361872821956,5.564593636001262,0.001,0.1,0.1,0.01,0.01,0.01,0.0567362298266934,0.7595348867884998,0.3605349014424497,bew,False,True,False,False,False,True,False
2.774494498382694,9.050462170062502,4.622392355350247,0.0046,0.1,0.1,0.028,0.01,0.01,0.0533787013156374,1.952229240165831,0.9922183777849168,bew,False,False,True,False,False,True,False
2.721865158753515,9.37089779633646,5.333109509810145,0.0028,0.1,0.1,0.01,0.01,0.01,0.0684576907294745,1.192812447385235,0.7276127982468894,bew,False,True,True,False,False,True,False
2.865289092515931,7.546896764675776,3.197279258470618,0.01,0.1,0.1,0.01,0.01,0.01,0.0410125858696398,0.1606032394516013,0.1625138227352284,bew,False,True,False,False,True,True,False
2.8038611610908504,6.139611221990807,2.8107739550614275,0.0082,0.1,0.1,0.028,0.01,0.01,0.0279544995164463,0.3663004504786777,0.3848669794193052,bew,False,False,True,False,True,True,False
2.686477139638408,6.454828011975579,3.6386189665522166,0.01,0.1,0.1,0.01,0.01,0.01,0.0529398970858179,0.2843359878116762,0.5315892736695996,bew,False,True,True,False,True,True,False
2.842770134204822,4.206854993869992,4.845702762825773,0.0028,0.1,0.1,0.01,0.01,0.01,0.0897509362791804,0.2867167016772394,0.3869846837437813,bew,False,True,False,False,False,False,True
2.661095648298324,3.849685194231553,5.885212510110423,0.0028,0.1,0.1,0.01,0.01,0.01,0.0647446077198152,0.393842828833199,1.0542473018821248,bew,False,False,True,False,False,False,True
2.5945032784209534,3.775594656646722,5.606809414671586,0.0046,0.1,0.1,0.01,0.01,0.01,0.0501644270292323,0.4766953610034198,1.314705358010744,bew,False,True,True,False,False,False,True
2.6257854049018787,3.17797569949804,6.944203874278148,0.0028,0.1,0.1,0.046,0.01,0.01,0.0367188440225887,0.6103974227549624,0.9939683556448456,min,False,True,True,True,True,True,True
3.1133247768856305,6.193714046273121,11.607136319011182,0.01,0.1,0.1,0.01,0.01,0.01,0.0556379222837716,0.3077547630862734,0.2993309938158809,min,True,False,False,False,False,False,False
3.3460182757797425,7.008075981771609,11.854626611725086,0.001,0.1,0.1,0.01,0.01,0.01,0.0914767381708271,0.1824547906064025,0.1769676488342756,min,False,True,False,False,False,False,False
3.377731947186738,6.891105914251836,11.081616032513816,0.0082,0.1,0.1,0.028,0.01,0.01,0.0744194675429853,0.220880893613427,0.343773694222987,min,False,False,True,False,False,False,False
3.127289415562111,6.138011187965822,10.54137139872697,0.01,0.1,0.1,0.01,0.01,0.01,0.0373533770037148,0.2630196097441255,0.2794343649688698,min,False,True,True,False,False,False,False
3.05793941395818,5.022552121118307,9.166111938012882,0.0028,0.1,0.1,0.046,0.01,0.01,0.0373697361834898,0.4445257451854755,0.6663580310890568,min,False,True,False,True,False,False,False
3.0034666624071087,4.69326297310301,8.877524723407202,0.01,0.1,0.1,0.01,0.01,0.01,0.0424588492422079,0.3092110065138904,0.4690506703998038,min,False,False,True,True,False,False,False
2.9404811776619195,4.912025130228956,9.094827731246502,0.01,0.1,0.1,0.01,0.01,0.01,0.0217228749409012,0.3053769734069496,0.4356508163204702,min,False,True,True,True,False,False,False
3.039556910890936,4.442695913297978,6.247692000145594,0.0046,0.1,0.1,0.028,0.01,0.01,0.0660019252425683,0.647541360581144,1.1756618609403215,min,False,True,False,False,True,False,False
2.946674701935017,4.297160029362535,6.722153334052169,0.01,0.1,0.1,0.01,0.01,0.01,0.0580805804592592,0.2769039673221997,0.3267577106597626,min,False,False,True,False,True,False,False
2.939302143204963,4.516728226515749,7.306610340570335,0.01,0.1,0.1,0.01,0.01,0.01,0.0502684701266436,0.2505494384084885,0.3187981202958501,min,False,True,True,False,True,False,False
3.021263657006802,8.155163530298866,12.002996977593972,0.0082,0.1,0.1,0.01,0.01,0.01,0.0517264314461233,0.1651562734900818,0.2548416528434861,min,False,True,False,False,False,True,False
2.939797506159302,7.783451784078201,11.532930410969064,0.0082,0.1,0.1,0.028,0.01,0.01,0.0360496919237635,0.3418676516053635,0.3431542125508934,min,False,False,True,False,False,True,False
2.805700385773883,7.072870031796413,11.007462664832143,0.01,0.1,0.1,0.01,0.01,0.01,0.0266632349903212,0.3053498300723997,0.3563140576755961,min,False,True,True,False,False,True,False
2.816069361882984,5.37490958920405,7.190567868267253,0.0082,0.1,0.1,0.01,0.01,0.01,0.0427466292075683,0.5053981581431183,0.948683789634808,min,False,True,False,False,True,True,False
2.798694618588042,5.095463574698502,7.426499362595649,0.01,0.1,0.1,0.01,0.01,0.01,0.039619504175624,0.333446884090193,0.3531431285887845,min,False,False,True,False,True,True,False
2.7397029849273973,5.394887119647096,8.18724505863108,0.0082,0.1,0.1,0.028,0.01,0.01,0.0521145644995803,0.2765864527621439,0.4537033453389297,min,False,True,True,False,True,True,False
3.0408348906503813,3.00456479209359,8.923912844972438,0.0064,0.1,0.1,0.01,0.01,0.01,0.0500944514833118,0.4397912751859268,0.2084605321654963,min,False,True,False,False,False,False,True
2.943280430622874,3.35533552512656,7.716716982089485,0.001,0.1,0.1,0.01,0.01,0.01,0.0455268320458613,0.021772503890148,0.2369665623214662,min,False,False,True,False,False,False,True
2.916363538513989,2.146908774797498,7.145187403820721,0.001,0.1,0.1,0.01,0.01,0.01,0.033411940596276,0.1841258360933861,0.3154513913944551,min,False,True,True,False,False,False,True
2.382744075120435,2.7770750988293003,3.264935246992936,0.0082,0.1,0.1,0.028,0.01,0.01,0.084374576336188,0.1131143482788014,0.0743641486912581,jav,False,True,True,True,True,True,True
2.844180350200418,4.607239622639453,4.08522544173405,0.0082,0.1,0.1,0.01,0.01,0.01,0.0999556425943901,0.0651178376032259,0.072120376451226,jav,True,False,False,False,False,False,False
3.0057292833440417,3.5488752190447066,7.825659372778785,0.001,0.1,0.1,0.01,0.01,0.01,0.0512902041491489,0.3182115009990555,0.5574321975703607,jav,False,True,False,False,False,False,False
2.9333353636953814,5.238461521988841,3.906758354694048,0.0082,0.1,0.1,0.01,0.01,0.01,0.0938829269938338,0.054712684998198,0.2010829804861863,jav,False,False,True,False,False,False,False
2.798431541928511,4.2575216651582295,4.586313837513584,0.0082,0.1,0.1,0.01,0.01,0.01,0.0629552399356149,0.0768376476267729,0.7760938196870739,jav,False,True,True,False,False,False,False
