cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_comet_mean_importance,small100_noft_comet_mean_importance,small100_ft_comet_mean_importance,m2m100_noft_comet_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.03361535334941608,0.031825133269695625,111.4,3.6,23.2,35.8,45.4,24.8,1.6,3.0,32.0,47.4,27.8,54.2,78.8,39.8,77.8,65.0,82.4,50.6,57.4,46.8,44.8,87.2,56.6,43.2,95.8,63.2,45.8,110.0,74.6,46.8,88.0,85.6,60.6,14.4,191.2,54.8,227.8,151.0,0.1,25.6,0.0009209450763132403,0.001234283649778239,False,True,True,True,True,True,True
0.07590343725603829,0.0751986681421238,129.0,45.4,64.4,88.6,96.2,64.8,5.8,,,86.0,40.6,216.8,213.6,77.2,404.0,85.8,172.2,213.0,116.8,78.8,256.6,137.0,199.6,211.8,,,,,,,,,,,,,,,0.1,32.0,0.0014527160262332724,0.002458126582829636,True,False,False,False,False,False,False
