cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance
4.494500782954479,11.892673880192133,13.544587326433753,0.1580635,0.016901277,0.013102156,0.0064542317,0.0063287066,0.0062478026,0.017092884,0.021056112,0.02277571,0.008044554,0.012197756,0.016820516,0.009905491,0.017417926,0.011557649,0.012883559,0.013506872,0.008473398,0.005445671,0.011919035,0.009329261,0.006957895,0.0145159633352723,3500.0,0.0124259859964181,0.2476420659945803,0.0666820934673307,cym,False,True,True,False,True,False,False,0.008044896,0.009808423,0.011521866,0.05306544,0.010336801,0.007949552,0.008421509,0.0070868344,0.007144778,0.029368183,0.0063880123,0.004715131,,,0.42366663,
6.7512215136799,16.688446480612207,11.800484967962385,,,,,,,0.02634878,0.035424728,0.02369919,0.014759021,0.04818826,0.028041672,0.025577068,0.032267142,0.012190642,0.036741327,0.021256689,0.020809582,0.016563402,0.027010072,0.01267298,0.017065613,0.0367462855791368,3300.0,0.0233709322400074,0.4078499114861842,0.3236144375431041,cym,False,True,False,False,False,True,False,0.025182163,0.015549371,0.024252046,0.1263918,0.014866276,0.01034596,0.020298585,0.023271417,0.027282229,0.095330745,0.022800045,0.0016668265,,0.1941464,,
11.618066101009251,19.149191878207624,13.422558271855252,0.28112403,0.11544754,0.09892594,0.10597573,0.08638444,0.06091562,,,,,,,,,,,,,,,,,0.01,2000.0,0.0110584089194982,0.2344167734335864,0.1127972683307892,cym,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.25122672,,
6.623412242475261,15.884077983768908,11.24311583414196,0.14991584,0.03081499,0.013356818,0.0048398515,0.015809093,0.012876691,0.016162535,0.034229487,0.017226152,0.00873783,0.041511033,0.024619345,0.017550316,0.020415936,0.009632923,0.030594919,0.017288119,0.015684618,0.010887118,0.022391776,0.0103013115,0.013857802,0.0463009672256306,3000.0,0.0221943458996882,0.5295654847711219,0.4694579252516978,cym,False,True,True,False,False,True,False,0.020145081,0.009789014,0.01656826,0.10092597,0.010714939,0.007903194,0.012950922,0.017528292,0.016083678,0.07372489,0.01536559,0.0021401087,,0.15745552,,
4.541041406210323,12.63547263371136,13.31105142873075,,,,,,,0.019904178,0.023998342,0.01826846,0.012023295,0.018393276,0.013922515,0.010601117,0.017442187,0.0110711735,0.010369398,0.0133490935,0.0076342397,0.0076103797,0.015831556,0.011336322,0.009322217,0.0181640397207402,2900.0,0.0191785778664854,0.1832846469804666,0.3649457096622441,cym,False,True,False,False,True,True,False,0.007647267,0.012557352,0.013056414,0.0312965,0.010320766,0.009376923,0.009039638,0.006264546,0.0070756627,0.052301157,0.008021972,0.008802386,,0.057650447,0.54551125,
5.583425241388028,10.453760195932295,15.754961236238064,0.10756942,0.064659454,0.05482818,0.04039522,0.048972636,0.045115024,,,,,,,,,,,,,,,,,0.010016011109868,2000.0,0.0135709214474817,0.1934872691225213,0.3076485969341041,cym,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.111331545,0.5271285,
4.505750658710047,12.086262486872071,13.02835316813004,0.05148802,0.010465781,0.007079239,0.0036348267,0.0052911,0.006489617,0.017451884,0.022625713,0.017558485,0.009430433,0.020128453,0.01445272,0.00900321,0.014162603,0.009868401,0.009543078,0.013296872,0.008175423,0.0064108595,0.014149305,0.010550221,0.008738486,0.0128259341750479,3250.0,0.0049312120653371,0.15976794441708,0.1378888567999997,cym,False,True,True,False,True,True,False,0.006731341,0.009273597,0.012079516,0.03296624,0.010041279,0.008556364,0.007922184,0.005698764,0.0067735715,0.045212306,0.00719696,0.007034822,,0.06122314,0.48929518,
6.696371458171605,11.230656847992826,11.463795908335502,,,,,,,0.024550878,0.037231475,0.025958365,0.011113212,0.049164474,0.02746377,0.02795605,0.02559341,0.012361717,0.037803367,0.022227032,0.016227696,0.012985101,0.026050976,0.011497543,0.015389445,0.0125582524241625,2850.0,0.0165538539942368,0.6223506008790721,0.2666270918718231,cym,False,True,False,False,False,False,True,0.025263887,0.014656996,0.02264349,0.1125416,0.010577561,0.010242613,0.0193206,0.028719345,0.02976492,0.107797444,0.019389488,0.002695275,,,,0.21281223
11.47371583306293,17.10581283111608,11.989580708847692,0.26137516,0.11406233,0.10005406,0.100405455,0.08615467,0.074279934,,,,,,,,,,,,,,,,,0.0100000105055416,2000.0,0.0104918729035369,0.4020041271659082,0.2219245115221707,cym,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.26366842
6.598529058728891,10.147810117847351,11.60209735630689,0.17845914,0.01818736,0.0124769155,0.005676464,0.020989697,0.008839207,0.016119976,0.03569571,0.023541909,0.008026084,0.03618913,0.024545316,0.020132722,0.020533463,0.009862713,0.027930757,0.01789974,0.0112165045,0.010021054,0.02095513,0.009878505,0.010979211,0.0399295117855701,3350.0,0.0347798488387567,0.9732327237523772,0.3242182614074475,cym,False,True,True,False,False,False,True,0.024279725,0.010389771,0.01258794,0.090328954,0.006901721,0.008019132,0.011937526,0.020468196,0.021650653,0.07620177,0.012781322,0.0019751682,,,,0.15432139
8.218794822885753,2.4510882839444577,6.2412521668751175,0.4271326,0.073994435,0.029217606,0.02888085,0.029821005,0.016403744,0.025384258,0.035911966,0.018537425,0.026540821,0.03376911,0.018311994,0.019623403,0.021014752,0.028596928,0.064010814,0.017880727,0.014520155,0.018439459,0.011804912,0.013324276,0.026878748,0.0251988430602859,2750.0,0.0244318373006072,0.2323403917165935,0.3683668315589541,bak,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
4.221019336868751,1.8927590341563,1.0216202835400958,0.02238296,0.006270149,0.0067492374,0.006406208,0.0047969064,0.007102468,0.01994206,0.016814217,0.009936059,0.0070520467,0.012355408,0.006474963,0.0054315617,0.014877182,0.015978545,0.006762235,0.008610398,0.005845827,0.0047760354,0.0073362193,0.0045969747,0.0033996117,0.0346390879993636,3350.0,0.0309479016390825,0.1360177173656625,0.16348900210707,bak,False,True,True,True,True,True,True,0.0035348437,0.0063484698,0.0068302117,0.015883386,0.008762427,0.008497232,0.008333943,0.0027335514,0.008789321,0.018778933,0.0039456133,0.0046466254,0.12373694,0.017876405,0.50564015,0.05176468
8.328222289999283,3.0203415352939027,4.392265598186353,,,,,,,0.048614167,0.028220778,0.02773099,0.020950489,0.04218901,0.033765223,0.046301745,0.0357398,0.018915018,0.060051925,0.02504754,0.030772258,0.020010889,0.020157248,0.01259204,0.021716978,0.0245717172317823,3350.0,0.038088705609523,0.3060799924266449,0.3274775818805717,bak,False,True,False,False,False,False,False,0.015037763,0.036981642,0.046579342,0.16010535,0.023094673,0.021061406,0.0383166,0.0338021,0.05129235,0.042690508,0.03390922,0.0043529337,,,,
11.283237238681249,2.056261474272264,3.276063787394733,0.4844678,0.12293997,0.10160059,0.109178066,0.09072582,0.09108777,,,,,,,,,,,,,,,,,0.0522071806480509,2500.0,0.0102114681375265,1.130931955977599,0.4799439203724888,bak,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.14605259348304,4.2133371582512975,5.207433763827757,0.31289536,0.05013553,0.017914329,0.016594911,0.020221185,0.015838653,0.01772374,0.020947093,0.01429945,0.014168784,0.017587986,0.026583478,0.02302803,0.015619075,0.017928552,0.050133944,0.012335147,0.014483772,0.010143324,0.01048777,0.008931534,0.012919167,0.0320552440618161,3550.0,0.0484118877615483,0.4856573515506657,0.4204125807481364,bak,False,True,True,False,False,False,False,0.011072938,0.01644049,0.015688863,0.105897404,0.0112739885,0.006166701,0.017696548,0.020775989,0.018046517,0.033734005,0.02021145,0.0020742924,,,,
6.12073868857841,4.045358319261697,4.8881661089404105,,,,,,,0.040017955,0.02373736,0.0075603626,0.01434389,0.031274434,0.02132272,0.021367526,0.03755818,0.025778066,0.018148664,0.025769392,0.016029963,0.011691639,0.027851384,0.009398793,0.011005807,0.0180257922934464,3100.0,0.0204835212994141,0.1836214519845484,0.0843103440848345,bak,False,True,False,True,False,False,False,0.021630233,0.012160948,0.015564834,0.065988295,0.022534985,0.017201023,0.01849749,0.0128162,0.028690685,0.020640261,0.016936995,0.004897881,0.399584,,,
7.325120349625635,2.561831304039013,5.745528539810327,0.31184304,0.08527383,0.07129602,0.07090573,0.049169593,0.06531115,,,,,,,,,,,,,,,,,0.0100242242302358,2000.0,0.0087405085246718,0.1233339549778149,0.1072101620041306,bak,False,False,True,True,False,False,False,,,,,,,,,,,,,0.3462007,,,
5.536196871900079,5.3341590582537,4.945898679653627,0.18294999,0.028339967,0.0148450835,0.021012548,0.012009782,0.00595118,0.023512442,0.015156153,0.0044794087,0.013026831,0.0138453245,0.012873153,0.0127008315,0.036128893,0.021932587,0.016228553,0.01584813,0.011044055,0.0062617334,0.013890205,0.00661287,0.007372029,0.0234676486285738,3400.0,0.0217610667578839,0.4364688193035865,0.1389151302239475,bak,False,True,True,True,False,False,False,0.00977822,0.010271914,0.012342415,0.045668107,0.016428487,0.016583338,0.012532416,0.007772398,0.013855929,0.015417126,0.009919001,0.0033531587,0.33005574,,,
4.776591794400084,1.9402944934194124,0.6320174988840751,,,,,,,0.025148153,0.02198537,0.030962061,0.012187072,0.019165646,0.017848697,0.017840166,0.02196463,0.016802272,0.017665358,0.017181309,0.020226225,0.007904022,0.014232015,0.010654025,0.009946791,0.0116505985681691,3900.0,0.0200691236923884,0.047089187978041,0.0786888943368399,bak,False,True,False,False,True,False,False,0.011711467,0.013640376,0.01386753,0.069406345,0.015721057,0.009939621,0.010902185,0.011620438,0.015965521,0.028206075,0.009610136,0.009298639,,,0.49839678,
5.66690686883834,2.017838021792607,1.1572544618044285,0.25861222,0.067450926,0.05944885,0.045456737,0.038149394,0.046350867,,,,,,,,,,,,,,,,,0.0100250887537582,2000.0,0.0038588043516309,0.1153692871749861,0.0474223219242552,bak,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.48453093,
4.608100944402561,2.0948077897679545,0.6895015655370358,0.16098054,0.018242102,0.013736248,0.007147932,0.005832871,0.00598595,0.017652102,0.022872027,0.018213768,0.008026948,0.011774047,0.017517835,0.010510874,0.019693304,0.013654781,0.013256592,0.0127794845,0.010334613,0.0051162587,0.010196306,0.0089399,0.0081752855,0.0412842975694697,2300.0,0.0302435386690309,0.142163442098899,0.1355187641928731,bak,False,True,True,False,True,False,False,0.009344749,0.008765441,0.009768925,0.050611883,0.010962206,0.007385142,0.0095626535,0.007213904,0.008199369,0.027555496,0.0063578365,0.006459728,,,0.4171729,
6.861511837994118,0.4154395882755289,3.773577935150237,,,,,,,0.022667866,0.03491407,0.029386098,0.015073923,0.051730473,0.02483881,0.027839249,0.021701265,0.010970045,0.036119502,0.022599455,0.023416763,0.01481055,0.027897527,0.013903171,0.016862333,0.0255833501993913,3100.0,0.0275882145624504,0.1444939101672479,0.2186205621355076,bak,False,True,False,False,False,True,False,0.018768433,0.013993457,0.026668753,0.12175516,0.013725812,0.010200711,0.021780062,0.024436075,0.026290465,0.10794495,0.020942997,0.0027452009,,0.19601683,,
11.68386672110304,0.9793159873657398,2.7535192970295874,0.2806188,0.117315546,0.10380578,0.10335469,0.08454889,0.06546143,,,,,,,,,,,,,,,,,0.01,2000.0,0.0073492955212034,0.2411876933882226,0.2953568276463096,bak,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.24489486,,
6.727582425310636,0.7940990022482746,3.987635049016732,0.14995943,0.028568704,0.01227097,0.004295518,0.016380725,0.0051745526,0.015775759,0.029446736,0.02484665,0.011828657,0.042029604,0.02344858,0.020571772,0.01965285,0.010439658,0.032711804,0.01734146,0.015723394,0.010989186,0.020872232,0.01152098,0.013335874,0.0221734388662315,3150.0,0.0136569098917443,0.2028002055771136,0.1910645353282596,bak,False,True,True,False,False,True,False,0.01321465,0.0123399235,0.016034571,0.09749325,0.008833469,0.006768917,0.014952667,0.017343724,0.018192938,0.07877569,0.016175892,0.0015260661,,0.16116312,,
4.656965067220854,2.138865150788854,0.8679851644855857,,,,,,,0.019391332,0.020948133,0.019792894,0.01271558,0.015907781,0.014796471,0.010700743,0.01839064,0.012756614,0.011377829,0.011950407,0.010447036,0.006570354,0.013759841,0.011627841,0.008662117,0.0307363937485762,3300.0,0.0207873003499004,0.2017886887666078,0.1938427197686454,bak,False,True,False,False,True,True,False,0.009936863,0.012031978,0.011810294,0.024516543,0.012642188,0.009195308,0.011183654,0.0059273127,0.008042423,0.04778929,0.0073235417,0.012748736,,0.048449,0.5586072,
5.6816011646526885,1.3835408167726797,2.1354830025758256,0.109570846,0.060928054,0.05850535,0.0395425,0.04946135,0.051980715,,,,,,,,,,,,,,,,,0.0100194370880122,2000.0,0.0119984548826825,0.1349988645549183,0.1429626915793708,bak,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.11034133,0.51966983,
4.609736465094164,1.9198729625385256,0.8372278224452367,0.061469473,0.009536768,0.00966837,0.004659041,0.00527286,0.0053384127,0.017657056,0.023273781,0.017820138,0.010373874,0.018532079,0.01485624,0.0100333225,0.015361378,0.010680016,0.010960575,0.011680426,0.0090609435,0.005246228,0.012165379,0.01040512,0.00855767,0.0247908558367506,3100.0,0.0195488461968115,0.134453281260871,0.1248280447267262,bak,False,True,True,False,True,True,False,0.006056811,0.010222322,0.01137129,0.028342718,0.011749497,0.008099114,0.009046229,0.006050977,0.008429157,0.044008967,0.0071414732,0.009108412,,0.06159352,0.47617036,
6.776750579768854,0.4560513959389166,4.141379024966092,,,,,,,0.025319934,0.03206044,0.030716937,0.011766494,0.04900027,0.027120298,0.030755932,0.02282784,0.0106640365,0.036532603,0.023000395,0.01797575,0.013323577,0.026969772,0.01185155,0.015027876,0.0195915028444956,3200.0,0.0201883972794239,0.0245805964967802,0.1759300881729703,bak,False,True,False,False,False,False,True,0.028518561,0.012520872,0.023718584,0.10829641,0.009716479,0.010894844,0.018692326,0.028067192,0.031861335,0.114550516,0.01855903,0.0018433289,,,,0.2078468
11.531305374889287,3.5820266105903578,3.294701395814312,0.25865608,0.11605723,0.098669074,0.104746476,0.08643896,0.07447848,,,,,,,,,,,,,,,,,0.0100018708883738,2000.0,0.0067358749256243,0.2102424509556858,0.1548887200472871,bak,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.26095372
6.666628739019312,0.904305389769867,4.55898638846216,0.14074236,0.018500825,0.013769202,0.008008743,0.026491497,0.0057300352,0.016366009,0.027126905,0.023109218,0.00956317,0.040493235,0.02444326,0.02290897,0.018687759,0.0093456125,0.030974427,0.017931333,0.013948845,0.009708629,0.020267406,0.010307046,0.012993206,0.0357025322443276,2600.0,0.0292662780157852,0.2915220310609037,0.1495658857010042,bak,False,True,True,False,False,False,True,0.024211332,0.010828393,0.015263396,0.088928565,0.0077577084,0.009802892,0.012731425,0.020285394,0.021379847,0.08400253,0.015039295,0.001191322,,,,0.1671602
8.323438766233945,11.422911773032157,8.924379069349062,0.37394816,0.08138203,0.031949885,0.026677648,0.05576558,0.012351432,0.021332996,0.029169878,0.020132814,0.026519645,0.035061754,0.017844457,0.021748293,0.022613779,0.027798872,0.07479426,0.025367582,0.017900398,0.020128869,0.014858055,0.011982903,0.030670714,0.0212966060444982,3050.0,0.0367029913404519,0.1867380957984732,0.2250353748717647,tam,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
4.286389154063211,2.754308809363915,2.051227958827418,0.02648612,0.004833407,0.0052660247,0.0054197414,0.0055735586,0.0053272666,0.019779135,0.0135759385,0.013572318,0.008729425,0.013760075,0.006345954,0.0052512283,0.015564172,0.01514543,0.008318044,0.009585284,0.0052155307,0.0047894246,0.007723485,0.0044143847,0.0035758074,0.0230548030532515,3900.0,0.0144864030698213,0.1417752772317644,0.1132793964066271,tam,False,True,True,True,True,True,True,0.004659847,0.004870069,0.010289579,0.016101604,0.009757766,0.008652384,0.007922347,0.003682471,0.008275204,0.016627364,0.0035404526,0.0060645016,0.12015517,0.018746233,0.498109,0.05429429
8.597524133632778,10.596577457627507,6.506901277179791,,,,,,,0.038954847,0.028254893,0.027183443,0.022477344,0.04598395,0.038754355,0.04089714,0.035741977,0.019568339,0.06697812,0.02627539,0.032228623,0.015086901,0.019796576,0.011799345,0.01926094,0.0251330487095751,3250.0,0.0210143352627742,0.1106258503415267,0.0535557581145901,tam,False,True,False,False,False,False,False,0.015422362,0.04186432,0.056567967,0.15213294,0.022217968,0.01909589,0.039999016,0.03626154,0.05905392,0.034087695,0.030707587,0.003346629,,,,
11.54647310495368,8.90829366762966,10.24136542593738,0.5275272,0.123529695,0.099893756,0.08730273,0.08634102,0.0754056,,,,,,,,,,,,,,,,,0.0363278508103232,2300.0,0.0043607779186159,0.2777089766785729,0.2333351800731531,tam,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.224285803048637,8.018692440658766,5.427619268975557,0.30891445,0.04875329,0.012088882,0.015770597,0.020236988,0.009668688,0.013978824,0.029830348,0.019630482,0.014780949,0.018874994,0.025185287,0.023400776,0.020060094,0.017485252,0.049277782,0.019326586,0.015826823,0.010464238,0.009600183,0.0069715343,0.011650769,0.0254751530118858,3300.0,0.0162763480996789,0.3501304107104248,0.1483530064530663,tam,False,True,True,False,False,False,False,0.010264151,0.018075874,0.016188398,0.09851499,0.013137782,0.005986858,0.023328481,0.02108219,0.023985267,0.026563715,0.018417696,0.0026767873,,,,
6.443080736094261,4.463088558128568,3.293378352611883,,,,,,,0.036308095,0.027965486,0.0089177,0.01400557,0.03462749,0.020544874,0.01738191,0.031168591,0.031471536,0.019924935,0.022895552,0.018290875,0.010142974,0.025721174,0.009684889,0.010546426,0.0121314000321873,2850.0,0.0369522968487921,0.1035955061690332,0.0128510965145445,tam,False,True,False,True,False,False,False,0.021724474,0.015364413,0.024701878,0.06334607,0.02351151,0.016096978,0.018701294,0.012826905,0.02656282,0.018525451,0.015205629,0.004931363,0.39890313,,,
7.60640062748203,4.834611252949857,3.836532531882137,0.32110316,0.087097734,0.07473942,0.061683018,0.05530079,0.066297695,,,,,,,,,,,,,,,,,0.0100042690076128,2000.0,0.007014392603732,0.1212263082190422,0.0967579729355477,tam,False,False,True,True,False,False,False,,,,,,,,,,,,,0.33377817,,,
5.734056251016703,3.3226138862491803,3.5049200027764704,0.19081666,0.02655198,0.014478257,0.017900366,0.008455954,0.00854023,0.024207357,0.018720375,0.005453428,0.013936835,0.01577739,0.0170577,0.011677948,0.03383274,0.023068707,0.018328749,0.015921587,0.011845521,0.005583492,0.0152737275,0.0065605952,0.0075997887,0.0263567669630881,3600.0,0.020945447638596,0.0997560960947157,0.1292622449401423,tam,False,True,True,True,False,False,False,0.010884986,0.010619432,0.014354527,0.04831018,0.015253395,0.018635228,0.016194955,0.008460674,0.01310917,0.013757964,0.009662691,0.004198381,0.304969,,,
4.844190052886665,3.4117498839280342,2.686835114633526,,,,,,,0.020829879,0.021031564,0.030292306,0.012607165,0.020894185,0.021922449,0.016403297,0.024647003,0.017368816,0.017152652,0.015796417,0.01636781,0.009353737,0.015220031,0.011235289,0.009903665,0.0115986152872287,2650.0,0.0189902755606336,0.0651612061712848,0.0453989785460708,tam,False,True,False,False,True,False,False,0.009745469,0.01951108,0.020149883,0.071118675,0.01740409,0.00927194,0.013951533,0.012835081,0.014427299,0.023069136,0.008559083,0.0084520485,,,0.49047843,
5.958226163725124,4.927560105234785,3.129811928219897,0.25308603,0.07028429,0.059802078,0.044141907,0.038868446,0.045422815,,,,,,,,,,,,,,,,,0.0100018708883738,2000.0,0.0059240869390121,0.0332944124094136,0.0329851431679386,tam,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.48839435,
4.677035279682964,3.443746891504054,2.620526486704267,0.16192889,0.013212979,0.009738835,0.008410789,0.005540703,0.008407,0.017233446,0.019180285,0.021852948,0.008031772,0.01267713,0.020109346,0.010517259,0.020783378,0.013856836,0.015541772,0.015305063,0.011753912,0.0064227716,0.00967178,0.009428425,0.008530242,0.0347817586825557,3000.0,0.0338536174368598,0.0828766306114828,0.0741017762164694,tam,False,True,True,False,True,False,False,0.010519125,0.009438479,0.014410463,0.050938763,0.012567336,0.008852244,0.011375842,0.0071476907,0.0075454563,0.023011982,0.006203129,0.0063015493,,,0.40355238,
6.80587836194456,8.934217635956738,5.17052032522801,,,,,,,0.020577304,0.030886997,0.022474552,0.016394313,0.05174943,0.027636722,0.02653465,0.031295083,0.011360329,0.042391896,0.03191058,0.025840055,0.017897483,0.030849481,0.011844533,0.014865759,0.0305205249198012,3450.0,0.0194732450395985,0.277543683052928,0.1675007917767628,tam,False,True,False,False,False,True,False,0.016888816,0.0121773165,0.025619533,0.14005753,0.012148967,0.011396927,0.01941577,0.025899583,0.025088122,0.07997722,0.017851917,0.0022002445,,0.1967689,,
11.929949371233274,9.604384190498354,10.54860823938903,0.2620291,0.115820505,0.10248165,0.102505684,0.0965686,0.07396021,,,,,,,,,,,,,,,,,0.0100000105055416,2000.0,0.0109337026577031,0.0998311946814652,0.063688484344727,tam,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.2466342,,
