cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
7.258802236876368,9.93146156847404,14.720908546166564,0.03562405,0.24264789,0.06314206,0.10734327,0.030215517,0.0326947,0.019007076,,,0.029126223,0.041569717,0.035241023,0.036521275,0.026948761,0.029849524,0.030019289,0.028216202,0.047273718,0.029870395,0.033993322,0.03131303,0.027782807,0.016688194,0.024912028,,,,,,,,,,,,,,,0.0213760505993588,4250.0,0.0381322847296952,0.9352338930860938,0.5670735048690292,wol,True,False,False,False,False,False,False
6.360996909243565,6.7809495245071245,4.133571962444829,0.042779915,,,,,,,0.026586477,0.04147265,0.027014619,0.058356434,0.024687849,0.031163532,0.048021927,0.040855277,0.03732235,0.02505671,0.030393224,0.025634756,0.0457985,0.029789299,0.027067717,0.014493942,0.01918895,0.04310309,0.11096058,0.025184313,0.039699547,0.04693424,0.025712347,0.03735932,0.027230356,0.031500317,0.01663175,,,,,0.0185189003031933,4650.0,0.0500765736955774,0.2187370853148273,0.6938056000159889,wol,False,True,False,False,False,False,False
10.988222682036042,8.042272446406798,9.61982247385126,,0.20046298,0.14857067,0.18832767,0.16730389,0.15068911,0.14464568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0343204942862542,3100.0,0.0029036744683034,3.2716814275988444,2.409683386856176,wol,False,False,True,False,False,False,False
5.889014344330224,7.722119308824496,6.371010415101814,0.02251399,0.21408764,0.038816113,0.07408829,0.018640809,0.020048495,0.014376472,0.019000938,0.024694432,0.020268112,0.02957369,0.016146356,0.02185445,0.021275418,0.02479082,0.016862217,0.015209985,0.02194177,0.017171284,0.029313218,0.017341712,0.024808217,0.008745747,0.014223103,0.02104218,0.07777446,0.017849818,0.018801529,0.029153159,0.01397012,0.019303212,0.021940192,0.02027889,0.014093161,,,,,0.0249857636904814,3750.0,0.0245185486998105,0.5034447520552617,0.7340430347132558,wol,False,True,True,False,False,False,False
4.3718369998690125,7.72489290567006,5.395832648656636,0.048589207,0.12767442,0.026129887,0.06919941,0.012142675,0.01197113,0.007511107,0.009062869,0.015712239,0.025478635,0.02980801,0.013181983,0.016894659,0.013429776,0.014774571,0.012920004,0.012038009,0.01158179,0.012483113,0.013509102,0.010906066,0.020803818,0.008342736,0.009445356,0.010396322,0.0405727,0.015643079,0.03421359,0.011768596,0.0067547373,0.01635288,0.018251847,0.011984729,0.027757272,0.25271368,,,,0.0187275112935665,3750.0,0.0387688910110265,0.7983437303899408,0.4224549468410853,wol,False,True,True,True,False,False,False
3.735452236242648,5.091542169644216,5.333543479623485,0.0243061,0.101882145,0.024147658,0.05606243,0.008475676,0.011899425,0.011049451,0.023975436,0.010130754,0.019151008,0.1489686,0.012072658,0.01609458,0.012987396,0.0115252845,0.015282134,0.00798287,0.015774291,0.010950158,0.016805803,0.00773468,0.017046299,0.0066025695,0.0063026003,0.01265313,0.04040403,0.008590297,0.016682534,0.013080381,0.0064881667,0.010109041,0.018745106,0.012385932,0.0059709656,,,0.25768042,,0.0178206664495611,4350.0,0.0329292664532141,0.262364313402637,0.3929001980710934,wol,False,True,True,False,True,False,False
4.984398393121636,1.8885297565251664,1.6264919020497852,0.02034524,0.10562408,0.020140314,0.03916804,0.010783396,0.016468775,0.015203571,0.022412239,0.01309072,0.025570652,0.02085506,0.010331454,0.024226664,0.031611748,0.01687687,0.019073308,0.013913716,0.017808005,0.019200956,0.051593978,0.010238976,0.03148114,0.010867323,0.013949315,0.020801434,0.071410656,0.011199249,0.022672363,0.020143254,0.013549727,0.023714786,0.0505616,0.017635508,0.012483214,,0.15499265,,,0.0210178975760414,4350.0,0.0436679911566468,0.3199962504809474,0.358297455219926,wol,False,True,True,False,False,True,False
4.927697042635432,1.4276117602658749,2.454699326741075,0.020392176,0.09535913,0.019072365,0.042637233,0.012055202,0.013468819,0.0174506,0.01982885,0.0135339,0.028207432,0.026622932,0.010463317,0.026031837,0.03328656,0.019173212,0.017743528,0.016166365,0.019922072,0.018913003,0.04516087,0.00942184,0.033995204,0.010047773,0.0133144725,0.020055711,0.07125176,0.011896226,0.021928277,0.021468949,0.013865058,0.020788152,0.04789982,0.017422913,0.015742993,,,,0.15541145,0.0214974923230677,4250.0,0.0310043413677152,0.4203394150784957,0.8541633284695632,wol,False,True,True,False,False,False,True
2.978265062641443,1.918267455442212,4.180578063524722,0.04223708,0.014241554,0.0072369226,0.014103633,0.006019452,0.008302813,0.01413848,0.016760627,0.0057007596,0.013985455,0.078030206,0.008390759,0.011450125,0.006175662,0.0046986197,0.01299383,0.005898145,0.0044926447,0.0073424643,0.009289344,0.0038656779,0.016482374,0.0033856272,0.0030035668,0.009903501,0.006907054,0.004685889,0.014902346,0.005088603,0.0038175187,0.007810016,0.009663148,0.003965051,0.014164383,0.13289906,0.053115897,0.351947,0.06290468,0.0181023141013901,3950.0,0.0393957568215935,0.1397401872587916,0.1524684163139757,sna,False,True,True,True,True,True,True
7.298595385262975,2.536080602369149,3.770938753695038,0.034109063,0.24142213,0.061854452,0.11198006,0.033465657,0.03324712,0.021555152,,,0.028799783,0.042802185,0.034139074,0.03709015,0.025983412,0.029261474,0.028263599,0.027784089,0.046318896,0.029155457,0.03364525,0.030368453,0.026742315,0.017047446,0.024964817,,,,,,,,,,,,,,,0.0194834928223071,3750.0,0.0506320871586702,0.6107147377794572,0.4238015105895767,sna,True,False,False,False,False,False,False
6.345696982496385,3.433013734174128,5.128955049233929,0.044649035,,,,,,,0.025398698,0.040728644,0.026850516,0.057084847,0.025259232,0.031013057,0.047277384,0.040507615,0.037828647,0.025005931,0.032325223,0.02753305,0.048194103,0.03149515,0.026678314,0.014735781,0.019041438,0.044305332,0.104803935,0.023496296,0.0378005,0.046502583,0.026201561,0.037051715,0.027722564,0.033138495,0.01737036,,,,,0.0220796694853871,4100.0,0.04111433470848,0.1758669475781172,0.279226712808735,sna,False,True,False,False,False,False,False
10.974454006418975,13.75164833833097,11.84544761196785,,0.18752864,0.14657098,0.18613902,0.17099386,0.16041258,0.14835492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0380436543130613,3550.0,0.0156056411636966,1.130188668114354,0.989692548044205,sna,False,False,True,False,False,False,False
5.905524572837785,3.1488567288851628,4.835311640033293,0.022424022,0.22499537,0.038064282,0.07189821,0.017181415,0.020348333,0.0110352365,0.0193515,0.02576423,0.018533051,0.025254643,0.015947523,0.02172848,0.022957843,0.025834505,0.017846588,0.015742276,0.022060392,0.015224916,0.030155072,0.017530723,0.025018185,0.009312933,0.012757708,0.02145518,0.07601242,0.017812738,0.019501278,0.029719904,0.01324931,0.020931462,0.021319082,0.020290766,0.012740429,,,,,0.026330812468317,4400.0,0.0338737135649713,0.4287675144159451,0.3437281870577053,sna,False,True,True,False,False,False,False
4.387718323301984,4.233924563707094,4.9131853005925645,0.045579612,0.1257579,0.027071634,0.068773285,0.011628374,0.01258265,0.008730556,0.011989111,0.016049236,0.029513469,0.028893972,0.01190879,0.016437273,0.015417466,0.014076151,0.0122395065,0.013385189,0.010968057,0.012334665,0.013928157,0.010350743,0.020781334,0.008238804,0.00909921,0.010815825,0.039242826,0.01574609,0.033563368,0.01234936,0.0068078577,0.01661789,0.017737992,0.012196931,0.024361903,0.25482482,,,,0.0168915332801541,4150.0,0.0182431318607783,0.4564853880545804,0.322701188485769,sna,False,True,True,True,False,False,False
3.711355631346822,3.187655653370073,3.642240664712515,0.024890235,0.10284114,0.02356119,0.062472112,0.008013915,0.011725704,0.0119083915,0.025360402,0.010386256,0.02083469,0.15397146,0.011427181,0.015684757,0.011819593,0.010732481,0.014909799,0.00786301,0.015300927,0.010756981,0.015732983,0.00850408,0.015932346,0.0064491695,0.0059872693,0.012052494,0.04113138,0.0076153083,0.016776102,0.012770703,0.006079834,0.010143085,0.01888185,0.013116355,0.0069457153,,,0.24742107,,0.0229053114460191,4400.0,0.0356937866834603,0.4004606419804103,0.2541524049128593,sna,False,True,True,False,True,False,False
4.988442470264077,7.483409528994434,4.80796808864826,0.020654356,0.10272499,0.020475117,0.041685272,0.009917051,0.014651892,0.01574703,0.024566157,0.012783276,0.027809236,0.025916371,0.009492173,0.0223533,0.031859685,0.016520591,0.018873243,0.014225312,0.017472867,0.017584506,0.049222287,0.010213951,0.029918674,0.010496043,0.013977381,0.020253157,0.07006756,0.010725567,0.022342473,0.020462632,0.013243894,0.02173516,0.04889668,0.017808722,0.016203761,,0.15911964,,,0.0191457025328428,4100.0,0.0272587560000875,0.3182947568109732,0.1883571440052958,sna,False,True,True,False,False,True,False
4.938541775731713,6.787241326230111,4.633342240262851,0.020113641,0.09783076,0.021317396,0.04622371,0.010141009,0.012752848,0.016139809,0.023954082,0.012452173,0.0282687,0.030516397,0.009786053,0.026617283,0.032209627,0.017641902,0.017693454,0.014630687,0.02084339,0.017555397,0.047773123,0.009414474,0.032594364,0.0099006975,0.01305487,0.019984035,0.068760216,0.011296734,0.021942155,0.020206435,0.013374495,0.01958036,0.046455655,0.017038014,0.012911184,,,,0.15902483,0.0188173832484755,4350.0,0.045860826726999,0.2492678904672075,0.3825364580144574,sna,False,True,True,False,False,False,True
2.9960705820877087,0.92050430434402,3.1053019389104417,0.04452378,0.013486126,0.007344345,0.013138384,0.005725591,0.0073816613,0.012953661,0.017511867,0.0064994097,0.014941445,0.07210571,0.0071512884,0.012087433,0.0061828597,0.00454477,0.013166016,0.005789123,0.0044846204,0.007207015,0.010170835,0.0039401995,0.016861927,0.0034528512,0.0027411275,0.01029148,0.0065860427,0.0044564884,0.015318806,0.0058264933,0.0038893162,0.007852538,0.0096438825,0.0038155403,0.011965385,0.13557807,0.056052614,0.35303146,0.062299825,0.0191991228851631,4100.0,0.0171572413859525,0.1192946997949777,0.4243974709700361,jav,False,True,True,True,True,True,True
7.240707352833743,6.717438980632373,7.0167818881356565,0.035676517,0.2372824,0.06726203,0.105226,0.03652189,0.03065379,0.018831894,,,0.029127603,0.040497754,0.034872077,0.038017668,0.02812041,0.029000988,0.029250354,0.026989719,0.047898658,0.029536705,0.034842107,0.031403806,0.027106065,0.016722001,0.025159601,,,,,,,,,,,,,,,0.0223656598541484,4000.0,0.0577687585470957,0.4527038318491385,0.363820397404654,jav,True,False,False,False,False,False,False
6.352818221681924,6.567007135316667,7.431117830507605,0.043122254,,,,,,,0.028225426,0.042818546,0.024219021,0.054723464,0.023550075,0.03219485,0.048072252,0.039984133,0.03772358,0.025012348,0.031800486,0.029421503,0.044167507,0.030953845,0.026242688,0.013906402,0.019022033,0.043578375,0.10912393,0.025612816,0.03915324,0.047738336,0.02544189,0.03795234,0.02811699,0.031725306,0.01639634,,,,,0.023868193585701,4050.0,0.0215856513348389,0.2603273417077437,0.6556658649271979,jav,False,True,False,False,False,False,False
11.00401734939249,9.288584917768212,7.924172326872066,,0.17873669,0.14569701,0.18605308,0.17612307,0.16164844,0.15174171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388121646350459,3750.0,0.0220893016551591,1.556447909302612,3.323734148023385,jav,False,False,True,False,False,False,False
5.874321842799922,7.02222109048672,7.436640407537391,0.020802395,0.20531733,0.039812934,0.07368556,0.020346107,0.02233065,0.011596078,0.021500405,0.025299102,0.020344386,0.032258186,0.016376436,0.02119852,0.021442091,0.023624673,0.017054016,0.015889876,0.022457978,0.016097214,0.028118635,0.016871551,0.021653721,0.00910113,0.013708219,0.02282168,0.07612172,0.01786061,0.020538047,0.02969687,0.01357647,0.02053598,0.022867639,0.02177868,0.017315105,,,,,0.0181499639146628,4200.0,0.0392943448554598,0.6523049454699856,0.586076695985316,jav,False,True,True,False,False,False,False
4.376890222211243,5.593531413255863,2.5738463909804743,0.048604116,0.1291918,0.027641058,0.066959396,0.012701261,0.013401279,0.008428829,0.011674175,0.015777033,0.0294045,0.025530022,0.012461783,0.015417132,0.015610576,0.014443067,0.013135004,0.012697389,0.009937465,0.013345259,0.012305891,0.011404039,0.02110338,0.008060327,0.008808311,0.011934342,0.040601663,0.01569809,0.03419925,0.011708085,0.0068327794,0.016813619,0.019021321,0.012611955,0.021386445,0.25114933,,,,0.0196437166792901,4250.0,0.0342616008065431,0.2709065714095119,0.1374981453116081,jav,False,True,True,True,False,False,False
3.735100911509316,1.6537157341573656,3.190077378503207,0.023413088,0.09815637,0.023614766,0.0576875,0.00902238,0.012470772,0.010450755,0.024144564,0.009934673,0.018400844,0.14946881,0.011362592,0.016334314,0.012905272,0.01132057,0.014965169,0.008001718,0.015230797,0.011849057,0.016026303,0.008040881,0.016836582,0.0064931773,0.006215335,0.013114801,0.040326085,0.008397097,0.015922679,0.013744566,0.006315856,0.0099275755,0.018318731,0.013576667,0.007915588,,,0.26009405,,0.0169597234171535,3850.0,0.0330204403542086,0.2572866785811785,0.1797240606165175,jav,False,True,True,False,True,False,False
4.96884272611376,2.87297432147163,8.056357710372676,0.020538755,0.1031241,0.022297725,0.040807236,0.011568526,0.01643793,0.015447592,0.02128639,0.012478967,0.02667838,0.022099664,0.010316007,0.023818623,0.03262291,0.016690116,0.01821386,0.013771747,0.01820803,0.01824256,0.050105862,0.009950249,0.031596426,0.009733276,0.014003113,0.020230528,0.06962434,0.01203337,0.023294318,0.019714797,0.01368475,0.023065548,0.051362175,0.018080384,0.011708136,,0.15716365,,,0.0237112502789607,4050.0,0.0466212761441801,0.5920103608318944,1.107468167605383,jav,False,True,True,False,False,True,False
4.916489769006202,4.2695746791987785,5.82316031394727,0.019066451,0.095696606,0.020386647,0.043633487,0.012540092,0.015715074,0.017828397,0.02351605,0.012320669,0.027475616,0.030369481,0.0108256955,0.026639715,0.032000314,0.017659524,0.0162592,0.013876522,0.01982244,0.018488234,0.0439486,0.009577831,0.033324014,0.009859862,0.01330289,0.019860756,0.06639791,0.012182938,0.022456232,0.020494636,0.013151373,0.020177547,0.04917466,0.017109577,0.01631378,,,,0.15854716,0.017328659805684,4300.0,0.0360405315413844,0.2759703789583562,0.3219359870140622,jav,False,True,True,False,False,False,True
2.9999858884143267,2.255582058557383,1.3799526838804343,0.04346272,0.020553112,0.0066834153,0.0132535575,0.0061255773,0.0075935684,0.011186125,0.016482638,0.0065692365,0.01354745,0.06453438,0.007460655,0.012166409,0.0062893713,0.004805715,0.012989314,0.0059352694,0.005436598,0.007641318,0.009155689,0.0043791966,0.016643489,0.0031208494,0.002991186,0.010096804,0.007542419,0.0045123724,0.015794208,0.0054912763,0.004199115,0.008348819,0.00943426,0.004247031,0.015223138,0.13111882,0.05577911,0.35407457,0.0651312,0.0196314186525524,4050.0,0.0210921700602091,0.0550412098947622,0.0948734356072754,mya,False,True,True,True,True,True,True
7.127959704378016,7.07263451056904,10.732560451287714,0.035741605,0.23552652,0.060382772,0.10537753,0.03744615,0.037490256,0.025004085,,,0.03023852,0.04107379,0.033941068,0.035820417,0.026417281,0.02877621,0.028430646,0.027432147,0.046647698,0.02997969,0.034864165,0.030780694,0.026396051,0.016306639,0.025926119,,,,,,,,,,,,,,,0.0169404192801862,4350.0,0.0562914785583869,0.246425501774316,0.572426409452843,mya,True,False,False,False,False,False,False
6.45945988346943,5.794495194436915,4.987081579156811,0.043170296,,,,,,,0.028029755,0.039881993,0.026134033,0.060230423,0.025228113,0.031207666,0.045730922,0.039879385,0.036223777,0.025670955,0.03111663,0.02811554,0.042592775,0.0321755,0.02562955,0.01376047,0.020199154,0.044207346,0.10701849,0.024443168,0.039575957,0.04447844,0.026477505,0.039517663,0.02922521,0.032578237,0.017501038,,,,,0.016321823098108,4600.0,0.0616182613120197,0.3502167625293452,0.2640393142622002,mya,False,True,False,False,False,False,False
11.012050044136256,6.789746554274328,10.922341854228767,,0.18898574,0.14211214,0.18578461,0.17389731,0.16025974,0.1489605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327825266120808,3250.0,0.0141391421793846,0.086190803714693,0.1427889968031508,mya,False,False,True,False,False,False,False
5.954035210406678,5.929485938596393,4.464731143002837,0.021433521,0.21454,0.038704682,0.06993488,0.020559981,0.028123904,0.01256194,0.019790033,0.024439832,0.018896975,0.028811857,0.017628707,0.022532666,0.02386413,0.024759833,0.017014734,0.015387116,0.021740748,0.016716007,0.028149271,0.01779277,0.023415541,0.008318937,0.014199026,0.019633204,0.074249506,0.017656462,0.019374428,0.028368767,0.013939001,0.020935554,0.022166295,0.021546874,0.012812813,,,,,0.0251158413102684,3850.0,0.0448985778904634,0.3831213997112785,0.266126758980802,mya,False,True,True,False,False,False,False
4.420909518094302,4.601725234782217,4.470607627253864,0.046874966,0.13635075,0.025923947,0.06071619,0.0124720195,0.019306587,0.010143069,0.009619398,0.016148102,0.03319686,0.024844855,0.012603355,0.015842794,0.016796354,0.014365043,0.013049187,0.012947107,0.009920244,0.011530657,0.013406565,0.011597213,0.021943247,0.007889697,0.009315732,0.010955407,0.038005415,0.014971249,0.03507337,0.011343288,0.0069700046,0.01661965,0.018318424,0.011533907,0.018504668,0.2509007,,,,0.0209567579759418,4300.0,0.0319893515496509,0.22205302989949,0.5103645882689282,mya,False,True,True,True,False,False,False
3.763424933889417,3.142974077466787,2.2532758983514904,0.026113609,0.09903337,0.021778729,0.057563208,0.00894619,0.011626041,0.014568525,0.023216631,0.009326829,0.017666956,0.15395652,0.011986839,0.017348602,0.0138453,0.011272075,0.016940529,0.0076460876,0.013532291,0.011469463,0.017380638,0.00853095,0.016114574,0.0061689625,0.006254389,0.012670597,0.03875699,0.007770571,0.016839147,0.013409552,0.006822468,0.010630632,0.018256703,0.01291045,0.0061313296,,,0.25351426,,0.0213528182649854,3900.0,0.0267261823541639,0.1211046905137889,0.2106260360319663,mya,False,True,True,False,True,False,False
5.029335049659087,3.30540679014558,3.0769045653627125,0.020662123,0.107965685,0.019190505,0.038742,0.011191607,0.014560476,0.015760005,0.023081597,0.012240164,0.025555873,0.023411153,0.009859389,0.024250697,0.031338,0.01711,0.020596463,0.015038614,0.018780166,0.019039933,0.048771594,0.010941476,0.032086264,0.01069047,0.013813983,0.020054523,0.07122587,0.009766854,0.023105018,0.020150248,0.014039002,0.021944204,0.046262555,0.016843965,0.013032946,,0.1588966,,,0.0185189003031933,4650.0,0.0135774861335996,0.2397455785298155,0.103051363478299,mya,False,True,True,False,False,True,False
4.953752398077986,3.126066898346513,3.020887911961861,0.02119169,0.10153125,0.016918868,0.043177683,0.010874251,0.014793384,0.020741882,0.026159946,0.012776261,0.027378678,0.025775641,0.010216402,0.027061492,0.0319408,0.019875068,0.01862685,0.015342404,0.020697016,0.018421,0.047859278,0.01005182,0.034774896,0.009168604,0.0126243355,0.020697843,0.06995138,0.011268733,0.02257309,0.019414501,0.0137749715,0.020088628,0.044834334,0.015651956,0.012030888,,,,0.15173419,0.0238941783418368,4400.0,0.0444050641828418,0.2294492567983988,0.3357020220913659,mya,False,True,True,False,False,False,True
3.08103636017238,2.386450773191409,3.1787862254847594,0.043774027,0.015731843,0.0080321245,0.013539332,0.007367349,0.008284431,0.01132295,0.017474923,0.006261544,0.013290321,0.06221769,0.008659443,0.011310955,0.007415353,0.0047404896,0.014600659,0.006710713,0.005394382,0.007815023,0.008161167,0.0047489163,0.016516184,0.0036489828,0.0032375075,0.009877217,0.0072094896,0.0047032894,0.015447577,0.0064732255,0.0038949624,0.009046587,0.010356025,0.003991258,0.009335173,0.13190965,0.0526912,0.35462645,0.07018159,0.0200853805525643,4200.0,0.0156887294599062,0.0677378697586574,0.059226859686613,kor,False,True,True,True,True,True,True
7.408647764002998,7.426718093525847,9.973826391761415,0.034694184,0.23756847,0.06481247,0.110488,0.031706527,0.031580843,0.026788607,,,0.028848168,0.037037846,0.035651937,0.036736466,0.026321316,0.028608913,0.028358173,0.027380671,0.04727124,0.030744225,0.03671782,0.030780738,0.026783133,0.016570326,0.024549956,,,,,,,,,,,,,,,0.0185751402204791,3900.0,0.0415899634933225,0.1242730214340441,0.3272643262124782,kor,True,False,False,False,False,False,False
