cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.819925663437675,3.668026403160968,3.1286571622292803,0.023275027,,,,,,,0.013918745,0.025879074,0.023819992,0.013854774,0.029851336,0.034633562,0.01629149,0.009179436,0.04322934,0.0123263,0.049466994,0.046886213,0.0072717667,0.016003596,0.3326865,0.014926231,0.015107071,0.08286056,,0.038624454,0.14990756,,0.0302178525525764,1080.0,0.0882028835377427,0.1581229327215863,0.1618138261480616,bew,False,True,False,False,True,True,False
2.8248501306581866,3.25081147538592,3.0690351426100304,,0.16686627,0.03262073,0.22290674,0.073152035,0.076783106,0.06999354,,,,,,,,,,,,,,,,,,,,0.072928,0.2847496,,0.0525681205693447,940.0,0.0619137290607998,0.1662118300203666,0.187623462574024,bew,False,False,True,False,True,True,False
2.2248929853916075,3.911595722909557,3.386998368944833,0.022218551,0.057533346,0.0065779528,0.078563645,0.014347704,0.028056469,0.0048546577,0.008405259,0.01654087,0.023906153,0.015742421,0.006156592,0.0025927578,0.006140236,0.008042945,0.039289054,0.003220064,0.031132897,0.0122465,0.0023859185,0.0077105127,0.4159945,0.009580532,0.0064469287,0.031565946,,0.015087662,0.12565991,,0.0496892046477829,1140.0,0.0718086378443072,0.1021538071124937,0.2192170775351782,bew,False,True,True,False,True,True,False
3.896532091277584,5.247285361226538,3.739528827144043,0.022520125,,,,,,,0.020130163,0.027002644,0.022598814,0.029988814,0.02447906,0.02625913,0.020489596,0.019582756,0.040698342,0.016606603,0.059938323,0.059334785,0.013623568,0.033678584,0.31787744,0.021212388,0.026878674,0.08762174,,,,0.10947847,0.0378835992765669,720.0,0.0365382492895421,0.1762064567426526,0.2504291464630384,bew,False,True,False,False,False,False,True
4.016791086966997,4.054549277291728,6.782313477434691,,0.19431505,0.03020825,0.2224538,0.10552865,0.090048,0.08280229,,,,,,,,,,,,,,,,,,,,,,0.27464396,0.0172062514837817,520.0,0.0762549900716001,0.2453005923743601,0.4231378890649528,bew,False,False,True,False,False,False,True
2.1497794813258198,3.927707207311996,5.28168575910441,0.044069506,0.075993076,0.008093595,0.082696594,0.02382275,0.018734846,0.009556962,0.00807195,0.014446301,0.012582752,0.024996346,0.008097488,0.005367049,0.01981119,0.020966642,0.03708553,0.008224782,0.040134475,0.031822935,0.0031979277,0.01936281,0.28758368,0.006958343,0.01030768,0.051099323,,,,0.12691543,0.0147563136238493,1680.0,0.0994898621674363,0.3350617611592915,0.2570094689673348,bew,False,True,True,False,False,False,True
1.5972346430045703,5.7875691706488,7.530292219299305,0.008118031,0.023814391,0.007396645,0.03931924,0.007190317,0.0060925707,0.0034567434,0.007700148,0.022118634,0.009028288,0.010140183,0.02190072,0.0076421783,0.005746145,0.0039254897,0.055394094,0.01211538,0.01042884,0.005932075,0.004503376,0.0075953775,0.34819132,0.012017646,0.00541054,0.009229975,0.07148538,0.007506496,0.17732093,0.08927882,0.0452441568952342,900.0,0.0269087418954262,0.1102403198330735,0.3222993903288161,ind,False,True,True,True,True,True,True
1.5485001608404396,8.02980560033189,13.08409301695915,0.06729084,0.090023026,0.04621172,0.14998996,0.013992029,0.031112442,0.031201446,0.014948418,0.04288027,0.06333915,0.03746114,0.04636973,0.06721476,0.02006696,0.023533348,0.25436476,,,,,,,,,,,,,,0.0248210739354767,1400.0,0.0472174110334555,0.0549764754925396,0.0970673954203935,ind,True,False,False,False,False,False,False
4.724737387224567,10.09366605760084,12.572686000445424,0.025895992,,,,,,,0.017126346,0.04059943,0.03943133,0.02670518,0.04275686,0.034525946,0.01808075,0.01929279,0.11968474,0.027315617,0.065992616,0.04074865,0.016641382,0.06525187,0.27545038,0.027073229,0.036656436,0.060770474,,,,,0.0100144326526092,400.0,0.0491526642545,0.0550448615273981,0.1079104709109028,ind,False,True,False,False,False,False,False
3.930034791808415,9.42463402280254,12.130817963707484,,0.19097473,0.11696392,0.2895363,0.12676854,0.1351212,0.14063525,,,,,,,,,,,,,,,,,,,,,,,0.049457278790472,600.0,0.0294378507474183,0.8593058244648158,0.7486932220692666,ind,False,False,True,False,False,False,False
1.59647458706417,8.00623769683599,11.458956194633624,0.042330418,0.034060802,0.016036568,0.066959575,0.0069728447,0.015037912,0.010175037,0.004507259,0.022416616,0.021766711,0.017537754,0.018261628,0.029321054,0.007723217,0.007506117,0.13555083,0.016125511,0.033590846,0.01735203,0.004006345,0.016562164,0.4323883,0.005712756,0.007838213,0.010259475,,,,,0.0495893082714774,1400.0,0.0436480666360873,0.3196148189460448,0.4404017227566592,ind,False,True,True,False,False,False,False
3.278516010851296,7.197867614470991,8.484473779281931,0.017958198,,,,,,,0.017837856,0.029919922,0.023587547,0.023217982,0.02921095,0.0153257605,0.023729462,0.01554971,0.084443614,0.033322494,0.059325404,0.033720706,0.013276903,0.028253194,0.33590776,0.033354294,0.035154127,0.040211957,0.10669215,,,,0.0361780351693942,440.0,0.0318085406816626,0.1810408678719934,0.3780491701180494,ind,False,True,False,True,False,False,False
3.006341095408376,8.490211733116341,10.017675390075002,,0.115402006,0.08673845,0.25282642,0.06925554,0.10711274,0.07741897,,,,,,,,,,,,,,,,,,,0.29124588,,,,0.0158176964593953,420.0,0.0727173414401037,0.158057453624861,0.1897698888338676,ind,False,False,True,True,False,False,False
1.790680074786851,7.510366200613637,9.840776876874989,0.025111562,0.029889798,0.013928075,0.072335124,0.009420237,0.017083852,0.012604098,0.0076451437,0.041811056,0.035901025,0.009854615,0.019525943,0.016608272,0.007976961,0.004672813,0.110180415,0.015693586,0.01580736,0.015493083,0.0043170834,0.02325878,0.3779897,0.010872474,0.008423696,0.016640365,0.07695486,,,,0.0589804377160984,880.0,0.0458183844147459,0.1563882811253723,0.4116376593103542,ind,False,True,True,True,False,False,False
2.3613721952295514,6.538181086711279,7.532015484601291,0.025870541,,,,,,,0.01061906,0.037094902,0.024299327,0.019829473,0.022856303,0.011341033,0.014185478,0.012519918,0.10594259,0.023893101,0.05803857,0.0411203,0.01329199,0.03969641,0.29475164,0.027471533,0.023075262,0.043542005,,,0.15056054,,0.0228824409392117,420.0,0.0435940282530793,0.0379598730533015,0.1563081993557061,ind,False,True,False,False,True,False,False
1.978531454631201,6.655037668492275,7.734542301963046,,0.099572584,0.08664964,0.22825968,0.06446803,0.08862618,0.05650404,,,,,,,,,,,,,,,,,,,,,0.37591982,,0.0216227806682313,620.0,0.022946192090083,0.1723650922476839,0.0563231718483343,ind,False,False,True,False,True,False,False
1.7280957327742628,6.247280735511486,8.030767040953902,0.022984516,0.02540042,0.014888984,0.059183262,0.0057300585,0.011991668,0.006178944,0.0054807193,0.0363025,0.045176137,0.013324035,0.013208759,0.016834008,0.006766826,0.0038139583,0.12118258,0.013985242,0.02525812,0.012348833,0.0051015005,0.022551242,0.37006155,0.009231372,0.0076518236,0.015060969,,,0.11030195,,0.036858040871165,1480.0,0.0250198927885117,0.3700258550390851,0.7164423626417036,ind,False,True,True,False,True,False,False
3.0338422951547868,7.073229289642283,11.802279147898153,0.02883931,,,,,,,0.01685014,0.043362174,0.04051187,0.022390697,0.036280483,0.040452518,0.018308952,0.017985765,0.10693983,0.027293026,0.054134548,0.02846488,0.017845856,0.029350609,0.35602158,0.020528687,0.023560172,0.028045231,,0.042833675,,,0.0728545119775968,1740.0,0.1089366570167616,0.0329627133339678,0.3525215888153779,ind,False,True,False,False,False,True,False
3.2184343855923343,10.225945728378106,12.335436832081951,,0.14227882,0.11956079,0.22482495,0.12336402,0.1295147,0.11662022,,,,,,,,,,,,,,,,,,,,0.14383647,,,0.094514248562675,1080.0,0.0674505005685308,0.8762685464412833,0.7608962209283806,ind,False,False,True,False,False,True,False
1.5777182490728652,8.08101358246366,11.53964222233672,0.0456543,0.04146906,0.016141782,0.06915063,0.0065995483,0.014018616,0.009320006,0.004822446,0.028771883,0.02759495,0.013231209,0.02048675,0.027147125,0.009551404,0.005336567,0.15696521,0.010577967,0.030795798,0.011025414,0.002440753,0.011936016,0.39898497,0.0065043285,0.0072015696,0.014829503,,0.009442187,,,0.0363560963621179,1640.0,0.0524128874783469,0.2603647933238989,0.4981240156183663,ind,False,True,True,False,False,True,False
2.2742819516333554,5.917608066996323,7.649571414284333,0.031418078,,,,,,,0.01100676,0.024978954,0.020914458,0.018300861,0.023198389,0.015555123,0.011173743,0.011359598,0.12620176,0.019867752,0.07472809,0.027404329,0.013542551,0.04068822,0.30216202,0.019904759,0.01832127,0.024787938,,0.019470042,0.14501527,,0.0114658419323781,760.0,0.0296447429082931,0.0410067742583707,0.0437892225452032,ind,False,True,False,False,True,True,False
1.8703143592309408,5.987474310069776,7.47990251144963,,0.09917647,0.07535733,0.25389224,0.047043644,0.079209,0.05385836,,,,,,,,,,,,,,,,,,,,0.06088019,0.3305828,,0.0219537608283843,880.0,0.0387939071192596,0.1027114266233285,0.0599463744183294,ind,False,False,True,False,True,True,False
1.7728213253839715,6.137069728474152,7.964393838633084,0.021540958,0.026541317,0.016724147,0.052900493,0.004888977,0.007273468,0.0055693733,0.004973042,0.018152978,0.023545016,0.007761563,0.013218364,0.011608867,0.006853295,0.0030479871,0.123240195,0.009669115,0.023757847,0.008142671,0.0037902552,0.015155879,0.46146894,0.0057280613,0.006323996,0.01391715,,0.0062154504,0.09799059,,0.0438148873117407,1360.0,0.035633107153845,0.1517631620895972,0.6520573594648505,ind,False,True,True,False,True,True,False
1.762686181568025,6.023593026131519,9.981428077632485,0.020233424,,,,,,,0.01129537,0.035934456,0.016358998,0.017844701,0.05642108,0.020679697,0.012981931,0.007694295,0.09244187,0.01189048,0.033725105,0.02408288,0.0062697,0.01925472,0.5027805,0.012552944,0.014509921,0.018849216,,,,0.064198695,0.0751542616970377,1600.0,0.0709648096931803,0.0839720231544532,0.3698522941330117,ind,False,True,False,False,False,False,True
3.1865482852265434,9.621113644500436,12.144935996537846,,0.13889389,0.10438304,0.21374893,0.08334671,0.12913609,0.082649484,,,,,,,,,,,,,,,,,,,,,,0.24784184,0.0397859488171515,980.0,0.0536822020792364,0.3922505646167781,0.3503755388514223,ind,False,False,True,False,False,False,True
1.5351738923377798,6.4926490423544605,10.057056850752836,0.03381233,0.035657443,0.021677908,0.053330444,0.00400412,0.009792164,0.006657983,0.0059083593,0.03308071,0.028349826,0.019197803,0.030043054,0.019367773,0.010734153,0.0050090863,0.107756816,0.012617406,0.025444388,0.012566367,0.0024227148,0.03167775,0.37362498,0.01051097,0.008033952,0.017830933,,,,0.080890566,0.0235359648949366,1520.0,0.0421108705037849,0.1181231163259566,0.2560270474473984,ind,False,True,True,False,False,False,True
2.2758620757539907,3.8136323228955233,3.2211263093165514,0.008148307,0.031250723,0.006048204,0.060472526,0.012562394,0.0090191895,0.0062482394,0.008548783,0.017441493,0.020091282,0.008876471,0.009425957,0.019719083,0.0049090697,0.0064757904,0.03643665,0.008818926,0.019327125,0.012946779,0.0046907263,0.0089989025,0.20977545,0.010394066,0.007571657,0.009938304,0.08124989,0.016243648,0.20963421,0.13473615,0.0373299027188696,1140.0,0.0411921660564995,0.1562038944201073,0.15130473809144,btk,False,True,True,True,True,True,True
2.2844777537262866,6.421129240149479,8.572498498464196,0.03874492,0.13444161,0.011108857,0.16871959,0.04597905,0.049023926,0.035661403,0.014396077,0.045278993,0.13098887,0.029583748,0.021160167,0.15252939,0.027683113,0.029160118,0.065540195,,,,,,,,,,,,,,0.0182030292885366,1000.0,0.1234404588426013,0.3357374378190984,0.4187994261177284,btk,True,False,False,False,False,False,False
6.9621988379246345,5.811084314051369,8.526669461740523,0.0141838165,,,,,,,0.0133272875,0.037294712,0.08722216,0.017464375,0.043648444,0.12782183,0.02386528,0.018576179,0.052581616,0.038006663,0.06263865,0.07304962,0.017346326,0.026409805,0.24382389,0.021851663,0.022713166,0.05817454,,,,,0.0156158498563989,160.0,0.0920883445387395,0.067128450917024,0.3171894430683924,btk,False,True,False,False,False,False,False
4.877317630776611,6.554718654542958,6.392485269503313,,0.22338995,0.07734489,0.27733815,0.13878018,0.15660137,0.1265455,,,,,,,,,,,,,,,,,,,,,,,0.0438120490026375,900.0,0.0358613159783896,0.9112061813664796,1.2094887489103894,btk,False,False,True,False,False,False,False
2.2426431179724142,6.868682376480045,6.025500415176874,0.028098952,0.06789507,0.0058081215,0.09099168,0.015827078,0.016765108,0.011960814,0.0063334247,0.030499136,0.056464363,0.018310253,0.020376284,0.075721286,0.015841354,0.017041609,0.019128162,0.016010288,0.04645089,0.025870848,0.003062815,0.006893585,0.36296365,0.0063555306,0.0066701793,0.028659526,,,,,0.0389963212046344,860.0,0.1301000553678427,0.7135846420975414,0.3642663314522831,btk,False,True,True,False,False,False,False
4.2019148648776135,3.241035991948256,3.881231761285778,0.0379172,,,,,,,0.017084323,0.03377315,0.10286107,0.022540467,0.036100104,0.0900591,0.031522743,0.016642394,0.029003393,0.03236809,0.04501515,0.063370086,0.012956334,0.012941094,0.22015207,0.030658405,0.021387752,0.03402906,0.10961805,,,,0.0359939721937768,660.0,0.0764556338818026,0.0517594354013,0.1173331528856791,btk,False,True,False,True,False,False,False
3.931248212653424,4.613243600447195,4.455066670508033,,0.14074332,0.04196071,0.23297763,0.10810647,0.11853261,0.07910523,,,,,,,,,,,,,,,,,,,0.2785741,,,,0.0281009437384781,300.0,0.0428063158929282,0.2263265623518832,0.2257738603292929,btk,False,False,True,True,False,False,False
2.4651875903619818,4.813269026527516,4.287465923176855,0.016248487,0.06610567,0.007637626,0.0793406,0.019403264,0.023681026,0.008458814,0.0074433982,0.031107705,0.07351668,0.010373004,0.03277271,0.040243868,0.011382931,0.007673052,0.019341987,0.013663369,0.024158116,0.04277891,0.004214494,0.009203037,0.30225804,0.013384094,0.008124339,0.013156292,0.11432852,,,,0.0383561723932292,1060.0,0.1451858482563403,0.1753790663153603,0.174783502502176,btk,False,True,True,True,False,False,False
3.398717699614162,3.2512540414350437,4.043523220239617,0.017596383,,,,,,,0.014850827,0.040708728,0.092436045,0.014506278,0.035446845,0.07206253,0.013157763,0.0136337,0.036270548,0.019289957,0.059651226,0.07059904,0.011711638,0.012202298,0.2547924,0.025145158,0.015243843,0.028627861,,,0.15206699,,0.0153553870170418,920.0,0.1562168595409172,0.0530065288815688,0.0654301635853989,btk,False,True,False,False,True,False,False
3.084572277342523,2.942512576963829,2.790136538231432,,0.12949471,0.032302734,0.23264015,0.087553,0.10451549,0.07364835,,,,,,,,,,,,,,,,,,,,,0.3398455,,0.0188126230992146,1280.0,0.0484913163879243,0.1684773353523764,0.1522441536343231,btk,False,False,True,False,True,False,False
2.482276774880641,4.368972648910261,4.374682591791597,0.016075065,0.047670566,0.0071685836,0.065216124,0.013774539,0.018168386,0.0074406043,0.007375516,0.03062444,0.062118143,0.013420987,0.019567505,0.035782736,0.008726293,0.0062395157,0.019117689,0.011463207,0.026881631,0.055132717,0.004046809,0.0081593385,0.33904272,0.011167508,0.009007591,0.014305184,,,0.14230658,,0.0397763691432674,1400.0,0.0998408497107623,0.1227855689891666,0.1570938921461032,btk,False,True,True,False,True,False,False
3.863086490301645,11.213341501320604,6.332623309975401,0.022785762,,,,,,,0.021221742,0.04344068,0.098224625,0.022274857,0.06320883,0.08385968,0.02338426,0.021577207,0.035933472,0.029649865,0.060469948,0.045604486,0.019843144,0.022935944,0.22652623,0.03159228,0.024898624,0.041567564,,0.061000727,,,0.0954523492612303,1960.0,0.0908365146182299,0.5800704063472317,0.2962367570286115,btk,False,True,False,False,False,True,False
4.057913835883764,7.74134747224461,5.978726989727952,,0.17204876,0.08408345,0.23231773,0.13121216,0.1343482,0.08587082,,,,,,,,,,,,,,,,,,,,0.16011888,,,0.0925621956610855,1220.0,0.0826181141230052,0.4483311516321374,0.8074886903149201,btk,False,False,True,False,False,True,False
2.1234677918110045,6.865847189904985,5.343135906514985,0.032507565,0.06068026,0.005811848,0.08524563,0.013969297,0.017408345,0.007560551,0.004532206,0.026419949,0.05040579,0.0138958525,0.018969197,0.041624557,0.010690866,0.011479179,0.02385426,0.01249443,0.038664624,0.019030716,0.0022507303,0.008006334,0.44038695,0.0059889057,0.006777262,0.016406368,,0.024938311,,,0.0359664073618362,1280.0,0.0777888760329069,0.3730487160182688,0.2993471469808847,btk,False,True,True,False,False,True,False
3.016447268360657,3.330010750366795,3.3167305985464224,0.022123443,,,,,,,0.011974974,0.03884516,0.073720746,0.012405358,0.035321843,0.05677092,0.009595314,0.0116003435,0.034013867,0.016112972,0.05614084,0.044184215,0.0074790143,0.016086033,0.3105168,0.018972775,0.013354296,0.023247939,,0.038236376,0.14929673,,0.0229700263322785,1120.0,0.1214931762641745,0.1591108378576856,0.060890389879623,btk,False,True,False,False,True,True,False
2.6932550211437003,3.9010906608346176,2.805518436512811,,0.110907115,0.041198876,0.2512506,0.07137406,0.07382141,0.051293872,,,,,,,,,,,,,,,,,,,,0.090460345,0.30969366,,0.0480614731834764,1260.0,0.0293603662116168,0.0929482080334484,0.1700282536814775,btk,False,False,True,False,True,True,False
2.3038065963071874,4.5234997778774,3.875764574214816,0.0110387,0.0327766,0.0044687623,0.063675046,0.0076971077,0.0068944925,0.005410549,0.006620346,0.019938577,0.052573644,0.009467095,0.016231425,0.050646693,0.0044643246,0.0049333065,0.019761026,0.005216634,0.021841042,0.018383214,0.0023337894,0.0036582127,0.48582107,0.009505855,0.004066522,0.0069102244,,0.013248345,0.1124174,,0.0536191315581997,1320.0,0.0808843468942609,0.1811366079256823,0.2114629298055982,btk,False,True,True,False,True,True,False
2.4794448919029457,5.427164376956352,3.9391279968836246,0.015970776,,,,,,,0.011855261,0.028801676,0.066805586,0.013912052,0.03455234,0.06512716,0.010081304,0.013351843,0.049400367,0.011854788,0.049003165,0.043998633,0.0076663108,0.011463116,0.42136422,0.016979462,0.017869754,0.019262936,,,,0.09067929,0.0588443493867896,1560.0,0.1032239173921459,0.0529888008259099,0.2282341848829492,btk,False,True,False,False,False,False,True
4.020800068409588,7.8566576520578675,7.222696192162954,,0.1404958,0.062468093,0.20973906,0.10368903,0.11138471,0.074597575,,,,,,,,,,,,,,,,,,,,,,0.29762572,0.0494015368854462,1120.0,0.063484589046406,0.5620183309073458,0.5347775500472735,btk,False,False,True,False,False,False,True
2.215221166871741,5.685068124650768,4.9939192714847485,0.022705832,0.053410478,0.0046435376,0.106994055,0.019154664,0.018666793,0.0060619535,0.006926302,0.023928368,0.06750822,0.01651271,0.01130009,0.045224767,0.013753472,0.018654162,0.04003466,0.021844607,0.060332768,0.04069965,0.002750259,0.025804117,0.21575591,0.010012562,0.013498838,0.0119350795,,,,0.12188615,0.0281664218414923,920.0,0.0950613978291503,0.1558443637246024,0.7318245951624927,btk,False,True,True,False,False,False,True
2.111686431671555,3.1510786154975867,3.2287811482228923,0.0076638632,0.09327832,0.012375915,0.04532811,0.008798024,0.012232856,0.0047486415,0.006354577,0.010309807,0.019876912,0.008515157,0.018847704,0.040728413,0.005602985,0.0039446643,0.026558641,0.0049105794,0.013165313,0.00689682,0.0028749458,0.010721162,0.16015181,0.008307522,0.0063999966,0.011474661,0.0825563,0.015517486,0.22272933,0.12912942,0.0462309390187698,1600.0,0.0932224980593393,0.0745347340984388,0.2682308680493375,mad,False,True,True,True,True,True,True
2.152106817813745,5.327333870210477,11.593752478949732,0.042207308,0.25107306,0.057445116,0.1374674,0.04928239,0.038976632,0.04316944,0.011567625,0.04122474,0.0791301,0.03226358,0.022366975,0.08187258,0.019920759,0.025380109,0.06665222,,,,,,,,,,,,,,0.0312698168584264,1140.0,0.0569659143107504,0.1275769722260549,0.2003046953874487,mad,True,False,False,False,False,False,False
7.243682000854474,4.5748796519892885,11.934525464221997,0.017878037,,,,,,,0.015996974,0.03986585,0.057137497,0.018836316,0.031594645,0.060699426,0.02934413,0.020022433,0.032550063,0.029474149,0.051589847,0.13043633,0.01548103,0.08256572,0.2550039,0.04336159,0.026216596,0.041945502,,,,,0.0147376293618373,140.0,0.045690531766814,0.030056727789787,0.2275725488245149,mad,False,True,False,False,False,False,False
4.418318819430392,7.010608198704598,9.70066573662254,,0.26033908,0.12196306,0.23313192,0.13196807,0.13000672,0.12259115,,,,,,,,,,,,,,,,,,,,,,,0.0539564148450822,1140.0,0.0762680601035172,0.6776493792976958,0.7515307173819903,mad,False,False,True,False,False,False,False
