cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_comet_mean_importance,small100_noft_comet_mean_importance,small100_ft_comet_mean_importance,m2m100_noft_comet_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.0601609455417621,0.0934397795532798,0.1178064901580479,0.035387814,,,,,,,0.0345371,0.036990985,0.034839135,0.07468341,0.027451724,0.031526484,0.045876507,0.051573563,0.038369708,0.019982103,0.02069608,0.0351995,0.03412629,0.03701777,0.04395599,0.013631849,0.013628319,0.03206166,0.06149034,0.020374898,0.050599355,0.07563506,0.01446412,0.032283388,0.029582843,0.024793286,0.029240679,,,,,0.0452262649382312,4250.0,0.0008095582430882,0.0032335826140798,0.0027683640437619,bel,False,True,False,False,False,False,False
0.1180558806447343,0.1298499665818486,0.1247247890020936,,0.15063243,0.15546174,0.19480571,0.1732788,0.1661928,0.15962848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0340952744725372,3200.0,0.0001037121678339,0.0024023974916742,0.0036027119656813,bel,False,False,True,False,False,False,False
0.0552323448003605,0.1026143450130886,0.1424028935363108,0.020724336,0.05781258,0.023203978,0.076673016,0.022252858,0.020867426,0.028528994,0.02744351,0.025350397,0.027593348,0.046864606,0.026730407,0.019371036,0.04197804,0.040253706,0.021747747,0.01620138,0.014853209,0.023617242,0.0324444,0.02351242,0.04584655,0.008800027,0.010421977,0.01996011,0.050813444,0.016131526,0.03801744,0.05660113,0.010330327,0.020922324,0.024384886,0.017937008,0.041808657,,,,,0.0489023827199623,4300.0,0.0006127783613331,0.0030708261990912,0.0031524580602196,bel,False,True,True,False,False,False,False
0.0462153662679871,0.0871734291045189,0.1188997628661958,0.0536623,0.068106584,0.020759938,0.0863198,0.020549575,0.014822798,0.018156776,0.0127525,0.017816996,0.019556295,0.08354313,0.018066753,0.018530121,0.033331424,0.022481605,0.017951135,0.017998125,0.007087308,0.015205632,0.026836777,0.015286157,0.05711165,0.007436957,0.0071309684,0.018376008,0.02609024,0.017921362,0.035488382,0.022175182,0.007636388,0.014064695,0.014330126,0.009306959,0.015372032,0.13873735,,,,0.0446065203397002,4200.0,0.0003985615001476,0.0053061848648561,0.0085548681280811,bel,False,True,True,True,False,False,False
0.0310555050310362,0.0626809854661705,0.0668196614151694,0.039778344,0.01677804,0.012129338,0.04925166,0.005866903,0.008391036,0.030892681,0.02386522,0.01164701,0.023979446,0.18412983,0.013217911,0.03205376,0.01444374,0.014281052,0.012971038,0.007629202,0.007900516,0.011029614,0.016487945,0.007733348,0.030702671,0.0044833194,0.0030893362,0.01775096,0.0099788075,0.008141315,0.0275249,0.027443256,0.003628745,0.01614573,0.016595643,0.013417935,0.014508946,,,0.2621308,,0.0471840329198845,4150.0,0.0004422842104146,0.0038332236351572,0.0025314060344956,bel,False,True,True,False,True,False,False
0.042310417571328,0.0829518531301186,0.0782224809906048,0.02777567,0.018549073,0.025713086,0.03783051,0.02186374,0.011816387,0.014749822,0.033708535,0.009879905,0.03082994,0.030118769,0.008264051,0.015613521,0.05063184,0.02439471,0.029944692,0.011383464,0.007562208,0.022454847,0.046042643,0.01517237,0.043357145,0.011956312,0.007879911,0.022843715,0.049268685,0.009530544,0.038578235,0.029157376,0.008952957,0.026807394,0.060420793,0.008727112,0.02343704,,0.16478302,,,0.0505438784304114,4000.0,0.0009027297489661,0.0017908133944761,0.0014108221411753,bel,False,True,True,False,False,True,False
0.042494551041321,0.0737371821476956,0.0498955988789667,0.027080337,0.01598576,0.023507643,0.030028451,0.020826291,0.014169797,0.01725979,0.033242106,0.011278233,0.03806172,0.034925517,0.0092134755,0.015375292,0.04583068,0.031892795,0.030622417,0.014115666,0.008916849,0.02369732,0.0478213,0.0126044545,0.04501902,0.010627086,0.0075969226,0.020538002,0.05133275,0.0098044695,0.034871116,0.030458221,0.010759726,0.025822585,0.05563019,0.009338244,0.026774978,,,,0.15497081,0.0467626600019233,4250.0,0.0006519537921616,0.0017332059418665,0.0023495785445092,bel,False,True,True,False,False,False,True
0.0265238364878072,0.0476795393450662,0.0346404523726073,0.06534587,0.0068923486,0.0059885243,0.008868861,0.0037100364,0.00415878,0.004139288,0.0053055566,0.0036643012,0.0059382417,0.15362209,0.0060404474,0.030114254,0.00829726,0.00543605,0.0157114,0.0054521584,0.0035661403,0.011084157,0.015046199,0.0042119743,0.030150672,0.0024324835,0.0020305999,0.01467144,0.0048873387,0.0035510217,0.018706743,0.004055194,0.002336028,0.009674406,0.0073089637,0.003320877,0.009009325,0.073388614,0.052601956,0.31489593,0.07438446,0.0369261407782214,4300.0,0.0005660368013,0.0006025090000674,0.0014867001395339,tam,False,True,True,True,True,True,True
0.0630242531535098,0.1162598637622798,0.1143476735627907,0.04020034,0.081222974,0.044228442,0.08868192,0.058841437,0.040449478,0.044802744,,,0.04914365,0.036004193,0.045987286,0.05527834,0.036719583,0.045861155,0.029867321,0.029761758,0.035310376,0.053419925,0.0569507,0.036967658,0.05280339,0.017046465,0.020450866,,,,,,,,,,,,,,,0.0473824046004543,4300.0,0.0003567342404087,0.0019274247649684,0.0019607076202936,tam,True,False,False,False,False,False,False
0.0599511717839722,0.1048349809231915,0.0998141604792752,0.035413805,,,,,,,0.03073893,0.034190256,0.042155296,0.06981238,0.033100657,0.03389473,0.040801667,0.049132444,0.039752446,0.020878293,0.027319316,0.03193073,0.03682343,0.03637017,0.047508113,0.013431618,0.014286424,0.031106729,0.06302403,0.02354319,0.056306046,0.0645041,0.015420832,0.033645403,0.026491892,0.02409022,0.024326887,,,,,0.0467626600019233,4250.0,0.000564589553885,0.0018146090274893,0.0015245613807727,tam,False,True,False,False,False,False,False
0.1182313189817804,0.1372491316919826,0.1257753786285495,,0.15708451,0.14615044,0.18656927,0.18088016,0.16632342,0.16299218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815048427579,3700.0,0.0001567296047426,0.0052216832425171,0.0025983083664578,tam,False,False,True,False,False,False,False
0.0546333923787232,0.0986058410137941,0.0981161747065454,0.023715172,0.05211255,0.024637569,0.06612829,0.02608957,0.021267425,0.025844634,0.023157367,0.024433982,0.034276403,0.051612444,0.03015151,0.024731357,0.031923957,0.03977203,0.024919773,0.019389665,0.020812955,0.02189837,0.032425303,0.024395535,0.04858055,0.010293588,0.010629298,0.022445114,0.053367157,0.019328972,0.04309701,0.050512344,0.011117572,0.025756791,0.023418248,0.017826576,0.019930946,,,,,0.0504387777836544,4300.0,0.0003871521708449,0.0033706553335228,0.001736711455658,tam,False,True,True,False,False,False,False
0.0466071621752944,0.0704447501248549,0.0783464490194041,0.052867293,0.06442364,0.021810748,0.07844441,0.016436651,0.015530372,0.02116907,0.0133554805,0.016366031,0.032578014,0.0730403,0.019787584,0.02391905,0.029778132,0.025067478,0.01995478,0.020354433,0.008435843,0.011918256,0.023430446,0.015114834,0.06519888,0.0059283134,0.0072881705,0.019412745,0.023906805,0.01898187,0.041048586,0.021397287,0.007823488,0.015688797,0.014325788,0.008447836,0.012581365,0.13418719,,,,0.0484993118563002,4250.0,0.0005976370076269,0.0010933198257879,0.0030197542995409,tam,False,True,True,True,False,False,False
0.0311649733583557,0.0521589771011917,0.0372586601489563,0.043818463,0.014755939,0.012897981,0.0404434,0.005613055,0.009953532,0.006915117,0.015641922,0.011677612,0.02257515,0.18216564,0.015608972,0.03801603,0.014905383,0.013579806,0.022158423,0.0069649247,0.009239923,0.012958367,0.020418081,0.008698102,0.032716855,0.00455284,0.0039326567,0.02142086,0.011736793,0.009236871,0.031643804,0.025309484,0.0037542724,0.01578775,0.015710546,0.014061989,0.013527225,,,0.26760224,,0.0491099151486283,3850.0,0.0003604031561959,0.000971042226516,0.0014936501788491,tam,False,True,True,False,True,False,False
0.0408222342998221,0.0792594966993618,0.08726179071377,0.024616484,0.020635072,0.02018417,0.037649207,0.021327496,0.010611392,0.016783446,0.031542324,0.013450021,0.046110827,0.023293253,0.008139802,0.01897553,0.052823924,0.023347234,0.030653417,0.013621369,0.008147092,0.021188837,0.041995503,0.0150353685,0.05062275,0.010545658,0.0072353394,0.023568789,0.050309908,0.010070907,0.03804316,0.02512692,0.007550803,0.025217753,0.057549715,0.007941372,0.02262147,,0.16346368,,,0.0478795672577691,4200.0,0.0002650090116559,0.0010157272518649,0.0017088990124482,tam,False,True,True,False,False,True,False
0.0409029669986119,0.0772005112601962,0.0891421837064632,0.026855549,0.022437489,0.020784814,0.026271079,0.01756084,0.012677061,0.0228019,0.031487025,0.013266385,0.045013268,0.04346392,0.008850629,0.018685723,0.050192676,0.03079119,0.033461392,0.014709351,0.009732734,0.022909671,0.041917108,0.012238801,0.049958155,0.008613811,0.0071553416,0.021960441,0.052467655,0.008831202,0.035017487,0.024085283,0.0091918465,0.026320029,0.051433552,0.008331185,0.024967056,,,,0.14555836,0.052924946554009,4000.0,0.0004076430599027,0.0020802267932721,0.0017506901705071,tam,False,True,True,False,False,False,True
0.026108216365086,0.0768766812674063,0.123143112985146,0.06735112,0.009234263,0.0031250473,0.00975466,0.0051238164,0.005259528,0.002658273,0.009695187,0.003837473,0.008225131,0.13006401,0.005833599,0.027621508,0.010063041,0.0048317444,0.011697238,0.00480559,0.0035783164,0.009597677,0.014803509,0.004065591,0.026104424,0.00260406,0.0021036689,0.014692346,0.0046457457,0.0036460452,0.020644674,0.004696876,0.0024006297,0.008429314,0.008182754,0.0031904846,0.010557724,0.075806156,0.05244093,0.32933688,0.07929097,0.0389937696973842,4200.0,0.000284856698516,0.0039415193588637,0.0022775079011342,cym,False,True,True,True,True,True,True
0.0645079277816137,0.02056030611703,0.1924608032113587,0.03752955,0.10109888,0.04033909,0.1021563,0.044219986,0.0478525,0.038207043,,,0.045202177,0.033163548,0.04488132,0.05211984,0.039803404,0.04535084,0.032121908,0.032513753,0.03365984,0.050943322,0.05281601,0.036932386,0.051153637,0.017238662,0.02069598,,,,,,,,,,,,,,,0.0510585223821854,4350.0,0.0003982220017823,0.0072439846123868,0.0058601374782929,cym,True,False,False,False,False,False,False
0.0603880249020881,0.070797519507061,0.2244655011229626,0.031232625,,,,,,,0.039103746,0.038625404,0.033584453,0.07549671,0.027825797,0.030417237,0.044305656,0.049217988,0.041602045,0.019660557,0.021142054,0.037968736,0.040867485,0.037297767,0.04064699,0.013850923,0.013418953,0.032310687,0.06505774,0.022679213,0.047869325,0.06544464,0.013692981,0.03078646,0.028868774,0.02331449,0.033710577,,,,,0.0504387777836544,4300.0,0.0007288959074039,0.0031737858553028,0.0048891124685754,cym,False,True,False,False,False,False,False
0.118041439264729,0.0799539640259521,0.1440945205610906,,0.14973046,0.1540131,0.18986368,0.1682912,0.16787422,0.17022735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0338447994524474,3600.0,0.0001724121649592,0.000678284841924,0.0030231124142127,cym,False,False,True,False,False,False,False
0.0549596609822482,0.0689252933948627,0.2228269802522173,0.020734007,0.06764799,0.0238089,0.07292535,0.018484686,0.022575505,0.02535062,0.0276733,0.024602676,0.029134482,0.045669604,0.028231436,0.02030526,0.042995814,0.040875502,0.023237636,0.016961074,0.014931614,0.023269456,0.030664068,0.023114685,0.04651251,0.008881787,0.0100029465,0.022383075,0.055599093,0.015859637,0.035530247,0.049370013,0.010323547,0.019455323,0.023255548,0.017002698,0.04262991,,,,,0.0566010643357401,4050.0,0.0007459191039164,0.0050513261256626,0.0058951537231211,cym,False,True,True,False,False,False,False
0.0462249704971434,0.0410440547058366,0.1605113418771555,0.056457646,0.07310219,0.021238104,0.08969829,0.023756122,0.015491344,0.011054632,0.014744373,0.016019896,0.021866094,0.06669376,0.018035848,0.01740635,0.032622952,0.026738321,0.019143209,0.01957588,0.007174586,0.015922904,0.02556305,0.015326592,0.057717543,0.0069250474,0.0073192953,0.021472523,0.028235668,0.019866709,0.033965122,0.020925052,0.0072462014,0.013892385,0.0132137835,0.008849433,0.018200908,0.1345382,,,,0.0597644378053063,4050.0,0.0005107801190493,0.0062751832594818,0.0076304767857273,cym,False,True,True,True,False,False,False
0.0304509423007173,0.0971600074820549,0.1288357587797188,0.041744433,0.015884709,0.009537624,0.04737526,0.006858375,0.0105225835,0.004518018,0.019127745,0.013694057,0.020121206,0.19251096,0.014376065,0.03424048,0.014755306,0.014944087,0.014587452,0.0079425,0.008031553,0.0125447605,0.021527415,0.0067178993,0.0265964,0.004823317,0.003129026,0.017904095,0.014273861,0.0076885475,0.028536007,0.025817016,0.003693711,0.018678451,0.01637597,0.013388485,0.017076379,,,0.27045625,,0.0486774542585878,4350.0,0.0001526299516778,0.0039520456024687,0.0068920939510487,cym,False,True,True,False,True,False,False
0.0420566245613609,0.0893313467127077,0.0724384565004168,0.024290912,0.019579832,0.03125354,0.03166575,0.020366367,0.014691131,0.014548671,0.040047195,0.011004736,0.033112615,0.028819343,0.007933822,0.017177474,0.047819495,0.024503872,0.03148668,0.013347765,0.008039114,0.019260239,0.0377705,0.013608734,0.044227086,0.01069163,0.007965857,0.022788543,0.050262995,0.008485745,0.0366128,0.025060171,0.008518516,0.024443131,0.06094254,0.008950506,0.035060328,,0.16566235,,,0.0407550932224507,4150.0,0.0005189738258639,0.0062011393605906,0.0061175076608422,cym,False,True,True,False,False,True,False
0.0424761343004663,0.0459467693490919,0.0798319470412077,0.025781998,0.018060472,0.02107188,0.02069606,0.023119107,0.013221855,0.021385055,0.040995676,0.012530079,0.039786994,0.037166752,0.009814339,0.016292578,0.04709657,0.03233949,0.030472845,0.016844805,0.009243047,0.022781625,0.038153358,0.012352757,0.04662302,0.009040252,0.008120369,0.020312706,0.054215502,0.009654361,0.03770238,0.025606167,0.009670044,0.024248876,0.05773302,0.00974887,0.026612237,,,,0.15150483,0.0429112328846738,4200.0,0.0006692446714713,0.0028817894180248,0.004293624099414,cym,False,True,True,False,False,False,True
