cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,train_mt560,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.7159809569871114,4.345526160373619,0.020147247,0.023921007,0.0053373105,0.0056648985,0.005823543,0.0044538532,0.007505727,0.0029184674,0.0060174437,0.01375245,0.008627284,0.007984722,0.01199044,0.006516178,0.0047544795,0.01675449,0.014471342,0.0073452094,0.008576165,0.005170529,0.0047322577,0.0078401305,0.004562644,0.0030434325,0.00844536,0.010405707,0.0072867214,0.01030871,0.00788776,0.003481438,0.008122946,0.021561941,0.004013964,0.12390764,0.02067111,0.5188082,0.047187284,0.02896155178087511,4300.0,0.04306862827983821,0.17448334375792246,True,False,True,True,True,True,True,True
7.962073732006948,9.96619749362576,0.025257494,0.43174714,0.07261418,0.029152613,0.028840605,0.029678885,0.013092481,,,0.035210274,0.0187375,0.025927205,0.0338808,0.017698003,0.019617245,0.02296734,0.02775767,0.06430761,0.018085312,0.014510697,0.01875743,0.011218333,0.013385914,0.027555332,,,,,,,,,,,,,,0.019433725289744613,4100.0,0.09102837673290887,0.34678406284223373,True,True,False,False,False,False,False,False
6.85355537911339,14.102618223311723,0.052298076,,,,,,,0.014923433,0.034912225,0.036968917,0.030355703,0.02002569,0.038015794,0.03233824,0.043278933,0.039775074,0.019139968,0.05457903,0.022597376,0.031862173,0.01962112,0.02089021,0.012521173,0.020117484,0.052602537,0.16753869,0.022268623,0.020385271,0.03611119,0.03499295,0.048615675,0.041206963,0.03205748,,,,,0.020400263088581623,4050.0,0.047112005615648316,1.0640103667422314,True,False,True,False,False,False,False,False
11.190735675882175,25.44192994410181,,0.48895454,0.12255963,0.10405771,0.09811155,0.09465897,0.09165762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04598040319180331,3000.0,0.028481456594686975,7.567631670065624,True,False,False,True,False,False,False,False
6.4463033592630055,15.786131389302977,0.017764464,0.32311317,0.052792817,0.013004693,0.016465416,0.018881096,0.012585409,0.012347242,0.015862133,0.0266857,0.018559549,0.014091608,0.015649864,0.025992367,0.022729252,0.016068041,0.01628437,0.045990452,0.012633227,0.011663353,0.009249948,0.010067376,0.009023065,0.012602749,0.014592307,0.10415518,0.011680839,0.006900816,0.018938685,0.020246303,0.019145401,0.034278356,0.019954741,,,,,0.025598317582511854,3500.0,0.08951620990395637,1.181884273589577,True,False,True,True,False,False,False,False
5.327094806266702,6.099613307965446,0.042548876,,,,,,,0.020444885,0.013285589,0.021974463,0.009878717,0.013907972,0.03092962,0.019936766,0.022600925,0.037156362,0.027161885,0.016482906,0.025483739,0.017182937,0.009996796,0.028192902,0.008789226,0.011228542,0.014846328,0.06558819,0.024852954,0.01757723,0.023525875,0.0120402295,0.02732119,0.020515805,0.016279427,0.4002697,,,,0.014400746978781609,4100.0,0.06780805057972286,0.23296686995171711,True,False,True,False,True,False,False,False
6.932800615844346,9.890481513051892,,0.31326136,0.08426689,0.070499375,0.06820311,0.052930087,0.06479403,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3460452,,,,0.01000001050554163,2000.0,0.11240002262603369,0.043965362160067675,True,False,False,True,True,False,False,False
4.979207834953003,6.596795134790253,0.024667894,0.17999974,0.030299548,0.016768236,0.021196991,0.010347413,0.006090273,0.010569819,0.010371074,0.014742409,0.0052522137,0.013170901,0.011573108,0.013453295,0.011807442,0.038886935,0.020943152,0.01327716,0.015855711,0.010444517,0.0057374183,0.015322718,0.006106169,0.0069990703,0.010529073,0.04167071,0.016792089,0.017698761,0.0128895445,0.008036394,0.0133136185,0.0154763665,0.00936248,0.3403477,,,,0.01772383148072141,4000.0,0.050054619676555966,0.26193016635467004,True,False,True,True,True,False,False,False
4.285048563302763,5.079190230080727,0.026514847,,,,,,,0.011007025,0.013292129,0.024095828,0.028970445,0.012196153,0.02233139,0.0202892,0.019638306,0.02560969,0.016316094,0.016878009,0.017216332,0.021501908,0.007899258,0.015445888,0.010011189,0.011295616,0.015428404,0.07537816,0.015497124,0.009921866,0.015602851,0.010935071,0.014523755,0.031309392,0.00928792,,,0.4816061,,0.019054934396030072,4450.0,0.06988229288990709,0.22190730392606153,True,False,True,False,False,True,False,False
5.5851338043998755,6.884499782371196,,0.24903789,0.06841954,0.06157453,0.040897645,0.041991636,0.043405175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49467364,,0.01,2000.0,0.06012341128515891,0.16375585988663469,True,False,False,True,False,True,False,False
