cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,train_mt560,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
4.212225354699823,6.123986289389299,0.017639747,0.14650315,0.015843857,0.014727248,0.008547242,0.0036936826,0.006032806,0.009963663,0.009311355,0.016589679,0.01868998,0.009789926,0.011897154,0.018741462,0.009447823,0.023734596,0.013901156,0.013146976,0.014783199,0.0100963805,0.00580391,0.011578539,0.009444775,0.007990234,0.011712128,0.04289374,0.010813583,0.007815292,0.009352517,0.005506935,0.007755507,0.02957589,0.0062283706,,,0.44044748,,0.024783332046277067,3300.0,0.07779059577652665,0.9834778566404524,True,False,True,True,False,True,False,False
5.855246528652772,11.013974776780177,0.023115082,,,,,,,0.019780653,0.0154250655,0.043224357,0.02715168,0.013143739,0.050538577,0.024198135,0.027414855,0.027580047,0.010812497,0.03523345,0.02334069,0.02296708,0.017269138,0.026633346,0.015115924,0.01655433,0.0237443,0.12859645,0.013492716,0.01035514,0.023164138,0.023789525,0.024566818,0.0974156,0.02211808,,0.19325861,,,0.022124656343421818,4850.0,0.04090979000369825,0.1359699012371942,True,False,True,False,False,False,True,False
11.354910979942497,20.42967235995256,,0.27975208,0.117598034,0.103207126,0.10069319,0.08857144,0.06322429,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24695387,,,0.010001870888373876,2000.0,0.08765693504763786,0.16855392374297484,True,False,False,True,False,False,True,False
5.830034158424273,10.28231855087093,0.014571173,0.12551107,0.031450577,0.013318537,0.0051248716,0.014702839,0.006377957,0.018499035,0.011517266,0.038567107,0.017791642,0.01266516,0.04116404,0.024175553,0.018808994,0.025221169,0.009627619,0.029150844,0.0182114,0.015807396,0.011688418,0.020616636,0.012002799,0.0139111625,0.017755907,0.102501646,0.009148827,0.0076098717,0.015434982,0.017753106,0.017610839,0.08505193,0.015473023,,0.1611766,,,0.03342515142609957,3350.0,0.04181285373428301,0.6325042549383164,True,False,True,True,False,False,True,False
4.261242544246444,5.080120200231614,0.019164171,,,,,,,0.009117333,0.010605212,0.025258612,0.02084787,0.010701725,0.01872222,0.016600076,0.010277021,0.020994384,0.011920863,0.009777574,0.01241778,0.009926599,0.00785234,0.014488774,0.011004579,0.008873617,0.014725323,0.039759964,0.012938576,0.008778228,0.009266375,0.0061315433,0.010102706,0.055362552,0.008141759,,0.06798747,0.5182547,,0.03052538988337463,3900.0,0.06753707491245478,0.37207204162095747,True,False,True,False,False,True,True,False
5.55345383543379,5.686696350310934,,0.113446176,0.060607363,0.05824857,0.041231334,0.04953078,0.050330423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11029352,0.5163118,,0.01,2000.0,0.05879533857363718,0.090731246444596,True,False,False,True,False,True,True,False
4.200185180016605,5.750487592654013,0.017687447,0.071959324,0.010093464,0.010480921,0.004539814,0.006683736,0.0072574103,0.0084118135,0.008358002,0.02070066,0.017825615,0.009425157,0.020841911,0.016061602,0.010346907,0.020507425,0.011803108,0.009146794,0.013049479,0.009077919,0.006424258,0.01040217,0.008967829,0.0086759785,0.011763768,0.041386463,0.0113042295,0.0079716835,0.008982518,0.005161303,0.007416337,0.041059904,0.0076598106,,0.05965405,0.45891118,,0.05630428937349343,4800.0,0.0539385914171342,0.4591215322921296,True,False,True,True,False,True,True,False
5.738806470522093,13.484531202379705,0.026755622,,,,,,,0.029351335,0.0149213895,0.04063813,0.025790464,0.009477377,0.04207171,0.026554665,0.032382093,0.025527695,0.011745384,0.031437777,0.026864823,0.020082094,0.013304388,0.027330047,0.011830883,0.014618847,0.023458052,0.115751244,0.0128581915,0.012567634,0.022129843,0.027258357,0.032619186,0.11315366,0.018536597,,,,0.19098252,0.05491931173706223,3600.0,0.05957095583679667,2.090853380956822,True,False,True,False,False,False,False,True
11.249604501242136,14.857003983522791,,0.2578987,0.11384402,0.099058546,0.10105185,0.090563916,0.075934745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2616482,0.01,2000.0,0.08688422337658494,0.21377291739357313,True,False,False,True,False,False,False,True
5.757870361106184,12.706915045204124,0.016940517,0.12548642,0.020338852,0.016524604,0.008624369,0.023389358,0.007913755,0.020967467,0.010254363,0.039407935,0.016317464,0.008918988,0.036548667,0.026620934,0.021553624,0.024698252,0.010754669,0.029342432,0.01866364,0.013641261,0.009225832,0.02232692,0.010348858,0.012959562,0.0176993,0.088431604,0.00778599,0.009092337,0.014501239,0.021514777,0.022553671,0.08977754,0.011241639,,,,0.16563317,0.025540593047551928,3250.0,0.020902974851907122,0.7755372861656876,True,False,True,True,False,False,False,True
2.4446551277157016,12.659777566184008,0.0044525145,0.02469046,0.0061874976,0.013559787,0.019974818,0.010056183,0.00932546,0.0,0.0,0.0,0.0,0.0,0.016889997,0.015896648,0.020359933,0.0,0.0,0.0,0.010377594,0.013509998,0.0006995308,0.006634923,0.005925688,0.029362485,0.011687331,0.011086461,0.006009641,0.0068969303,0.0147899045,0.046090662,0.0112212505,0.0055984086,0.015706487,0.11382135,0.015268957,0.41333088,0.12058818,0.05565971927642166,3800.0,0.042945700779823556,0.34400551855755473,False,False,True,True,True,True,True,True
2.394885844488452,27.367314083751218,0.039117604,0.08231276,0.016983636,0.17202833,0.026454419,0.17944245,0.036127787,,,0.0,0.0,0.0,0.010906702,0.032796945,0.108502984,0.0,0.0,0.0,0.026092151,0.05428453,0.0863805,0.018936122,0.027049039,0.082584,,,,,,,,,,,,,,0.051116531073741,3200.0,0.09762133351195604,1.000960915143979,False,True,False,False,False,False,False,False
6.692008172596799,15.83858314950723,0.02538978,,,,,,,0.0,0.0,0.0,0.0,0.0,0.026059294,0.027953546,0.05889483,0.0,0.0,0.0,0.023797011,0.034146357,0.03094151,0.025752112,0.025246453,0.030633086,0.04043322,0.055074066,0.05152605,0.021721989,0.032725748,0.39815888,0.03574204,0.027739305,0.028064707,,,,,0.07902115429715872,2450.0,0.0552259028297127,1.201993969422153,False,False,True,False,False,False,False,False
4.552381580672376,25.791911840084605,,0.1513171,0.12372146,0.249257,0.122170016,0.2271434,0.12639104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08604796976468412,4100.0,0.05275044750892317,0.983813146423151,False,False,False,True,False,False,False,False
2.3606450148436116,22.723598401473875,0.02299871,0.06836219,0.007273046,0.04127796,0.007542613,0.02547505,0.008857104,0.0,0.0,0.0,0.0,0.0,0.0026183645,0.0074614636,0.023186717,0.0,0.0,0.0,0.012472141,0.0030163873,0.01638273,0.008964708,0.006419535,0.044936724,0.008168189,0.026528072,0.013512097,0.0016365036,0.0058337324,0.61697847,0.0060145897,0.009320719,0.0047623045,,,,,0.02801742769763223,3350.0,0.08083125112154366,0.1555336763591222,False,False,True,True,False,False,False,False
4.104599908722998,13.431858605683164,0.052668363,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0197816,0.029779945,0.04646433,0.0,0.0,0.0,0.020586254,0.01714835,0.031542007,0.030157829,0.016416144,0.030529808,0.020768452,0.03225466,0.06650877,0.0074506784,0.008152045,0.37778065,0.047635064,0.03783694,0.024343114,0.082195,,,,0.010448231172724651,2000.0,0.041425246587317846,0.16178956966900954,False,False,True,False,True,False,False,False
4.0816778809093375,17.67746410365873,,0.09957973,0.045220938,0.26269278,0.11541299,0.21315356,0.06443815,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19950187,,,,0.01,2000.0,0.04488250389956454,0.28868855943229516,False,False,False,True,True,False,False,False
2.5860610697589115,18.01905722249386,0.018545788,0.060546853,0.007843836,0.06374307,0.045459032,0.041651852,0.008321122,0.0,0.0,0.0,0.0,0.0,0.009741673,0.02391977,0.017838135,0.0,0.0,0.0,0.008917796,0.02883153,0.01673461,0.01074648,0.005523852,0.028043032,0.012837792,0.019930905,0.010000457,0.0028378223,0.0061405124,0.2876026,0.014716509,0.019039601,0.024394812,0.20609057,,,,0.02091896901450762,4400.0,0.05139300009267121,0.3089997777836359,False,False,True,True,True,False,False,False
3.3641769729051383,11.739309993646,0.012514834,,,,,,,0.0,0.0,0.0,0.0,0.0,0.01454276,0.021514433,0.058973957,0.0,0.0,0.0,0.010632202,0.015833873,0.009105543,0.010113666,0.010968551,0.05873089,0.016954487,0.056475352,0.05362945,0.006015817,0.013544303,0.44832402,0.013221514,0.012276577,0.03447733,,,0.122150436,,0.011070102482574316,2000.0,0.11385286720279532,0.23470319592566916,False,False,True,False,False,True,False,False
3.0278620751104333,15.634543687788764,,0.098612115,0.04802832,0.23296371,0.06578437,0.22760089,0.059153736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2678569,,0.010229831524744059,2000.0,0.07513447273276068,0.1655418689151542,False,False,False,True,False,True,False,False
2.6442393552457664,15.695056823517087,0.011396915,0.028941656,0.01385991,0.027551442,0.008010725,0.013111328,0.0053970693,0.0,0.0,0.0,0.0,0.0,0.008837426,0.011159549,0.010503771,0.0,0.0,0.0,0.009703053,0.017863814,0.004919637,0.0036998435,0.004546735,0.04255692,0.008552691,0.01844858,0.007817619,0.004266186,0.007908267,0.4796331,0.008136485,0.008966513,0.008056292,,,0.22615448,,0.054151375393012145,2550.0,0.08352515936712111,0.27191272558420754,False,False,True,True,False,True,False,False
3.5020701103333494,20.61482596387203,0.025890356,,,,,,,0.0,0.0,0.0,0.0,0.0,0.008891171,0.05523901,0.069847144,0.0,0.0,0.0,0.008721297,0.06822569,0.016114969,0.015027398,0.0052483883,0.06956093,0.009624629,0.045839764,0.051278196,0.0037423857,0.008135945,0.43666044,0.015970755,0.017453197,0.030370751,,0.038157605,,,0.07345494876211034,3500.0,0.09748288838328355,1.5649506727810354,False,False,True,False,False,False,True,False
3.9560514305226135,26.289591916750094,,0.1428301,0.07348578,0.2634803,0.104157664,0.22339705,0.07825489,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11439421,,,0.04802306835583656,3450.0,0.11547495524798818,1.7523085338844318,False,False,False,True,False,False,True,False
2.28815933357411,22.264952778931292,0.018170062,0.06723327,0.0075833024,0.050431788,0.010893965,0.028444331,0.009521022,0.0,0.0,0.0,0.0,0.0,0.0042970097,0.0104897665,0.017024707,0.0,0.0,0.0,0.014140856,0.005107741,0.010539526,0.008295287,0.006900762,0.03617011,0.007073597,0.027312528,0.013721092,0.0015868262,0.0062562614,0.60580796,0.0063561155,0.008945274,0.0038109024,,0.013885943,,,0.026767975005836043,3250.0,0.07718292147915738,0.2552376525296181,False,False,True,True,False,False,True,False
2.9323313915434333,16.092278893840433,0.014611808,,,,,,,0.0,0.0,0.0,0.0,0.0,0.009408243,0.02693057,0.01281515,0.0,0.0,0.0,0.0066860467,0.028034603,0.0017386822,0.0051948605,0.0045939446,0.03266687,0.008329484,0.036080077,0.010090248,0.003056727,0.00826242,0.6195508,0.009908627,0.013746825,0.009010947,,0.022027204,0.11725582,,0.04754495299238124,4100.0,0.07078763109763958,0.16937386606910473,False,False,True,False,False,True,True,False
2.722519354367641,17.52536289093714,,0.056790162,0.055425454,0.2651655,0.055792876,0.24395308,0.036838703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06107568,0.22495851,,0.040304323609513894,2500.0,0.07747537576052309,0.6223822547842796,False,False,False,True,False,True,True,False
2.612837275021772,16.867947559125977,0.011549479,0.028082356,0.008103173,0.033383515,0.0068028374,0.017740784,0.0033901944,0.0,0.0,0.0,0.0,0.0,0.007661725,0.009053627,0.010970168,0.0,0.0,0.0,0.008541071,0.00041857408,0.0011637103,0.0029108406,0.003578578,0.028967092,0.008007498,0.016027682,0.009699802,0.0036567189,0.006853749,0.5771146,0.0064265607,0.0056659086,0.004754138,,0.0118637625,0.16761185,,0.06617744420925091,2650.0,0.0477160433124164,0.4831321668351575,False,False,True,True,False,True,True,False
2.678710071929221,16.05252219064511,0.009626877,,,,,,,0.0,0.0,0.0,0.0,0.0,0.004303758,0.028291643,0.06301075,0.0,0.0,0.0,0.015487403,0.01806443,0.030078325,0.009345847,0.0065941154,0.05151254,0.0072758347,0.010128652,0.066896126,0.0016074714,0.039141025,0.53849566,0.018580887,0.018474579,0.016394433,,,,0.046689685,0.0955190285986872,3250.0,0.10170216419210856,0.5293944060878671,False,False,True,False,False,False,False,True
3.9527622775876514,18.272914831415708,,0.13475843,0.054254048,0.18715343,0.08985069,0.17876182,0.081944175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27327737,0.03494409159041571,3000.0,0.11903747056732802,0.7742731409926406,False,False,False,True,False,False,False,True
2.411847872106784,16.122282776956702,0.0258074,0.066292085,0.010807219,0.036415547,0.032243866,0.0170619,0.015064758,0.0,0.0,0.0,0.0,0.0,0.008183857,0.007950621,0.010212335,0.0,0.0,0.0,0.037745856,0.009405939,0.0101258755,0.015118942,0.011104865,0.051889688,0.018096928,0.035109423,0.01191557,0.002610596,0.03070173,0.29134807,0.013417554,0.01196955,0.013714236,,,,0.20568559,0.027055808890730493,3500.0,0.08385919722265835,0.15146555008405577,False,False,True,True,False,False,False,True
