source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target
mya,eng,MT560_OPUS100,26053,neulab_tedtalksv1,2.0,0.3,17.9,0.4,1.0,0.2,19.8,0.5,124.2,3.9,0.5276,0.1074,0.6,0.1,11.0,0.3,0.4,0.1,12.7,0.4,136.1,6.6,0.4173,0.132,2.6,0.4,19.5,0.5,1.4,0.2,21.1,0.6,128.0,4.6,0.526,0.1133,1.8,0.2,16.1,0.6,0.8,0.1,17.5,0.6,170.8,8.4,0.4828,0.1318,6.5,0.5,29.8,0.7,5.4,0.5,31.6,0.7,97.4,2.7,0.6566,0.119,6.6,0.5,30.5,0.7,5.6,0.5,32.3,0.7,97.2,3.0,0.6726,0.1231,0.0,0.0,9.1,0.2,0.0,0.0,10.0,0.2,240.5,9.0,0.3224,0.0703,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,1505.0,66.0,36.0,36.0,29.182435803938127,102.60080240722166,77.68172757475084,0.3529411764705882,0.3529411764705882,0.5,8.680898078364835e-05,0.0003519302396058,0.0003079265424126,0.5675131588695892,0.5156466755071194,0.0204213328471794,0.0388868421348038,0.0632902169044026,0.0484288828425167,0.0032291442281951,0.0078392692783523,0.0040139803423202,0.5647073090076447,0.5631508231163025,0.2702376842498779,1.0
mya,eng,MT560_OPUS100,26053,bible,3.0,0.4,21.7,0.4,2.2,0.3,23.1,0.4,103.1,2.7,0.532,0.0963,2.5,0.3,18.3,0.5,1.7,0.3,19.4,0.5,124.5,5.7,0.4791,0.1173,3.5,0.4,23.2,0.5,2.6,0.4,24.6,0.5,101.4,3.7,0.5449,0.095,3.7,0.4,23.2,0.5,2.6,0.4,24.5,0.5,112.8,4.2,0.5454,0.1057,24.0,1.0,46.0,0.9,19.2,0.9,47.3,0.9,64.2,1.3,0.8008,0.0798,23.6,0.9,45.7,0.9,18.9,0.9,47.1,0.9,64.9,1.3,0.8007,0.0802,0.0,0.0,12.1,0.2,0.0,0.0,13.0,0.3,250.5,11.2,0.2973,0.0567,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,1000.0,66.0,36.0,26.0,29.182435803938127,102.60080240722166,106.333,0.3529411764705882,0.2826086956521739,0.4193548387096774,8.680898078364835e-05,0.0003519302396058,0.0002445148730873,0.5675131588695892,0.4159922865572977,0.1929844280927535,0.0388868421348038,0.1150069939433144,0.1005451096265605,0.0032291442281951,0.0281404885769846,0.0409243393468922,0.5647073090076447,0.7711083292961121,0.6386286020278931,1.0
tam,eng,MT560_WikiMatrix,212172,MT560_wiki_titles,0.5,0.2,6.8,0.5,0.0,0.0,8.0,0.5,138.1,3.2,0.4443,0.118,0.4,0.2,7.2,0.4,0.0,0.0,8.5,0.5,174.7,4.3,0.4484,0.116,0.7,0.2,6.2,0.7,0.3,0.3,6.9,0.7,147.8,2.7,0.4218,0.1484,2.6,0.5,15.5,1.0,1.4,0.5,17.4,0.9,154.4,4.8,0.5224,0.1531,38.6,1.9,60.6,1.5,28.5,2.9,64.2,1.5,59.2,2.5,0.8357,0.166,23.0,1.4,51.6,1.4,9.9,1.3,55.9,1.4,121.7,5.7,0.7707,0.1878,0.3,0.2,5.0,0.4,0.0,0.0,5.8,0.4,118.5,1.8,0.4635,0.1122,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,2000.0,5170.0,36.0,38.0,53.776893275267234,102.60080240722166,14.6,0.0069150979638878,0.0072964669738863,0.4864864864864865,0.0004531132517571,0.0003519302396058,0.0013013698630136,0.0826612631495643,0.4248670155503404,0.5322715018714425,0.133808021949873,0.195131841320878,0.1389511974179176,0.0049636489716603,0.0789357453266219,0.0843541676968753,0.2555053234100342,0.2766073346138,0.5277271270751953,1.0
tam,eng,MT560_WikiMatrix,212172,flores,7.3,0.6,27.1,0.9,5.3,0.6,28.7,0.9,97.9,3.4,0.558,0.166,9.7,0.8,32.0,1.0,7.8,0.7,33.6,1.0,101.3,3.7,0.5957,0.1912,13.3,0.9,37.5,0.9,9.9,0.8,39.4,0.9,90.2,3.8,0.6626,0.1659,16.5,0.9,41.4,0.8,12.4,0.8,43.3,0.8,78.7,2.7,0.7064,0.1278,38.8,1.1,59.4,0.9,30.4,1.2,61.4,0.9,51.5,1.2,0.8731,0.052,38.0,1.1,59.1,0.9,29.8,1.1,61.1,0.8,52.2,1.3,0.8737,0.0493,2.8,0.4,17.8,0.4,1.6,0.3,18.9,0.4,106.9,2.8,0.4427,0.0979,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,1012.0,5170.0,36.0,39.0,53.776893275267234,102.60080240722166,106.64229249011858,0.0069150979638878,0.0074870416586676,0.48,0.0004531132517571,0.0003519302396058,0.0003613721020737,0.0826612631495643,0.0644494347407627,0.0006826625776725,0.133808021949873,0.1354129636486038,0.0109810161095522,0.0049636489716603,0.0046400870986111,0.003912699935678,0.2555053234100342,0.2539955377578735,0.0265035033226013,1.0
tam,eng,MT560_WikiMatrix,212172,MT560_WikiMatrix,8.1,1.1,20.6,0.9,5.7,1.0,21.3,0.9,99.6,2.8,0.563,0.1661,7.4,1.1,20.7,0.8,5.0,1.0,21.6,0.8,105.4,2.5,0.5585,0.1611,8.4,1.2,21.3,0.9,5.9,1.0,22.1,0.9,104.0,3.4,0.5672,0.1698,7.5,1.1,20.9,0.9,5.1,0.9,21.9,0.9,107.1,3.6,0.5639,0.1579,9.0,1.2,22.3,1.0,6.5,1.0,23.4,1.0,95.4,1.6,0.5991,0.1569,9.0,1.2,22.3,1.0,6.5,1.0,23.5,1.0,100.0,2.1,0.5878,0.1506,6.8,1.0,18.8,0.7,4.7,0.9,19.4,0.8,96.0,1.7,0.5397,0.1612,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,2000.0,5170.0,36.0,1680.0,53.776893275267234,102.60080240722166,67.792,0.0069150979638878,0.1932846715328467,0.0209790209790209,0.0004531132517571,0.0003519302396058,0.0123908425772952,0.0826612631495643,0.9282004534684768,0.9440018065608802,0.133808021949873,0.0905354163694586,0.1849226854487257,0.0049636489716603,0.0030805481189494,0.0319027361422354,0.2555053234100342,0.0149460434913635,0.2839796543121338,1.0
tam,eng,MT560_WikiMatrix,212172,pmindia,2.4,0.4,17.9,0.8,1.7,0.3,19.2,0.8,126.8,6.0,0.4931,0.1566,2.8,0.4,19.4,0.8,2.2,0.4,20.7,0.8,134.5,5.1,0.4987,0.1668,4.4,0.5,24.2,1.0,3.2,0.4,26.0,1.1,133.9,6.4,0.5449,0.1849,8.0,0.7,30.9,1.0,6.0,0.7,32.9,1.1,109.1,5.2,0.6382,0.1741,30.4,1.4,52.9,1.1,24.3,1.3,55.3,1.0,61.1,1.6,0.8645,0.0728,31.6,1.4,53.8,1.1,25.2,1.4,56.1,1.1,60.5,1.6,0.865,0.0729,1.3,0.3,14.9,0.4,0.8,0.3,15.9,0.4,113.9,3.3,0.4395,0.0984,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,1000.0,5170.0,36.0,62.0,53.776893275267234,102.60080240722166,89.67,0.0069150979638878,0.0118501529051987,0.3673469387755102,0.0004531132517571,0.0003519302396058,0.0006914241106278,0.0826612631495643,0.118795126472138,0.2410875796752592,0.133808021949873,0.150679236031323,0.0453407436865556,0.0049636489716603,0.0072123269486985,0.0420156079140107,0.2555053234100342,0.4194011688232422,0.3696776628494262,1.0
tam,eng,MT560_WikiMatrix,212172,neulab_tedtalksv1,0.4,0.2,7.8,0.6,0.5,0.3,8.2,0.6,135.2,5.7,0.3619,0.1242,0.6,0.2,12.5,0.5,0.4,0.2,13.8,0.6,134.7,5.7,0.4119,0.1178,0.2,0.1,6.6,0.5,0.2,0.1,7.0,0.6,188.3,11.2,0.3345,0.1356,0.7,0.2,12.1,0.6,0.5,0.1,13.0,0.6,246.0,16.8,0.4237,0.1293,4.2,0.5,26.0,0.8,3.2,0.5,27.7,0.8,111.5,4.8,0.6009,0.1306,5.8,0.6,28.3,0.8,4.5,0.6,30.1,0.8,96.3,2.2,0.6299,0.1148,0.4,0.2,7.3,0.5,0.1,0.2,7.8,0.6,122.1,5.1,0.3568,0.1096,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,833.0,5170.0,36.0,36.0,53.776893275267234,102.60080240722166,65.3217286914766,0.0069150979638878,0.0069150979638878,0.5,0.0004531132517571,0.0003519302396058,0.0006616066013636,0.0826612631495643,0.0993081184617082,0.2190869211988661,0.133808021949873,0.1570113429979472,0.0530632152899353,0.0049636489716603,0.0100762765867091,0.0071351365650189,0.2555053234100342,0.2570580244064331,0.2782497406005859,1.0
tam,eng,MT560_WikiMatrix,212172,newsdev2020,3.6,0.3,20.5,0.6,2.6,0.3,22.0,0.6,113.2,3.2,0.5062,0.1595,4.1,0.4,22.2,0.7,3.2,0.3,24.0,0.7,125.3,3.1,0.5173,0.1809,7.1,0.5,28.9,0.8,4.9,0.4,30.9,0.8,118.0,4.6,0.5757,0.1808,9.6,0.6,33.4,0.7,7.1,0.5,35.5,0.7,101.5,3.3,0.638,0.162,30.3,0.8,52.6,0.6,22.9,0.8,55.1,0.6,61.0,1.0,0.8489,0.0725,30.7,0.8,52.9,0.6,23.1,0.8,55.5,0.6,60.4,0.9,0.8521,0.0683,1.7,0.2,15.6,0.3,1.0,0.2,16.8,0.3,110.8,1.9,0.4409,0.1029,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,1989.0,5170.0,36.0,36.0,53.776893275267234,102.60080240722166,103.23177476118651,0.0069150979638878,0.0069150979638878,0.5,0.0004531132517571,0.0003519302396058,0.0001753292293306,0.0826612631495643,2.510185849764773,1.014559962319687,0.133808021949873,0.137283960869777,0.022070059618736,0.0049636489716603,0.0047391999575048,0.0010874797624712,0.2555053234100342,0.1903041005134582,0.1948017477989196,1.0
tam,eng,MT560_WikiMatrix,212172,MT560_JoshuaIndianCorpus,1.8,0.3,16.2,0.5,1.4,0.3,17.6,0.6,118.2,3.9,0.5202,0.1689,1.9,0.3,17.6,0.6,1.3,0.2,19.1,0.6,141.8,4.5,0.523,0.1637,2.5,0.3,19.7,0.7,1.7,0.3,21.5,0.8,127.7,4.1,0.5517,0.2053,3.7,0.4,23.4,0.7,2.4,0.3,25.3,0.8,128.8,5.0,0.576,0.1685,8.7,0.7,32.2,0.7,4.9,0.5,35.2,0.8,98.3,3.0,0.7324,0.1765,8.3,0.6,32.0,0.7,4.8,0.5,35.1,0.7,103.0,2.6,0.6907,0.1704,1.4,0.3,14.1,0.4,0.9,0.3,15.2,0.4,113.1,2.7,0.5121,0.1672,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,2803.0,5170.0,36.0,41.0,53.776893275267234,102.60080240722166,40.18266143417767,0.0069150979638878,0.0078679715985415,0.4675324675324675,0.0004531132517571,0.0003519302396058,0.0003640173307763,0.0826612631495643,0.0599061654164134,0.0011025529973459,0.133808021949873,0.1100619960746625,0.0857249380987022,0.0049636489716603,0.0110428744987902,0.0108540822248784,0.2555053234100342,0.1468588709831237,0.4031835794448852,1.0
tam,eng,MT560_WikiMatrix,212172,bible,2.2,0.3,18.0,0.5,1.5,0.3,19.1,0.5,104.4,3.0,0.4491,0.1023,9.7,0.7,29.6,0.7,7.7,0.6,30.5,0.7,88.6,2.2,0.6073,0.1519,4.2,0.4,22.0,0.7,3.2,0.4,23.1,0.7,125.1,5.5,0.5027,0.1508,10.9,0.7,31.7,0.7,8.4,0.6,32.6,0.7,85.2,2.8,0.6391,0.133,22.2,1.0,42.0,0.8,16.4,0.9,42.8,0.8,67.1,1.2,0.7691,0.089,21.7,1.0,41.9,0.8,15.9,0.9,42.7,0.8,67.4,1.2,0.7662,0.0857,1.5,0.2,16.4,0.3,0.8,0.2,17.7,0.3,100.5,2.1,0.4188,0.072,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,1000.0,5170.0,36.0,26.0,53.776893275267234,102.60080240722166,103.805,0.0069150979638878,0.0050038491147036,0.4193548387096774,0.0004531132517571,0.0003519302396058,0.0002504696305572,0.0826612631495643,0.6545694390498036,0.1640910067565654,0.133808021949873,0.1794889286964334,0.0964195333187102,0.0049636489716603,0.0201974486855492,0.0561067185571594,0.2555053234100342,0.3481535315513611,0.5447432100772858,1.0
tam,eng,MT560_WikiMatrix,212172,MT560_OPUS100,4.1,0.8,17.3,0.7,2.5,0.6,18.3,0.7,115.3,3.3,0.5318,0.1573,9.9,1.1,27.9,1.1,8.1,1.0,28.9,1.1,103.5,4.8,0.5878,0.1703,9.5,1.1,26.6,1.1,8.2,1.0,27.3,1.1,93.6,3.2,0.5911,0.1927,13.0,1.2,32.1,1.1,9.9,1.1,33.1,1.2,92.0,3.0,0.6404,0.1628,26.9,1.5,45.9,1.2,22.9,1.5,47.1,1.2,66.7,2.0,0.7539,0.1687,26.4,1.5,46.1,1.2,22.4,1.4,47.3,1.2,70.0,2.2,0.7422,0.1659,2.9,0.9,14.6,0.6,1.4,0.7,15.5,0.6,114.3,3.1,0.5165,0.1467,1.0,0.4,0.71,0.5014,0.5687,0.6,997.0,1955.0,5170.0,36.0,35.0,53.776893275267234,102.60080240722166,29.35140664961637,0.0069150979638878,0.0067243035542747,0.4929577464788732,0.0004531132517571,0.0003519302396058,0.0006099473702554,0.0826612631495643,0.0661144467548257,0.1789420284181056,0.133808021949873,0.1556539854724615,0.0502354846448817,0.0049636489716603,0.0077619587220776,0.0042690915873108,0.2555053234100342,0.1826193332672119,0.4150329232215881,1.0
kan,eng,MT560_OPUS100,15327,flores,3.8,0.5,22.5,0.9,2.6,0.4,24.2,0.9,156.8,8.0,0.4792,0.1514,1.0,0.2,13.2,0.6,0.7,0.1,14.5,0.7,199.0,7.3,0.3571,0.1153,12.5,0.7,35.5,0.7,9.2,0.7,37.3,0.7,80.7,1.8,0.647,0.121,5.6,0.6,24.6,1.2,4.3,0.5,26.3,1.2,136.9,8.2,0.5082,0.2101,38.8,1.1,59.6,0.8,30.1,1.1,61.7,0.8,51.6,1.2,0.8805,0.0474,39.0,1.1,59.6,0.8,30.0,1.1,61.7,0.8,52.1,1.3,0.8806,0.0468,0.0,0.0,9.5,0.2,0.0,0.0,10.6,0.3,112.4,3.7,0.3237,0.0817,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,1012.0,36.0,36.0,39.0,22.691785737587264,102.60080240722166,106.64229249011858,0.5,0.48,0.48,0.0001035086559113,0.0003519302396058,0.0003613721020737,0.4982708512914005,0.5091788089377284,0.0006826625776725,0.0513991361426871,0.0531997372329346,0.010981016109552,0.0057903029632403,0.0068771404345943,0.003912699935678,0.5479869842529297,0.5503843128681183,0.0265035033226013,1.0
kan,eng,MT560_OPUS100,15327,MT560_OPUS100,18.0,3.5,36.0,3.0,11.1,3.1,37.8,2.9,90.6,11.2,0.7254,0.1834,2.2,0.8,10.9,2.0,1.1,1.0,11.9,2.0,156.9,9.7,0.4973,0.1342,15.6,2.6,34.6,2.3,10.6,2.3,36.9,2.4,84.8,4.2,0.7106,0.1964,2.7,0.9,13.3,2.1,1.3,0.7,14.6,2.2,147.2,8.6,0.5146,0.1736,28.5,3.6,51.5,3.1,26.3,3.8,53.6,3.1,64.3,4.4,0.7983,0.202,16.4,2.9,43.2,3.1,15.3,3.1,46.0,3.1,100.2,7.5,0.7267,0.1928,11.8,3.1,29.8,2.6,8.2,3.2,30.7,2.6,91.6,15.0,0.7427,0.2198,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,918.0,36.0,36.0,35.0,22.691785737587264,102.60080240722166,15.241830065359476,0.5,0.4929577464788732,0.4929577464788732,0.0001035086559113,0.0003519302396058,0.0025014293882218,0.4982708512914005,0.9189526816300668,0.7384108323972446,0.0513991361426869,0.0384746362883819,0.0555862731898315,0.0057903029632403,0.0027694899008393,0.0084256932867617,0.5479869842529297,0.0500032305717468,0.5428144335746765,1.0
kan,eng,MT560_OPUS100,15327,pmindia,1.1,0.3,14.8,0.7,0.7,0.2,16.5,0.7,211.4,11.4,0.4316,0.1226,0.4,0.2,9.0,0.5,0.1,0.1,9.9,0.6,185.1,7.0,0.3494,0.0791,7.9,0.7,29.1,0.7,6.4,0.6,30.9,0.8,89.0,3.3,0.6239,0.1316,2.3,0.4,15.7,1.0,2.2,0.4,17.3,1.1,150.0,9.4,0.4119,0.1942,35.3,1.4,56.7,1.1,28.3,1.4,59.2,1.1,56.6,1.7,0.8561,0.0994,36.0,1.4,57.2,1.1,28.9,1.4,59.7,1.0,56.7,1.7,0.8577,0.0976,0.0,0.0,9.9,0.3,0.0,0.0,11.0,0.3,118.1,4.5,0.3593,0.0806,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,1000.0,36.0,36.0,62.0,22.691785737587264,102.60080240722166,89.903,0.5,0.3673469387755102,0.3673469387755102,0.0001035086559113,0.0003519302396058,0.0006896321591048,0.4982708512914005,0.7223426573240962,0.2397905409930376,0.0513991361426867,0.0647945776673379,0.0396977792641546,0.0057903029632403,0.0089226313532552,0.0279552616448307,0.5479869842529297,0.5982383787631989,0.3317094445228576,1.0
kan,eng,MT560_OPUS100,15327,MT560_OPUS_Tatoeba,1.7,1.4,14.6,1.6,1.3,1.3,14.9,1.6,123.4,25.1,0.5102,0.1463,0.0,0.0,8.6,0.8,0.0,0.0,9.0,1.0,151.7,14.4,0.417,0.0942,11.7,2.9,28.9,2.8,9.2,2.8,28.3,2.7,80.1,4.9,0.6556,0.1513,1.8,0.8,13.8,2.5,2.0,1.6,13.8,2.4,138.8,13.1,0.4792,0.227,47.2,5.3,61.4,4.0,40.9,5.6,61.3,4.0,42.5,5.1,0.9042,0.0885,46.5,5.4,61.1,4.0,40.4,6.0,61.2,4.0,44.4,5.5,0.9029,0.0836,0.0,0.0,12.5,0.9,0.0,0.0,13.1,0.9,125.2,7.2,0.4393,0.0809,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,167.0,36.0,36.0,31.0,22.691785737587264,102.60080240722166,24.68263473053892,0.5,0.4626865671641791,0.4626865671641791,0.0001035086559113,0.0003519302396058,0.0075206210577389,0.4982708512914005,0.9726628042693984,0.9085990680275726,0.0513991361426869,0.1103815449724746,0.09949432339466,0.0057903029632403,0.0230864601728076,0.0196750883814538,0.5479869842529297,0.6623923182487488,0.4744035005569458,1.0
kan,eng,MT560_OPUS100,15327,bible,0.7,0.2,14.6,0.4,0.5,0.1,16.3,0.4,199.7,7.5,0.3719,0.0861,0.3,0.1,11.3,0.4,0.3,0.1,12.7,0.5,172.5,5.4,0.325,0.0728,2.9,0.3,21.4,0.5,2.0,0.3,22.8,0.5,111.5,4.8,0.4681,0.0901,1.1,0.2,13.5,0.5,0.8,0.2,14.5,0.5,186.2,9.7,0.3708,0.1016,26.0,1.0,48.5,0.8,20.8,1.0,49.7,0.8,62.2,1.4,0.7992,0.0677,24.9,0.9,47.6,0.8,19.8,0.9,49.0,0.8,64.4,1.4,0.7972,0.0664,0.0,0.0,8.8,0.3,0.0,0.0,10.1,0.3,102.7,1.2,0.3058,0.0697,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,1000.0,36.0,36.0,26.0,22.691785737587264,102.60080240722166,106.373,0.5,0.4193548387096774,0.4193548387096774,0.0001035086559113,0.0003519302396058,0.0002444229268705,0.4982708512914005,0.3323732590892114,0.1934604225618504,0.0513991361426869,0.1271530641409412,0.1004950779764226,0.0057903029632403,0.0319018860848601,0.0409112845872029,0.5479869842529297,0.7996773421764374,0.638806939125061,1.0
kan,eng,MT560_OPUS100,15327,OPUS_bible,0.8,0.2,14.7,0.4,0.6,0.2,16.3,0.4,204.7,8.0,0.3823,0.0906,0.4,0.1,11.2,0.4,0.3,0.1,12.5,0.5,177.0,5.7,0.3321,0.0752,3.5,0.4,22.0,0.5,2.5,0.3,23.2,0.5,112.7,4.8,0.4829,0.0937,1.2,0.2,13.5,0.5,0.8,0.2,14.5,0.5,191.0,10.0,0.3781,0.1035,38.7,1.1,58.3,0.9,31.7,1.1,59.3,0.8,53.0,1.4,0.8397,0.059,37.0,1.1,57.0,0.8,29.8,1.1,58.0,0.8,55.6,1.5,0.8364,0.0591,0.0,0.0,9.1,0.3,0.0,0.0,10.2,0.3,102.6,1.3,0.3138,0.0731,1.0,0.4,0.64,0.4738,0.3498,0.5,997.0,1000.0,36.0,36.0,26.0,22.691785737587264,102.60080240722166,103.022,0.5,0.4193548387096774,0.4193548387096774,0.0001035086559113,0.0003519302396058,0.0002523732794937,0.4982708512914005,0.3479335151349456,0.1556168113342242,0.0513991361426869,0.1190016031650939,0.096536856657947,0.0057903029632403,0.0243514967787945,0.0436947619255182,0.5479869842529297,0.8036526292562485,0.6049506068229675,1.0
eng,hau,OPUS_Tanzil,17056,MT560_OPUS100,70.6,1.4,78.3,1.0,66.1,1.6,78.9,1.0,30.8,1.6,0.8681,0.1146,3.6,0.3,20.9,0.5,3.1,0.3,21.7,0.5,96.8,1.2,0.5702,0.1583,55.1,1.2,66.6,1.0,47.4,1.3,67.8,1.0,44.1,1.5,0.8426,0.1114,12.9,0.7,32.8,0.7,9.1,0.5,34.2,0.7,91.5,2.0,0.6939,0.1524,47.1,0.9,62.7,0.7,37.4,1.0,64.2,0.8,47.9,1.1,0.8401,0.1007,45.2,1.0,61.2,0.8,36.0,1.0,62.7,0.8,49.5,1.2,0.8348,0.1047,63.2,1.8,70.0,1.5,60.1,2.0,70.8,1.4,40.9,2.1,0.8289,0.1421,1.0,0.2,0.45,0.5337,0.427,0.5,500.0,1997.0,31.0,25.0,32.0,74.88942307692308,50.058,73.31747621432149,0.4464285714285714,0.4761904761904761,0.4385964912280701,2.426967840327437e-05,0.0009988413440409,0.0002185568418536,0.951994722142048,0.7902407162592147,12.746094948899753,0.0247878304605585,0.007573259161385,0.0268738848430401,0.0011370729339998,0.0001547621654791,0.0008749086369329,0.0124728083610534,0.0002138018608093,0.0114373564720153,0.0
eng,hau,OPUS_Tanzil,17056,OPUS_Tanzil,31.4,3.0,46.2,2.5,25.6,3.1,47.9,2.4,73.8,3.9,0.7477,0.1363,2.2,0.6,17.1,0.8,1.5,0.5,18.5,0.9,110.9,4.8,0.5582,0.1236,23.2,2.2,38.6,2.0,15.7,2.2,40.6,2.0,80.1,3.2,0.7273,0.125,5.2,1.0,21.9,1.2,3.3,0.8,23.5,1.2,111.6,4.8,0.6223,0.134,26.7,2.1,44.3,2.0,20.2,2.1,46.1,2.0,68.9,2.8,0.744,0.1261,26.6,2.3,44.2,2.0,20.9,2.3,45.9,2.0,69.9,3.4,0.7435,0.1262,22.9,2.8,36.6,2.5,17.7,2.9,38.3,2.5,89.5,4.5,0.7009,0.1408,1.0,0.2,0.45,0.5337,0.427,0.5,500.0,500.0,31.0,25.0,26.0,74.88942307692308,50.058,38.158,0.4464285714285714,0.4561403508771929,0.4901960784313725,2.426967840327437e-05,0.0009988413440409,0.0013627548613658,0.951994722142048,0.9646986169323408,0.0713117172872491,0.0247878304605573,0.0410818620018795,0.0312583363552269,0.0011370729339998,0.0029468636878249,0.001273202675702,0.0124728083610534,0.021614670753479,0.0054765939712524,0.0
eng,hau,OPUS_Tanzil,17056,flores,0.7,0.1,17.4,0.3,0.3,0.2,19.9,0.3,104.0,1.3,0.5368,0.0792,8.8,0.6,29.4,0.6,5.0,0.5,31.4,0.6,85.6,1.3,0.5824,0.1196,0.9,0.2,18.2,0.3,0.6,0.2,20.6,0.3,108.9,2.1,0.5282,0.0884,10.1,0.6,32.9,0.6,6.2,0.5,35.1,0.6,80.5,1.0,0.6155,0.1064,28.2,1.2,51.4,0.9,22.0,1.1,54.0,0.9,62.8,1.4,0.8064,0.0929,28.1,1.2,50.7,0.9,21.8,1.1,53.3,0.9,62.4,1.3,0.8051,0.0889,0.1,0.1,17.2,0.2,0.1,0.1,19.8,0.3,109.4,1.3,0.5072,0.0586,1.0,0.2,0.45,0.5337,0.427,0.5,500.0,1012.0,31.0,25.0,42.0,74.88942307692308,50.058,111.31719367588931,0.4464285714285714,0.4246575342465753,0.373134328358209,2.426967840327437e-05,0.0009988413440409,0.0003728262895795,0.951994722142048,0.8740445952181043,2.819398712721944,0.0247878304605585,0.0990354126909271,0.0889169276049817,0.0011370729339998,0.0080362527053261,0.0077231202123107,0.0124728083610534,0.0347612500190734,0.0410007834434509,0.0
