source_lang,target_lang,aya_score,llama3_score,smollm_135m_score,smollm_360m_score,bloomz_560m_score,train_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_test_sentence_length,train_test_word_overlap,ttr_train,ttr_test,train_test_ttr_distance,train_test_jsd,train_test_tf_idf,train_test_st_similarity,genetic,geographic,syntactic,inventory,phonological,featural,direction_indicator
ka,da,59.24680564895763,81.6072629455279,12.54203093476799,15.736381977135173,14.156018829858777,58,28,28.18612124370332,28.997310020174847,0.2906976744186046,0.0001787172415918,0.0003246828544261,0.2021074856643782,0.8184338517517833,0.9950506865063146,0.0278354948354357,1.0,0.2,0.6,0.6832,0.5687,0.7,0
ka,is,35.137861466039006,68.69535978480161,4.001344989912576,7.397444519166106,6.893073301950235,58,28,28.18612124370332,31.555480833893743,0.2906976744186046,0.0001787172415918,0.0002983611448543,0.1608039142971578,0.8187959263511513,0.9953541809322366,0.0355505068312461,1.0,0.2,0.56,0.6025,0.5687,0.6,0
ka,tl,56.15332885003362,78.58103564223269,13.04640215198386,15.232010759919302,14.72763954270343,58,26,28.18612124370332,37.04841963685272,0.2976190476190476,0.0001787172415918,0.000235973207965,0.058872991624725,0.818683152272599,0.9957299167865046,0.2597263514245501,1.0,0.4,0.58,0.5337,0.5348,0.6,1
ka,am,5.78345662407532,37.42434431741762,3.833221250840619,3.597848016139879,4.10221923335575,58,244,28.18612124370332,19.82750504371217,0.0827814569536423,0.0001787172415918,0.004137907643258,0.9154849087929214,0.8291824726981134,0.9999467652609324,0.0202910094806116,1.0,0.2,0.64,0.5268,0.4816,0.6,0
ka,tr,50.773369199731,83.01950235373235,8.742434431741762,10.020174848688637,8.103564223268325,58,27,28.18612124370332,30.232347007397443,0.2941176470588235,0.0001787172415918,0.0003002969603274,0.1639156409712357,0.8183676191529998,0.9950398013808204,0.0276239906283241,1.0,0.1,0.5,0.5608,0.4477,0.5,1
ka,hi,65.60188298587761,84.96973772696704,4.875588433086752,6.321452589105582,21.38533960995293,58,71,28.18612124370332,17.745460659045058,0.1937984496124031,0.0001787172415918,0.0013453339649455,0.7519624980426979,0.825701796668908,0.9998156025465184,0.0387968326719541,1.0,0.2,0.41,0.5088,0.4477,0.5,0
ka,ta,58.37256220578345,76.16005379959651,5.480833893745797,5.716207128446537,16.543375924680564,58,59,28.18612124370332,26.33658372562206,0.2051282051282051,0.0001787172415918,0.0007532716246409,0.5817803759258493,0.8305454642027417,0.9999886693071812,0.0206205247436426,1.0,0.2,0.6,0.6529,0.5687,0.7,1
ka,sl,55.0773369199731,77.50504371217217,6.018829858776059,8.574310692669805,7.431069266980497,58,26,28.18612124370332,30.214525891055818,0.2976190476190476,0.0001787172415918,0.0002893454116494,0.1461834669389,0.8187968327746089,0.99493935545714,0.0204470182696594,1.0,0.1,0.57,0.5574,0.5687,0.6,1
ka,ka,77.60591795561534,82.51513113651647,69.1661062542031,72.79757901815736,72.09145931405514,58,58,28.18612124370332,28.15803631472764,0.5,0.0001787172415918,0.0006926034725705,0.5505092661854529,0.0101431881583984,0.0044494326888335,0.0005062286222398,0.0,0.0,0.0,0.0,0.0,0.0,0
ka,it,44.956287827841294,85.60860793544049,13.449899125756556,14.391392064559517,16.37525218560861,58,26,28.18612124370332,32.29791526563551,0.2976190476190476,0.0001787172415918,0.0002706810752285,0.1154299076822416,0.818474798626842,0.9946585982676732,0.0245857747512722,1.0,0.1,0.55,0.6363,0.5687,0.6,0
ka,ro,54.20309347679893,79.82515131136516,13.248150638870207,14.425016812373906,12.441156691324814,58,26,28.18612124370332,31.04606590450572,0.2976190476190476,0.0001787172415918,0.0002815955637868,0.1334738317580793,0.8187114043269301,0.9951124628595528,0.0215621782868369,1.0,0.1,0.5,0.5114,0.4638,0.5,1
ka,jv,41.12306657700067,60.22192333557498,8.977807666442501,6.691324815063887,14.929388029589775,58,26,28.18612124370332,29.427370544720915,0.2976190476190476,0.0001787172415918,0.0002970851377446,0.1587471749523686,0.8185096991906018,0.9953404126244888,0.0599822483754152,1.0,0.4,0.82,0.5896,0.6373,0.7,0
ka,id,48.08338937457969,83.25487558843308,9.784801613987897,10.726294552790854,21.58708809683928,58,26,28.18612124370332,32.56691324815064,0.2976190476190476,0.0001787172415918,0.0002684452887851,0.1117235840043043,0.8186005746324966,0.995594510495306,0.0360788895647313,1.0,0.4,0.66,0.4878,0.4816,0.6,0
ka,ur,38.399462004034966,78.14391392064559,5.581708137188971,4.5057162071284464,17.047747141896437,58,69,28.18612124370332,27.99630127774041,0.1968503937007874,0.0001787172415918,0.000828719328377,0.6151975052500556,0.8290679303473546,0.9999704184422396,0.0261310706172014,1.0,0.1,0.55,0.5804,0.5687,0.6,1
ka,ru,61.3315400134499,85.84398117014122,8.23806321452589,13.483523873570949,11.83591123066577,58,58,28.18612124370332,32.23369199731002,0.2155172413793103,0.0001787172415918,0.0006050300950314,0.4964813037290623,0.8281907097889082,0.9999400578715624,0.0153704900988373,1.0,0.1,0.46,0.597,0.4054,0.5,1
ka,ko,52.15198386012106,84.73436449226631,6.590450571620712,14.391392064559517,5.144586415601883,58,90,28.18612124370332,54.65063887020848,0.1689189189189189,0.0001787172415918,0.0005537405171936,0.4586737030235023,0.830989005640957,0.99999640901775,0.0285539256343403,1.0,0.3,0.48,0.6156,0.5582,0.6,1
ka,pt,44.45191661062542,84.90248823133827,15.568258238063216,17.787491593813044,22.29320780094149,58,26,28.18612124370332,31.800941492938804,0.2976190476190476,0.0001787172415918,0.000274911182541,0.1224364202307067,0.8185626539330132,0.9948303790935789,0.0287134523578471,1.0,0.2,0.58,0.6034,0.5687,0.6,1
ka,lv,43.24142568930733,68.35911230665769,6.186953597848016,7.531943510423672,6.825823806321453,58,26,28.18612124370332,31.879959650302624,0.2976190476190476,0.0001787172415918,0.0002742297834639,0.1213085927511922,0.8192528099227514,0.9955061228691522,0.0196883000986535,1.0,0.1,0.63,0.6832,0.4477,0.7,1
ka,sv,61.90316072629455,84.364492266308,9.549428379287155,12.84465366509751,9.347679892400809,58,26,28.18612124370332,29.364492266308,0.2976190476190476,0.0001787172415918,0.000297721287072,0.1597731048594491,0.8182867571998889,0.994862641426145,0.0264084194996497,1.0,0.2,0.6,0.6393,0.5687,0.7,1
ka,fi,54.43846671149967,81.64088769334231,6.489576328177539,6.9603227975790185,5.817081371889711,58,26,28.18612124370332,32.66476126429052,0.2976190476190476,0.0001787172415918,0.0002676411549745,0.1103904092047583,0.8188563733123083,0.9952124879793344,0.0177818461239203,1.0,0.2,0.47,0.5823,0.4816,0.5,0
ka,az,57.63281775386685,78.78278412911904,6.7921990585070615,8.069939475453934,8.103564223268325,58,29,28.18612124370332,31.53227975790181,0.2873563218390804,0.0001787172415918,0.0003092442709832,0.1781548225760672,0.8187667736083517,0.9959320262155184,0.0161727754814069,1.0,1.0,0.55,0.6832,0.5687,0.6,0
ka,te,30.464021519838603,81.74176193678548,5.480833893745797,5.480833893745797,17.989240080699396,58,70,28.18612124370332,18.49966375252185,0.1875,0.0001787172415918,0.0012723108800756,0.7387975871812593,0.8282370383717882,0.999948919262234,0.02143683126376,1.0,0.2,0.62,0.6035,0.4638,0.6,1
ka,hy,28.98453261600538,81.6745124411567,4.572965702757229,4.135843981170141,4.10221923335575,58,66,28.18612124370332,36.02051109616678,0.2016129032258064,0.0001787172415918,0.0006161026837806,0.5039906120281347,0.8289723249962263,0.9999657188074946,0.0085410056695153,1.0,0.0,0.47,0.3673,0.4054,0.4,0
ka,th,63.41627437794216,81.90988567585742,4.942837928715535,5.178211163416274,5.749831876260928,58,78,28.18612124370332,26.18291862811029,0.1838235294117647,0.0001787172415918,0.0010016951764524,0.6750022457406987,0.827579403265481,0.9999165523289129,0.0206486251326974,1.0,0.3,0.68,0.5984,0.5609,0.6,1
ka,sq,41.358439811701416,69.19973100201749,9.246805648957633,11.60053799596503,10.961667787491594,58,26,28.18612124370332,30.97915265635508,0.2976190476190476,0.0001787172415918,0.0002822037945556,0.1344751831438551,0.818713602367139,0.9954343046208168,0.0233457863346242,1.0,1.0,0.55,0.6832,0.5687,0.6,1
ka,el,60.28917283120376,85.07061197041023,7.901815736381977,9.314055144586415,10.423671822461332,58,51,28.18612124370332,35.070948217888365,0.2293577981651376,0.0001787172415918,0.0004889694250294,0.4025930613308865,0.825999634828186,0.9998562820827872,0.0189269365746681,1.0,0.1,0.54,0.656,0.4477,0.6,0
