source_lang,target_lang,aya_f1,llama3_f1,smollm_135m_f1,smollm_360m_f1,bloomz_560m_f1,train_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_test_sentence_length,train_test_word_overlap,ttr_train,ttr_test,train_test_ttr_distance,train_test_jsd,train_test_tf_idf,train_test_st_similarity,genetic,geographic,syntactic,inventory,phonological,featural,directional_indicator
km-KH,te-IN,0.1411930815389999,0.29634507737899,0.3380519754912318,0.5722460658082976,0.159846547314578,72,70,17.246221990620114,18.49966375252185,0.176056338028169,0.0003625870586635,0.0012723108800756,0.5112492123612571,0.8234847075321485,0.9996034637009568,0.0286231409871592,1.0,0.1,0.91,0.5061,0.5342,0.6,1
km-KH,tl-PH,0.7899934167215201,19.60436964865662,0.3228931223764933,0.4051316677920324,0.4543241927632647,72,26,17.246221990620114,37.04841963685272,0.2653061224489796,0.0003625870586635,0.000235973207965,0.2878969348029408,0.7998985709742569,0.9849006077689202,0.2060817421629983,1.0,0.1,0.65,0.5016,0.4909,0.6,1
km-KH,zh-TW,0.66347217102838,5.06766484307515,0.7804185881518269,0.9187279151943464,0.5133846718005134,72,1552,17.246221990620114,14.335238735709485,0.0166256157635468,0.0003625870586635,0.0364037248141111,0.980178877448678,0.815163271562741,0.9911370262985776,0.0290347901946673,1.0,1.0,0.68,0.6372,0.6667,0.7,1
km-KH,ru-RU,1.99252801992528,11.55531215772179,0.2167630057803468,0.8756841282251758,0.3651452282157676,72,58,17.246221990620114,32.23369199731002,0.2076923076923077,0.0003625870586635,0.0006050300950314,0.1605703942868928,0.8226461265827196,0.9992227481226964,0.0294704449278433,1.0,0.3,0.69,0.6494,0.5662,0.7,1
km-KH,ur-PK,0.4920913884007,1.93852118526723,0.1971220185294697,0.5728727885425442,0.7662835249042146,72,69,17.246221990620114,27.99630127774041,0.1914893617021276,0.0003625870586635,0.000828719328377,0.3163759068461964,0.8259759582692926,0.99985658167567,0.0327453799937031,1.0,0.2,0.76,0.5562,0.6667,0.6,1
km-KH,he-IL,1.64581961816984,1.86984417965169,0.0403958796202787,0.2688172043010753,0.0,72,51,17.246221990620114,24.48184263618023,0.1951219512195122,0.0003625870586635,0.0007004628548668,0.2326719044101087,0.8267882474931297,0.9988599428057086,0.0281733715871436,1.0,0.4,0.61,0.5482,0.6667,0.6,0
km-KH,my-MM,0.13472549680026,0.37343291544411,0.6096012192024384,1.7695295640914976,0.6804374240583232,72,69,17.246221990620114,16.91223940820444,0.1914893617021276,0.0003625870586635,0.0013718512038491,0.5412472121473729,0.822271154303257,0.9996721548940198,0.0346167703368331,1.0,0.1,0.79,0.4723,0.567,0.6,1
km-KH,az-AZ,0.80213903743315,3.13873195229127,0.0698202129516495,0.7207771858351614,0.3293265272517701,72,29,17.246221990620114,31.53227975790181,0.2574257425742574,0.0003625870586635,0.0003092442709832,0.0297541871771698,0.8003246135578423,0.986108178750994,0.0224708895043451,1.0,1.0,0.68,0.6372,0.6667,0.7,0
km-KH,ro-RO,1.71428571428571,21.94912832237782,0.3471619510501649,0.9953443570396532,0.6423638991488678,72,26,17.246221990620114,31.04606590450572,0.2653061224489796,0.0003625870586635,0.0002815955637868,0.0827231783598407,0.7997883377888303,0.9832548441236656,0.0378587962534302,1.0,0.4,0.66,0.5789,0.641,0.6,1
km-KH,hu-HU,0.69565217391304,13.46440274054215,0.173340266944011,0.6570302233902761,0.8491901242333701,72,26,17.246221990620114,31.83860121049092,0.2653061224489796,0.0003625870586635,0.0002745860087867,0.1027114588912357,0.7986069038149736,0.982062066951289,0.0438556707253061,1.0,0.4,0.68,0.554,0.5922,0.6,0
km-KH,jv-ID,1.1015911872705,12.24370240187463,0.3068007499573888,0.5291005291005291,0.7778317938745746,72,26,17.246221990620114,29.427370544720915,0.2653061224489796,0.0003625870586635,0.0002970851377446,0.0486123057614243,0.7993745078335862,0.9837046747292856,0.0484671381145532,1.0,0.1,0.69,0.5459,0.5273,0.6,0
km-KH,sq-AL,0.06805035726437,13.94272490598785,0.1044022968505307,0.3415300546448087,0.5077860528097495,72,26,17.246221990620114,30.97915265635508,0.2653061224489796,0.0003625870586635,0.0002822037945556,0.0811345023985945,0.7998281443856666,0.9844021788560248,0.0389020534302346,1.0,1.0,0.68,0.6372,0.6667,0.7,1
km-KH,fr-FR,2.23227752639517,18.2741116751269,0.5107624954396205,0.5255781359495445,1.8076398362892228,72,27,17.246221990620114,35.122730329522525,0.2626262626262626,0.0003625870586635,0.0002584845148628,0.1622010354112909,0.7993855021423334,0.983324052365396,0.041402621343377,1.0,0.5,0.73,0.5562,0.6326,0.6,0
km-KH,bn-BD,0.07049700387733,0.53568012244117,0.352035203520352,0.6100217864923747,0.543940166581676,72,72,17.246221990620114,18.77774041694688,0.1875,0.0003625870586635,0.0012892828364222,0.5166280309861293,0.8220420414771571,0.999608460278136,0.0198156496777384,1.0,0.1,0.84,0.5275,0.5662,0.6,0
km-KH,th-TH,0.22058823529411,2.7817745803357297,0.3565768621236133,0.7395234182415776,0.6897585844954265,72,78,17.246221990620114,26.18291862811029,0.1733333333333333,0.0003625870586635,0.0010016951764524,0.4070778787664207,0.8198550561218751,0.995109935507749,0.0245700166506982,1.0,0.0,0.41,0.4495,0.5207,0.4,1
km-KH,mn-MN,0.49946485907955,1.8316831683168295,0.2066471499913897,0.8078088185796026,0.1935483870967742,72,60,17.246221990620114,32.82515131136517,0.2045454545454545,0.0003625870586635,0.0006146155579684,0.168148194295488,0.8245610234530504,0.99974646075502,0.0270300255727015,1.0,1.0,0.68,0.6372,0.6667,0.7,1
km-KH,pt-PT,3.16062176165803,18.50763807285546,0.4580690627202254,0.797918473547268,1.96078431372549,72,26,17.246221990620114,31.800941492938804,0.2653061224489796,0.0003625870586635,0.000274911182541,0.1017127547652575,0.799351859218188,0.982273493238414,0.0469338641086194,1.0,0.5,0.6,0.5535,0.6667,0.6,1
km-KH,lv-LV,0.20526855969893,16.89734717416378,0.2209944751381215,0.4566210045662101,0.169548999660902,72,26,17.246221990620114,31.879959650302624,0.2653061224489796,0.0003625870586635,0.0002742297834639,0.103813871512261,0.800908760666502,0.9842066670989792,0.0336878380508579,1.0,0.4,0.77,0.6372,0.5922,0.8,1
km-KH,el-GR,0.48060418812221,1.59271899886234,0.4675237936216396,0.4945904173106646,0.6849315068493149,72,51,17.246221990620114,35.070948217888365,0.2113821138211382,0.0003625870586635,0.0004889694250294,0.0668050906991661,0.8175665035195703,0.9989405005137608,0.0340178614969828,1.0,0.4,0.71,0.6436,0.5922,0.7,0
km-KH,en-US,5.67978533094812,18.59895992658305,1.1953679491968623,1.32321463319712,1.6281221091581866,72,26,17.246221990620114,28.55850706119704,0.2653061224489796,0.0003625870586635,0.0003061236504067,0.0340204780692751,0.798233017485645,0.982114055770064,0.106177623148605,1.0,0.5,0.64,0.5101,0.5207,0.6,0
km-KH,cy-GB,0.20120724346076,10.93408309903155,0.1082055906221821,0.1749475157452764,0.1367989056087551,72,26,17.246221990620114,32.02286482851379,0.2653061224489796,0.0003625870586635,0.0002730060061321,0.1076683155129405,0.7993074080339265,0.9834399448559178,0.1261809524903643,1.0,0.5,0.61,0.6372,0.6667,0.8,0
km-KH,pl-PL,1.9294543261983697,22.94182217343578,0.2866356144750985,0.5747126436781609,0.6131010003226848,72,27,17.246221990620114,31.15030262273033,0.2626262626262626,0.0003625870586635,0.0002914476311784,0.0595798865441599,0.7990718873142795,0.9827299174784656,0.0357956564373981,1.0,0.4,0.61,0.6095,0.5662,0.6,1
km-KH,hi-IN,1.9993335554815,0.97879282218597,0.9110320284697508,1.1866581141757535,0.4018754186202278,72,71,17.246221990620114,17.745460659045058,0.1888111888111888,0.0003625870586635,0.0013453339649455,0.5336090138361173,0.8184794440527039,0.999330392010654,0.0481497614430993,1.0,0.2,0.75,0.5176,0.5922,0.6,0
km-KH,nb-NO,1.7527386541471,20.79062957540263,0.1789549033643522,1.0065425264217411,0.3355141754739137,72,28,17.246221990620114,29.06960322797579,0.26,0.0003625870586635,0.0003238754005066,0.0142865584412371,0.7994560140654987,0.9832562677310028,0.0441525455013177,1.0,0.5,0.75,0.5209,0.5922,0.6,1
km-KH,fi-FI,0.83226632522407,17.800118273211112,0.1067235859124866,0.4784688995215311,0.4311059525783452,72,26,17.246221990620114,32.66476126429052,0.2653061224489796,0.0003625870586635,0.0002676411549745,0.1258481031906641,0.8005848301878354,0.9834911759434364,0.0306105891832345,1.0,0.4,0.71,0.5287,0.5207,0.6,0
km-KH,de-DE,2.13195044655718,17.14796070259005,0.1415678640948504,0.7832453601225949,0.9805579036348266,72,27,17.246221990620114,33.926361802286486,0.2626262626262626,0.0003625870586635,0.0002675996313071,0.1259972972693865,0.7996973348940862,0.9844922686327384,0.033689837716189,1.0,0.5,0.75,0.5228,0.5456,0.6,0
km-KH,sl-SL,0.66644451849383,17.68867924528302,0.0696378830083565,0.3401360544217687,0.298804780876494,72,26,17.246221990620114,30.214525891055818,0.2653061224489796,0.0003625870586635,0.0002893454116494,0.0640741722037593,0.7997605489196504,0.982437422405637,0.0339925521026993,1.0,0.5,0.66,0.5199,0.6667,0.6,1
km-KH,hy-AM,0.0,0.16652789342214,0.2894356005788712,0.4813477737665462,0.5645730416372619,72,66,17.246221990620114,36.02051109616678,0.1956521739130435,0.0003625870586635,0.0006161026837806,0.1693180515607946,0.8229412081606244,0.9969487718115446,0.0161167758904204,1.0,0.3,0.77,0.592,0.6638,0.7,0
km-KH,da-DK,1.19949494949494,18.72812135355892,0.217983651226158,1.0781671159029649,0.3594183956869792,72,28,17.246221990620114,28.997310020174847,0.26,0.0003625870586635,0.0003246828544261,0.0136287509756979,0.7993796998302483,0.9833013547075612,0.0439177808178324,1.0,0.5,0.78,0.6372,0.6667,0.9,0
km-KH,fa-IR,2.23285486443381,5.4102795311091,0.07011393514461,0.3340419070756149,0.0371195248700816,72,57,17.246221990620114,26.69838601210491,0.1860465116279069,0.0003625870586635,0.0007178750897343,0.2449420720267064,0.8291428556768278,0.9999438422645964,0.0462102115134334,1.0,1.0,0.68,0.6372,0.6667,0.7,0
kn-IN,zh-CN,0.12426219322771,0.2233389168062499,0.5389797882579404,2.271956595456087,9.21743098334474,73,1527,20.901598054542298,16.15702757229321,0.015625,0.0003033312418713,0.0317787350939626,0.98100090659485,0.7890990702282812,0.8850885499183453,0.0265846633102662,1.0,1.0,0.61,0.6372,0.641,0.6,1
kn-IN,km-KH,1.36100714528751,0.58353808353808,0.8109934669970712,0.8411044066556955,0.641399416909621,73,71,20.901598054542298,17.110625420309347,0.1805555555555555,0.0003033312418713,0.0013952482952423,0.6124579783209703,0.8223125515708251,0.9988983825663464,0.0280906327886416,1.0,0.2,0.83,0.6007,0.5342,0.7,0
kn-IN,kn-IN,69.03516681695221,72.15531188207801,31.26348597458643,44.1344614680997,68.69455006337137,73,72,20.901598054542298,20.728984532616007,0.496551724137931,0.0003033312418713,0.0011679211004412,0.5480160330120359,0.0148803868689853,0.0051053434628336,0.0004520025499532,0.0,0.0,0.0,0.0,0.0,0.0,0
kn-IN,af-ZA,4.18628990057561,13.118449227995042,1.0191082802547773,1.8288036576073152,3.571428571428571,73,28,20.901598054542298,30.84700739744452,0.2475247524752475,0.0003033312418713,0.0003052137040953,3.804034793570298e-05,0.8122233183700743,0.991443181555987,0.0298127866244553,1.0,0.3,0.73,0.5402,0.641,0.6,0
kn-IN,ms-MY,4.79076479076479,12.80193236714976,0.7614584858690877,1.522780302099963,16.016819571865444,73,26,20.901598054542298,34.04303967720242,0.2525252525252525,0.0003033312418713,0.0002568053415511,0.0328232413510538,0.8129282845504128,0.9927155939721678,0.0189572094388249,1.0,1.0,0.61,0.6372,0.641,0.6,1
kn-IN,ja-JP,2.68456375838926,1.83162308286439,2.0972354623450906,4.608294930875576,12.758554030543204,73,1172,20.901598054542298,18.045057162071284,0.0208835341365461,0.0003033312418713,0.0218387806059702,0.9724137828703452,0.7946603453088447,0.9126915478547224,0.0261831763213719,1.0,0.3,0.4,0.5145,0.5,0.5,0
kn-IN,vi-VN,3.67027677496991,5.61592253899946,1.400405380504883,1.6240022020368845,19.549477071600965,73,27,20.901598054542298,29.10087424344317,0.25,0.0003033312418713,0.0003119728237006,0.0007672783886194,0.8129096074329327,0.9915613509315142,0.0188643916083068,1.0,0.2,0.87,0.5578,0.4934,0.7,1
kn-IN,ru-RU,1.10667076544727,1.31058872477636,0.5349977708426215,1.0349694213580052,3.988966687884575,73,58,20.901598054542298,32.23369199731002,0.1984732824427481,0.0003033312418713,0.0006050300950314,0.2486528053656927,0.8146994336971078,0.991869699030834,0.0192405768436318,1.0,0.2,0.59,0.5918,0.2163,0.6,1
kn-IN,zh-TW,1.17647058823529,1.17254856880101,1.4988859631355074,2.7164685908319184,10.992018244013684,73,1552,20.901598054542298,14.335238735709485,0.016,0.0003033312418713,0.0364037248141111,0.9834045828402171,0.7848796177458339,0.8849895216017529,0.0228048773193793,1.0,1.0,0.61,0.6372,0.641,0.6,1
kn-IN,tl-PH,2.28794642857142,11.72078289399253,1.2406947890818858,1.50358275578527,4.579207920792079,73,26,20.901598054542298,37.04841963685272,0.2525252525252525,0.0003033312418713,0.000235973207965,0.0814804485420477,0.8127058319662583,0.9925796333122532,0.2658372907341557,1.0,0.2,0.77,0.437,0.2952,0.6,1
kn-IN,te-IN,1.04610616040294,0.7973421926910199,4.596665164488508,10.01995123032587,21.449792038027333,73,70,20.901598054542298,18.49966375252185,0.1748251748251748,0.0003033312418713,0.0012723108800756,0.5800198010414435,0.8205076978127285,0.9968250877747672,0.0091088265994707,0.75,0.0,0.5,0.3559,0.0,0.4,1
kn-IN,is-IS,1.07430617726051,6.18044300378173,0.3529600513396438,0.8955223880597014,1.412944393801276,73,28,20.901598054542298,31.555480833893743,0.2475247524752475,0.0003033312418713,0.0002983611448543,0.0002774886363828,0.8130672670980766,0.9920251686644468,0.0525232229487728,1.0,0.4,0.61,0.509,0.641,0.6,0
kn-IN,ko-KR,0.77611940298507,1.17511278984366,0.5294506949040371,5.561879980484632,5.644171779141105,73,90,20.901598054542298,54.65063887020848,0.1595092024539877,0.0003033312418713,0.0005537405171936,0.2044976015585234,0.7874637543422244,0.8871882650482549,0.0202712217187898,1.0,0.3,0.52,0.4683,0.4601,0.5,1
kn-IN,ta-IN,0.35741639009446,0.13775290572535,1.341606573872212,2.38944365192582,26.88465031789282,73,59,20.901598054542298,26.33658372562206,0.1893939393939394,0.0003033312418713,0.0007532716246409,0.3567851177128414,0.8002263102183053,0.9457914779770896,0.0170583325732688,0.6364,0.0,0.41,0.3207,0.641,0.4,1
kn-IN,nl-NL,10.5,15.17437411173062,1.0243277848911652,2.247514767324593,4.910444757496478,73,26,20.901598054542298,33.24747814391392,0.2525252525252525,0.0003033312418713,0.0002629503023928,0.0235833495623296,0.8125398242372294,0.9915766494981114,0.0238315667171141,1.0,0.4,0.72,0.5679,0.641,0.6,1
kn-IN,es-ES,9.90364025695931,10.25753424657534,0.5784280367471929,1.6451963371100422,23.17610576138404,73,26,20.901598054542298,32.97915265635508,0.2525252525252525,0.0003033312418713,0.0002650897226753,0.0208105947497652,0.8124347865813047,0.9907812821055184,0.023277129570056,1.0,0.4,0.66,0.5382,0.4278,0.6,0
kn-IN,it-IT,7.46864310148232,10.39255729521216,0.7900454276120877,2.049949473076368,6.581352833638025,73,26,20.901598054542298,32.29791526563551,0.2525252525252525,0.0003033312418713,0.0002706810752285,0.0145497328245059,0.8125443251308355,0.990586506973104,0.0222171826936836,1.0,0.3,0.74,0.5531,0.641,0.7,0
kn-IN,sw-KE,2.65087422447828,13.19064211050273,0.7669888019634913,1.4018691588785046,13.35662978062512,73,26,20.901598054542298,32.30060524546066,0.2525252525252525,0.0003033312418713,0.0002706585330307,0.0145722575379388,0.812577166628477,0.992522701720098,0.3224487891389717,1.0,1.0,0.61,0.6372,0.641,0.6,1
kn-IN,am-ET,0.3485535029627,0.1913453046806,1.0379904504878552,0.8007391438250694,0.1980851766259491,73,244,20.901598054542298,19.82750504371217,0.0820189274447949,0.0003033312418713,0.004137907643258,0.8587627621147165,0.8119249753322821,0.9764237125716414,0.0268769660441899,1.0,0.2,0.54,0.4939,0.3498,0.5,0
kn-IN,ml-IN,0.66973629133528,0.3009781790820099,0.881704628949302,2.0903010033444818,16.42170717919729,73,77,20.901598054542298,25.468056489576327,0.1666666666666666,0.0003033312418713,0.0010166090148134,0.4922769130889935,0.8036253743378634,0.961317563716747,0.0093364344112218,0.5,0.0,0.56,0.2412,0.641,0.4,1
kn-IN,id-ID,9.11680911680911,12.8028450766837,0.557707203718048,1.5149569906278086,21.72009108425293,73,26,20.901598054542298,32.56691324815064,0.2525252525252525,0.0003033312418713,0.0002684452887851,0.0168884429785591,0.8127506344937977,0.9925245425470997,0.025214991437015,1.0,0.2,0.79,0.4548,0.3498,0.6,0
kn-IN,ar-SA,2.03201970443349,1.35523142299299,0.8953739015088709,1.0727969348659006,24.97605822639341,73,59,20.901598054542298,23.226630800269,0.1969696969696969,0.0003033312418713,0.0008541316810469,0.4158520953601692,0.8095314574597804,0.98995151438103,0.0301272999892021,1.0,1.0,0.61,0.6372,0.641,0.6,0
kn-IN,ka-GE,0.70332480818414,0.43342579750346,0.5121042830540037,0.7582000988956651,0.2154011847065159,73,58,20.901598054542298,28.15803631472764,0.1908396946564885,0.0003033312418713,0.0006926034725705,0.3158911931587551,0.8279664316910107,0.9999283825208236,0.0187207489436698,1.0,0.2,0.61,0.6364,0.4638,0.6,0
kn-IN,sv-SE,3.5630841121495305,14.83301686585502,0.9113347256502752,2.317241379310345,3.1865828092243182,73,26,20.901598054542298,29.364492266308,0.2525252525252525,0.0003033312418713,0.000297721287072,0.0003550577106549,0.8122029263976442,0.9909536385909922,0.0216217807522594,1.0,0.3,0.74,0.5405,0.641,0.6,1
kn-IN,tr-TR,9.80245061265316,11.90035001029442,1.2366498032602584,3.2959423902506586,4.357112345151645,73,27,20.901598054542298,30.232347007397443,0.25,0.0003033312418713,0.0003002969603274,0.000102096270657,0.8122578419695584,0.991478989000625,0.019768343419988,1.0,0.3,0.46,0.5526,0.2952,0.5,1
kn-IN,pt-PT,8.1131571924206,8.5810007565114,0.62015503875969,1.7777777777777777,20.527955402525,73,26,20.901598054542298,31.800941492938804,0.2525252525252525,0.0003033312418713,0.000274911182541,0.0106872298176533,0.8128671024462284,0.9909792053771336,0.0227483267313437,1.0,0.4,0.73,0.4779,0.641,0.6,1
kn-IN,th-TH,0.58977719528178,0.96797446195036,0.8247422680412372,0.7888805409466567,1.7563739376770535,73,78,20.901598054542298,26.18291862811029,0.1721854304635761,0.0003033312418713,0.0010016951764524,0.4860628637201022,0.7961282294446799,0.9365545328229332,0.0209543932436866,1.0,0.1,0.81,0.4278,0.3498,0.6,1
kn-IN,mn-MN,2.24260958205912,1.27845884413309,2.3979806478754737,2.215568862275449,1.867911941294196,73,60,20.901598054542298,32.82515131136517,0.1954887218045112,0.0003033312418713,0.0006146155579684,0.2565118187960611,0.8235241444093313,0.9985620267494388,0.0172772302912995,1.0,1.0,0.61,0.6372,0.641,0.6,1
kn-IN,fa-IR,0.32320620555914,0.5245328379412,0.3335186214563646,0.469630557294928,2.4521072796934864,73,57,20.901598054542298,26.69838601210491,0.1769230769230769,0.0003033312418713,0.0007178750897343,0.3334595666183338,0.8297528592011413,0.9999695597806608,0.0241133839822444,1.0,1.0,0.61,0.6372,0.641,0.6,0
kn-IN,da-DK,4.10523272622145,14.52751933639726,1.0954616588419406,1.9383019383019384,5.017301038062284,73,28,20.901598054542298,28.997310020174847,0.2475247524752475,0.0003033312418713,0.0003246828544261,0.0043245671951984,0.8124317479594431,0.9913125329679624,0.0209844103547029,1.0,0.4,0.7,0.6372,0.641,0.8,0
kn-IN,hy-AM,1.1137162954279,0.57076745082915,0.444247001332741,0.5780346820809249,0.7335778592864287,73,66,20.901598054542298,36.02051109616678,0.1870503597122302,0.0003033312418713,0.0006161026837806,0.2577199172845061,0.8017498647709723,0.9594696197373463,0.0183228726905735,1.0,0.2,0.57,0.5328,0.5,0.6,0
