source_lang,target_lang,train_dataset,dataset_size,test_dataset,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se
ind,mad,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5556,0,0.74,0.4158,0.7196,0.6,849,2000,36,36,36,121.9076667,125.5700824,124.613,0.5,0.5,0.5,9.84E-05,0.0003376825596,0.0001444472086,0.5019693616,0.1014670271,1.789595397,0.01042580382,0.00598350176,0.01069253244,0.0001776024479,9.23E-05,0.0002128211046,0.001269177969,0.0004277697663,0.001094008278,9.6,0.7,22.1,0.6,2.1,0.3,24.6,0.6,93.6,1,0.5611,0.1348,29.1,0.9,47.1,0.6,12,0.6,51,0.6,64,0.8,0.721,0.0962,11.7,0.8,24.1,0.7,2.8,0.3,27.4,0.7,92.6,1.7,0.5667,0.1419,27.4,1.1,43.9,0.9,11.9,0.7,47.7,1,65.9,1,0.6825,0.1712,8.9,0.8,15.4,0.7,1.8,0.3,17.3,0.7,121.5,4,0.3942,0.1664,27.5,0.9,45.9,0.6,10.7,0.5,50,0.6,66.7,0.9,0.7151,0.0962,14.8,0.9,26.3,0.8,4.1,0.4,29.4,0.8,93.8,2.6,0.5402,0.1899
ind,mad,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5556,0,0.74,0.4158,0.7196,0.6,849,2000,36,36,36,122.8756667,125.5700824,124.613,0.5,0.5,0.5,4.88E-05,0.0003376825596,0.0001444472086,0.7317043529,0.4381826773,1.789595397,0.008933921625,0.005297896722,0.01069253244,0.0004424313748,6.72E-05,0.0002128211046,0.001122444508,0.000294244653,0.001094008278,10.4,0.6,24.1,0.5,2.5,0.3,26.7,0.6,91.3,0.9,0.5716,0.1373,29.6,1,47.5,0.7,12.4,0.7,51.4,0.7,63.4,0.9,0.7209,0.0993,11.7,0.8,24.1,0.7,2.8,0.3,27.4,0.7,92.6,1.7,0.5667,0.1419,27.7,0.9,46.7,0.6,11.3,0.6,50.7,0.6,67.9,1.3,0.7095,0.1042,8.9,0.8,15.4,0.7,1.8,0.3,17.3,0.7,121.5,4,0.3942,0.1664,28.9,1,46.6,0.8,12.7,0.7,50.8,0.8,65.8,1,0.7058,0.1193,14.8,0.9,26.3,0.8,4.1,0.4,29.4,0.8,93.8,2.6,0.5402,0.1899
ind,mad,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5556,0,0.74,0.4158,0.7196,0.6,849,2000,36,36,36,123.300303,125.5700824,124.613,0.5,0.5,0.5,4.42E-05,0.0003376825596,0.0001444472086,0.7551534012,0.48128009,1.789595397,0.00918924048,0.004999036298,0.01069253244,0.000155332609,8.45E-05,0.0002128211046,0.001114669669,0.0002732156199,0.001094008278,12.2,0.6,29.1,0.4,2.4,0.3,32.4,0.4,86.7,0.6,0.6195,0.0931,29.7,1,47.7,0.7,12.5,0.6,51.6,0.7,63.3,0.8,0.7226,0.0984,11.7,0.8,24.1,0.7,2.8,0.3,27.4,0.7,92.6,1.7,0.5667,0.1419,28.4,1,45.8,0.8,12.1,0.6,49.8,0.9,64.4,0.9,0.7026,0.1427,8.9,0.8,15.4,0.7,1.8,0.3,17.3,0.7,121.5,4,0.3942,0.1664,29,0.9,47.9,0.6,12.3,0.6,52.1,0.6,65.2,0.8,0.7167,0.0932,14.8,0.9,26.3,0.8,4.1,0.4,29.4,0.8,93.8,2.6,0.5402,0.1899
ind,mak,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.6667,0.1,0.87,0.3516,0.5687,0.6,849,2000,36,36,36,117.414,123.942285,122.17,0.5,0.5,0.5,0.0003066073892,0.0003421175174,0.0001473356798,0.01077342655,1.168587994,1.747757019,0.01274537573,0.01081790386,0.0151845384,0.0002699275298,0.0001846343383,0.0004002542863,0.00133104186,0.001042367666,0.001202122585,4.4,0.4,17.5,0.3,0.6,0.2,20.3,0.3,103.5,1.2,0.4885,0.1006,22.3,0.9,41.6,0.5,7.1,0.5,45.9,0.5,79.1,0.8,0.7025,0.0933,11.7,0.8,24.5,0.6,2.8,0.3,27.9,0.6,98,2,0.5685,0.1338,12.6,0.8,30.8,0.7,4.4,0.4,34.1,0.7,101,2.8,0.5835,0.1711,8.6,0.8,14.4,0.6,1.8,0.3,16,0.7,131.7,4.6,0.371,0.1554,19.7,1,35,1.1,7.6,0.5,38.4,1.2,82,1.3,0.6002,0.2278,13,0.9,23.1,0.7,3,0.4,26,0.8,107,2.9,0.4872,0.1729
ind,mak,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.6667,0.1,0.87,0.3516,0.5687,0.6,849,2000,36,36,36,121.114,123.942285,122.17,0.5,0.5,0.5,9.91E-05,0.0003421175174,0.0001473356798,0.5046558158,0.1072697617,1.747757019,0.009790004124,0.01032605089,0.0151845384,0.0001804279401,0.0002445039346,0.0004002542863,0.000886393259,0.0005376853745,0.001202122585,5.7,0.5,15.5,0.6,1.3,0.3,17.5,0.7,99.9,1.1,0.4834,0.1764,26.2,0.9,46.3,0.5,8.9,0.5,50.9,0.5,74.5,0.8,0.7195,0.0874,11.7,0.8,24.5,0.6,2.8,0.3,27.9,0.6,98,2,0.5685,0.1338,24.3,1,41.1,1,8.4,0.5,45.1,1,76.5,0.9,0.6577,0.1816,8.6,0.8,14.4,0.6,1.8,0.3,16,0.7,131.7,4.6,0.371,0.1554,22.7,1,40.7,0.9,8.6,0.5,44.8,0.9,80.2,1.4,0.6475,0.1718,13,0.9,23.1,0.7,3,0.4,26,0.8,107,2.9,0.4872,0.1729
ind,mak,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.6667,0.1,0.87,0.3516,0.5687,0.6,849,2000,36,36,36,122.0301667,123.942285,122.17,0.5,0.5,0.5,4.92E-05,0.0003421175174,0.0001473356798,0.7332202411,0.4439353052,1.747757019,0.009764030445,0.01048799479,0.0151845384,0.0002216353473,0.0002128188381,0.0004002542863,0.000749520629,0.0004615987795,0.001202122585,8,0.6,19.2,0.6,1.7,0.3,21.6,0.6,97.2,1.3,0.5358,0.1582,27.5,0.9,47.5,0.6,9.5,0.5,52.2,0.5,73.1,0.8,0.7219,0.0901,11.7,0.8,24.5,0.6,2.8,0.3,27.9,0.6,98,2,0.5685,0.1338,25,0.9,45.5,0.6,8,0.5,50.1,0.6,78.7,1,0.7067,0.0936,8.6,0.8,14.4,0.6,1.8,0.3,16,0.7,131.7,4.6,0.371,0.1554,23.5,0.9,42.1,0.6,7.5,0.5,46.2,0.6,80,1.2,0.6945,0.1032,13,0.9,23.1,0.7,3,0.4,26,0.8,107,2.9,0.4872,0.1729
ind,mak,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.6667,0.1,0.87,0.3516,0.5687,0.6,849,2000,36,36,36,122.4695455,123.942285,122.17,0.5,0.5,0.5,4.45E-05,0.0003421175174,0.0001473356798,0.7565811588,0.4868004607,1.747757019,0.009839326734,0.01031928842,0.0151845384,0.0001613622905,0.0002475044704,0.0004002542863,0.0007091085891,0.0004578619621,0.001202122585,10.1,0.6,25.9,0.4,1.6,0.3,29.4,0.4,93,0.6,0.607,0.0854,27.4,1,47.5,0.6,9.6,0.5,52.2,0.6,73.3,0.8,0.7218,0.0915,11.7,0.8,24.5,0.6,2.8,0.3,27.9,0.6,98,2,0.5685,0.1338,25.8,0.9,44.5,0.7,9,0.5,48.8,0.8,75.5,1.1,0.6906,0.1444,8.6,0.8,14.4,0.6,1.8,0.3,16,0.7,131.7,4.6,0.371,0.1554,26.4,0.9,45.8,0.6,8.9,0.5,50.5,0.6,75.4,0.9,0.7146,0.0932,13,0.9,23.1,0.7,3,0.4,26,0.8,107,2.9,0.4872,0.1729
ind,min,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.2222,0.1,0.54,0.2541,0.5687,0.5,849,2000,36,36,36,115.169,122.581861,121.1595,0.5,0.5,0.5,0.0003125841155,0.000345914367,0.0001485644956,0.009284103647,1.218881645,1.764589254,0.01378152633,0.008384909807,0.01101787765,0.0005251689196,0.0001331369008,0.0001919400151,0.002445582627,0.001066737865,0.001309815513,13.6,0.7,34,0.4,4,0.4,38.1,0.4,83.6,0.6,0.6192,0.1033,48,0.9,65.3,0.6,31.4,0.8,68.6,0.6,40.7,0.7,0.8201,0.0781,23.7,1,43.5,0.7,11.2,0.6,47.1,0.7,67.7,0.9,0.7334,0.1229,49.4,1,67.6,0.5,33.4,0.8,71,0.5,40.2,0.9,0.821,0.0722,9.4,0.8,16,0.7,2.2,0.3,17.8,0.8,121.2,4,0.4271,0.1802,53.1,0.9,69.5,0.6,36.7,0.8,72.8,0.5,36.3,0.7,0.8355,0.0732,21.8,1.3,34,1,8,0.6,37.4,1,85.8,2.7,0.6399,0.2083
ind,min,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.2222,0.1,0.54,0.2541,0.5687,0.5,849,2000,36,36,36,118.674,122.581861,121.1595,0.5,0.5,0.5,0.0001011173467,0.000345914367,0.0001485644956,0.500812378,0.1019976524,1.764589254,0.01148254318,0.006023952807,0.01101787765,0.0002133958374,7.85E-05,0.0001919400151,0.001699714751,0.0005979878764,0.001309815513,26.7,0.8,46.3,0.6,13.5,0.6,49.6,0.7,66.6,0.8,0.7118,0.1201,54.1,0.9,70.1,0.5,37.9,0.9,73.2,0.5,35.5,0.7,0.8335,0.0732,23.7,1,43.5,0.7,11.2,0.6,47.1,0.7,67.7,0.9,0.7334,0.1229,52.8,1,70.1,0.8,38.8,0.9,73.2,0.8,38.2,1,0.8157,0.1076,9.4,0.8,16,0.7,2.2,0.3,17.8,0.8,121.2,4,0.4271,0.1802,54,1.4,69.4,0.8,39.1,1,72.5,0.8,37.6,1.3,0.8176,0.1134,21.8,1.3,34,1,8,0.6,37.4,1,85.8,2.7,0.6399,0.2083
ind,min,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.2222,0.1,0.54,0.2541,0.5687,0.5,849,2000,36,36,36,119.4196667,122.581861,121.1595,0.5,0.5,0.5,5.02E-05,0.000345914367,0.0001485644956,0.7306029056,0.437992887,1.764589254,0.01063835842,0.005149462715,0.01101787765,0.0004790007522,4.19E-05,0.0001919400151,0.001278887298,0.0004911101352,0.001309815513,27.3,1.2,46.7,0.8,14.1,0.6,49.9,0.8,66.5,1.1,0.7151,0.1358,56,0.9,71.7,0.5,40.2,0.8,74.7,0.5,33.8,0.7,0.8369,0.0771,23.7,1,43.5,0.7,11.2,0.6,47.1,0.7,67.7,0.9,0.7334,0.1229,53.2,0.9,71.3,0.5,38.3,0.9,74.5,0.5,37.1,0.7,0.8293,0.0674,9.4,0.8,16,0.7,2.2,0.3,17.8,0.8,121.2,4,0.4271,0.1802,55,0.8,70.3,0.5,39,0.8,73.5,0.5,35.7,0.7,0.8251,0.0768,21.8,1.3,34,1,8,0.6,37.4,1,85.8,2.7,0.6399,0.2083
ind,min,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.2222,0.1,0.54,0.2541,0.5687,0.5,849,2000,36,36,36,119.8374242,122.581861,121.1595,0.5,0.5,0.5,4.55E-05,0.000345914367,0.0001485644956,0.754149288,0.48111785,1.764589254,0.01063093102,0.004986050243,0.01101787765,0.000205081753,9.93E-05,0.0001919400151,0.001216980412,0.0004750332251,0.001309815513,28.6,0.8,50,0.5,14.5,0.6,53.7,0.5,62,0.7,0.7382,0.1017,56.5,0.9,71.9,0.5,40.5,0.8,74.9,0.5,33.5,0.7,0.8399,0.0726,23.7,1,43.5,0.7,11.2,0.6,47.1,0.7,67.7,0.9,0.7334,0.1229,57.2,0.9,72.6,0.6,41.8,0.9,75.7,0.6,32.6,0.7,0.8406,0.0845,9.4,0.8,16,0.7,2.2,0.3,17.8,0.8,121.2,4,0.4271,0.1802,56.3,1,71.8,0.6,40.4,0.9,74.9,0.6,34,0.7,0.8346,0.0871,21.8,1.3,34,1,8,0.6,37.4,1,85.8,2.7,0.6399,0.2083
ind,sun,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.3333,0,0.38,0.3483,0.5687,0.4,849,2000,36,36,36,117.995,125.532391,124.5285,0.5,0.5,0.5,0.0003050976736,0.0003377839496,0.0001445452246,0.009363815934,1.233747747,1.787231583,0.0137240892,0.01033994223,0.01028825118,0.0003380658521,0.0002002936124,0.0001852590168,0.002343707295,0.001345316229,0.001191427897,9.2,0.6,26.7,0.3,2,0.3,30.3,0.3,93.7,0.7,0.546,0.112,43.9,1,60.5,0.6,27.2,0.7,63.2,0.6,45.9,0.7,0.8503,0.0849,20.7,1,38.4,0.7,8.5,0.6,41.8,0.7,72.9,0.9,0.7448,0.1383,32.1,1.4,48.6,1.3,22.6,1,50.8,1.4,59.1,1.4,0.7112,0.26,9,0.8,15.5,0.7,1.8,0.3,17.3,0.7,122.2,4,0.4044,0.1773,39.1,1,55.7,0.6,22.4,0.7,58.5,0.6,51.6,0.7,0.8074,0.0979,19.6,1.2,29.9,0.9,6,0.5,32.8,1,90.5,2.7,0.6215,0.2103
ind,sun,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.3333,0,0.38,0.3483,0.5687,0.4,849,2000,36,36,36,121.769,125.532391,124.5285,0.5,0.5,0.5,9.85E-05,0.0003377839496,0.0001445452246,0.5016231702,0.1012674641,1.787231583,0.01028067673,0.007029991107,0.01028825118,0.0001777467219,0.0001017229441,0.0001852590168,0.001439849243,0.0006635538888,0.001191427897,16.3,1,35,0.6,7.2,0.5,37.7,0.7,83.8,1.3,0.6469,0.1555,48.3,1,64.2,0.6,31.8,0.8,66.8,0.6,41.6,0.7,0.8584,0.0821,20.7,1,38.4,0.7,8.5,0.6,41.8,0.7,72.9,0.9,0.7448,0.1383,41.6,1,59.2,0.6,25.8,0.8,62,0.6,47.1,0.8,0.8406,0.0935,9,0.8,15.5,0.7,1.8,0.3,17.3,0.7,122.2,4,0.4044,0.1773,44.1,1,61.8,0.6,28.3,0.8,64.6,0.6,46.4,1.2,0.8399,0.0912,19.6,1.2,29.9,0.9,6,0.5,32.8,1,90.5,2.7,0.6215,0.2103
ind,sun,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.3333,0,0.38,0.3483,0.5687,0.4,849,2000,36,36,36,122.4708333,125.532391,124.5285,0.5,0.5,0.5,4.90E-05,0.0003377839496,0.0001445452246,0.7309612974,0.437008574,1.787231583,0.009749432648,0.005982353232,0.01028825118,0.0005080797249,7.67E-05,0.0001852590168,0.001075688644,0.0004176467166,0.001191427897,18.2,0.9,35.3,0.6,7.3,0.5,38,0.7,79.3,0.8,0.6487,0.1621,49.3,0.9,65.1,0.6,32.9,0.8,67.6,0.6,40.5,0.7,0.8607,0.0848,20.7,1,38.4,0.7,8.5,0.6,41.8,0.7,72.9,0.9,0.7448,0.1383,45.8,1,62.7,0.6,29.8,0.8,65.4,0.6,43,0.8,0.85,0.0909,9,0.8,15.5,0.7,1.8,0.3,17.3,0.7,122.2,4,0.4044,0.1773,45.7,1.1,61.3,0.9,30.1,0.9,63.9,0.9,44.5,0.9,0.8354,0.1377,19.6,1.2,29.9,0.9,6,0.5,32.8,1,90.5,2.7,0.6215,0.2103
ind,sun,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.3333,0,0.38,0.3483,0.5687,0.4,849,2000,36,36,36,122.9181818,125.532391,124.5285,0.5,0.5,0.5,4.44E-05,0.0003377839496,0.0001445452246,0.7545142784,0.4802486925,1.787231583,0.009622450631,0.005493988441,0.01028825118,0.0001595311019,8.51E-05,0.0001852590168,0.001067864774,0.0003979882923,0.001191427897,19.1,0.8,39.4,0.5,7.6,0.5,42.8,0.5,76.2,0.7,0.6757,0.1294,49.3,0.9,65,0.6,32.8,0.8,67.6,0.6,40.6,0.7,0.862,0.0823,20.7,1,38.4,0.7,8.5,0.6,41.8,0.7,72.9,0.9,0.7448,0.1383,46.2,1.1,62.2,0.8,30.4,0.9,64.8,0.8,43.4,0.9,0.8431,0.1238,9,0.8,15.5,0.7,1.8,0.3,17.3,0.7,122.2,4,0.4044,0.1773,46.2,1,62.5,0.6,29.7,0.8,65.3,0.6,44.1,1,0.847,0.0887,19.6,1.2,29.9,0.9,6,0.5,32.8,1,90.5,2.7,0.6215,0.2103
jav,bew,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0,0.86,0.611,0.7223,0.7,849,2000,36,36,36,115.338,122.573616,121.6515,0.5,0.5,0.5,0.0003121260989,0.0003459376351,0.0001479636503,0.009552876899,1.230941941,1.790219057,0.01364157117,0.009674681929,0.0102928626,0.0003891882171,0.0001456931773,0.0002438154972,0.002167273558,0.001269157866,0.001410481164,5.5,0.5,17.9,0.3,0.6,0.2,20.8,0.3,102.1,0.9,0.4588,0.0765,28.5,1,47.8,0.6,12.9,0.6,51.5,0.6,62.2,0.8,0.7868,0.1021,15.8,1,27.3,0.8,3.7,0.4,30.9,0.8,92.1,1.9,0.5633,0.1749,26.3,1.2,42.4,1.1,13.4,0.7,45.5,1.2,65.9,1.1,0.7061,0.2141,8,0.7,16.2,0.6,1.2,0.2,18.2,0.7,137.7,5.3,0.4126,0.1744,25,1.1,42.7,0.8,11.3,0.6,46.3,0.8,70.2,1.2,0.7137,0.1468,17.2,1,30.5,0.7,3.6,0.4,34.5,0.7,89.1,2,0.7204,0.1473
jav,bew,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0,0.86,0.611,0.7223,0.7,849,2000,36,36,36,118.9146667,122.573616,121.6515,0.5,0.5,0.5,0.0001009126993,0.0003459376351,0.0001479636503,0.50167787,0.1011175963,1.790219057,0.01104729124,0.007116080948,0.0102928626,0.0001931141665,0.0001178689187,0.0002438154972,0.001264604861,0.0006779845749,0.001410481164,9.6,0.7,22.2,0.6,2.7,0.3,24.7,0.7,95.3,1.2,0.5283,0.1553,31.5,1.1,50.6,0.7,15.7,0.7,54.2,0.7,59,1.2,0.7948,0.0981,15.8,1,27.3,0.8,3.7,0.4,30.9,0.8,92.1,1.9,0.5633,0.1749,27,1,46.4,0.6,12.2,0.6,49.9,0.6,63.1,1,0.7566,0.1058,8,0.7,16.2,0.6,1.2,0.2,18.2,0.7,137.7,5.3,0.4126,0.1744,25.1,1.2,42.6,0.8,11.4,0.6,46.2,0.9,68.8,1.1,0.7121,0.1438,17.2,1,30.5,0.7,3.6,0.4,34.5,0.7,89.1,2,0.7204,0.1473
jav,bew,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0,0.86,0.611,0.7223,0.7,849,2000,36,36,36,119.6689437,122.573616,121.6515,0.5,0.5,0.5,5.01E-05,0.0003459376351,0.0001479636503,0.7312194867,0.4372611441,1.790219057,0.01010793456,0.005675145302,0.0102928626,0.0004888900322,0.004401906434,0.0002438154972,0.001027859639,0.0004539409648,0.001410481164,10.8,0.8,22.7,0.7,2.7,0.3,25.1,0.7,90.6,0.6,0.5381,0.1548,32.7,1.1,51.7,0.7,16.8,0.7,55.3,0.7,57.3,0.9,0.7985,0.0944,15.8,1,27.3,0.8,3.7,0.4,30.9,0.8,92.1,1.9,0.5633,0.1749,29.9,1,48.9,0.7,14.5,0.6,52.5,0.7,60.4,0.9,0.774,0.1022,8,0.7,16.2,0.6,1.2,0.2,18.2,0.7,137.7,5.3,0.4126,0.1744,26.7,1.1,45.1,0.7,11.5,0.6,48.7,0.7,66.3,1,0.7364,0.111,17.2,1,30.5,0.7,3.6,0.4,34.5,0.7,89.1,2,0.7204,0.1473
jav,bew,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0,0.86,0.611,0.7223,0.7,849,2000,36,36,36,120.0922727,122.573616,121.6515,0.5,0.5,0.5,4.54E-05,0.0003459376351,0.0001479636503,0.7546496893,0.4802978989,1.790219057,0.01021025755,0.005504231359,0.0102928626,0.0001554374555,8.21E-05,0.0002438154972,0.0009899954436,0.0004373215967,0.001410481164,12.2,0.7,28.6,0.5,2.8,0.3,31.7,0.5,87.3,0.6,0.5826,0.1135,32.7,1.1,51.5,0.7,16.7,0.7,55.2,0.7,57.8,1.2,0.7977,0.0963,15.8,1,27.3,0.8,3.7,0.4,30.9,0.8,92.1,1.9,0.5633,0.1749,30.3,1.1,48,0.8,14.9,0.7,51.5,0.9,61.1,1,0.7642,0.1384,8,0.7,16.2,0.6,1.2,0.2,18.2,0.7,137.7,5.3,0.4126,0.1744,29,1,47.6,0.7,13.4,0.6,51.3,0.7,63.1,0.9,0.7624,0.1048,17.2,1,30.5,0.7,3.6,0.4,34.5,0.7,89.1,2,0.7204,0.1473
jav,btk,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,113.145,119.9081272,119.0315,0.5,0.5,0.5,0.0003181757921,0.0003536276301,0.0001512204753,0.01005044128,1.21893153,1.791556559,0.0124980101,0.008614502911,0.01141339249,0.0003611592336,0.0001846678981,0.0002739094258,0.001898872247,0.0009849897969,0.001033042617,5.1,0.4,16.1,0.3,0.7,0.2,18.9,0.3,102.1,1.3,0.4575,0.0999,24.4,1,41.6,0.6,8.7,0.5,45.9,0.6,76.1,1.2,0.6948,0.1018,15.1,1,26.4,0.7,3.3,0.4,30.5,0.8,94.8,1.9,0.5952,0.1381,23.8,1,40.6,0.6,7.9,0.5,44.9,0.6,75.4,1.2,0.6885,0.1065,7.9,0.7,16.5,0.7,1.2,0.2,19,0.7,137.5,5.3,0.416,0.1761,24.3,1,40.7,0.7,9.3,0.6,45.1,0.8,77.8,1.3,0.6603,0.1324,15.5,1,27.8,0.7,3.2,0.3,32.2,0.8,94.8,2,0.6363,0.1519
jav,btk,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,116.8843333,119.9081272,119.0315,0.5,0.5,0.5,0.0001026655982,0.0003536276301,0.0001512204753,0.5036439981,0.1030966422,1.791556559,0.009663494488,0.006234958813,0.01141339249,0.0001536563358,0.0001435967609,0.0002739094258,0.001064522602,0.0003892228213,0.001033042617,9.4,0.7,21.7,0.6,2.5,0.3,24.1,0.7,95.9,1,0.5349,0.151,27.8,1,45.3,0.7,11.3,0.6,49.7,0.7,71,0.9,0.7065,0.0993,15.1,1,26.4,0.7,3.3,0.4,30.5,0.8,94.8,1.9,0.5952,0.1381,27.3,1,44.3,0.6,10.3,0.6,48.8,0.7,70.8,1.1,0.7031,0.1043,7.9,0.7,16.5,0.7,1.2,0.2,19,0.7,137.5,5.3,0.416,0.1761,24.4,1,41.4,0.6,8.7,0.5,45.8,0.6,75.6,1.1,0.69,0.1044,15.5,1,27.8,0.7,3.2,0.3,32.2,0.8,94.8,2,0.6363,0.1519
jav,btk,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,117.58007,119.9081272,119.0315,0.5,0.5,0.5,5.10E-05,0.0003536276301,0.0001512204753,0.7322607919,0.4390495878,1.791556559,0.009095146368,0.00553550447,0.01141339249,0.0003178705615,0.02006095349,0.0002739094258,0.000902125402,0.0002729322429,0.001033042617,10.4,0.6,25.3,0.4,1.9,0.3,28.4,0.4,93.3,0.6,0.5807,0.0918,29.4,1,46.7,0.7,12.4,0.6,51.2,0.7,69.1,0.9,0.713,0.0994,15.1,1,26.4,0.7,3.3,0.4,30.5,0.8,94.8,1.9,0.5952,0.1381,28,1.1,44.7,0.7,11.4,0.6,49,0.7,69.5,1,0.6944,0.1345,7.9,0.7,16.5,0.7,1.2,0.2,19,0.7,137.5,5.3,0.416,0.1761,24.5,1,40.4,0.9,10,0.6,44.4,1,76.7,1.6,0.6525,0.1688,15.5,1,27.8,0.7,3.2,0.3,32.2,0.8,94.8,2,0.6363,0.1519
jav,btk,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,118.0566667,119.9081272,119.0315,0.5,0.5,0.5,4.62E-05,0.0003536276301,0.0001512204753,0.7557629136,0.4822850732,1.791556559,0.008959972876,0.005389184708,0.01141339249,0.0001533729808,0.0001455319976,0.0002739094258,0.0008613221811,0.0002764010755,0.001033042617,11.8,0.7,25.3,0.5,2.4,0.3,28.3,0.5,90.2,0.7,0.5801,0.1104,28.9,1,46.3,0.7,12,0.6,50.8,0.7,69.7,0.9,0.7087,0.1003,15.1,1,26.4,0.7,3.3,0.4,30.5,0.8,94.8,1.9,0.5952,0.1381,28.6,1,45,0.7,11.5,0.6,49.4,0.7,69.3,1,0.6988,0.1265,7.9,0.7,16.5,0.7,1.2,0.2,19,0.7,137.5,5.3,0.416,0.1761,25.3,1,43.2,0.7,9.4,0.6,47.3,0.7,77.8,1.3,0.6888,0.1042,15.5,1,27.8,0.7,3.2,0.3,32.2,0.8,94.8,2,0.6363,0.1519
