cv_rmse,test_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
7.135260427911379,6.918807088908497,86.6,111.8,291.4,322.8,188.8,44.8,158.0,161.2,332.4,400.2,250.2,210.2,239.0,246.8,0.1,32.0,0.14185519559492624,0.17270157940642517,True,False,False,False,False,False,False
