cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
12.64788382474549,12.809598381244976,0.07425155461167694,0.16765694751127364,False,True,True,True,True,True,False
13.993329048279668,14.119217462949184,0.0664834523392483,0.1655165391826603,True,False,False,False,False,False,False
13.137198236039685,13.340149685458703,0.06332713398451909,0.13398381122268924,False,True,True,True,False,False,False
12.63600835602367,12.797838868128666,0.0721194853601573,0.16236597208487707,False,True,True,False,True,False,False
13.399574486298977,13.50858979286564,0.09694613337679063,0.1957132366065023,False,True,True,False,False,True,False
