cv_rmse,test_rmse,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,train_test_jsd_importance,train_test_tf_idf_importance,train_test_st_similarity_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,directional_indicator_importance,smollm_135m_score_importance,smollm_360m_score_importance,bloomz_560m_score_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
5.8985410197919155,5.611563459040498,0.025292631,0.10610239,0.031407636,0.02154715,0.026339043,0.035118595,0.027372908,0.024107331,0.024324272,0.017441023,0.032754056,0.05653725,0.021533314,0.015764842,0.011977241,0.018515797,0.013987904,0.007941384,0.07771379,0.3717775,0.032443967,0.03467357740669062,4100.0,0.05418094311375355,0.15977867952017455,False,True,True,True,True,True,False
7.10098386280917,6.927965370242378,0.0607921,0.09847797,0.042160194,0.05348298,0.20407763,0.055449855,0.09419265,0.020780314,,,,0.18474115,0.06481071,0.03213191,0.018760877,0.031211868,0.0389298,,,,,0.021029836771024074,4200.0,0.09218890926845096,0.08573950669908942,True,False,False,False,False,False,False
6.356140223327534,6.176646321782717,0.03682538,0.12583755,0.0298843,0.036834843,0.04333085,0.05279866,0.06401554,0.023299621,0.06907861,0.028137222,0.0379589,0.07950069,0.032843344,0.019021252,0.014965666,0.023591403,0.016351905,0.0102704335,0.25545382,,,0.028974231485558267,4750.0,0.08164632016889327,0.1783227914818886,False,True,True,True,False,False,False
5.902781716214872,5.622208941606816,0.030524457,0.12187587,0.032808766,0.024129031,0.040397115,0.044166982,0.03160844,0.02742269,0.06595442,0.021702986,0.03617595,0.06938328,0.026746,0.018014632,0.01377373,0.018513594,0.015635502,0.009623736,,0.35154286,,0.029272533575244397,4450.0,0.05742195138686624,0.11329940069466837,False,True,True,False,True,False,False
6.436087106659397,6.179479698816888,0.036594663,0.09388246,0.038324196,0.04219015,0.1434371,0.037293278,0.05575301,0.014833028,0.09742405,0.020598423,0.054617036,0.10487731,0.043714784,0.02221245,0.013902411,0.020965029,0.017713565,0.0101101305,,,0.13155694,0.0423085980459369,4200.0,0.14026573907056422,0.26710952719930847,False,True,True,False,False,True,False
