cv_rmse,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
10.47260040482549,10.417659456805065,11.47206167295601,0.012918104410945942,2.9724135207732003e-15,1.1234667099445444e-15,sin,True,False,False,False,False,False,False
4.424840186925513,3.459685279551627,2.7596018875957227,0.01484927054256322,5.958081967793455e-16,4.440892098500626e-16,sin,False,True,True,True,True,True,True
10.365869878779922,5.716826348636546,7.505539755145323,0.0234721093058705,5.617333549722722e-16,9.729507111180987e-16,sin,False,True,False,False,False,False,False
11.594817915494254,11.916472716172485,13.298476400895861,0.017454388815401293,1.5888218580782547e-15,2.8642893384395585e-15,sin,False,False,True,False,False,False,False
9.173221443152034,7.12752088654481,8.762655264129243,0.021425176688572804,2.7804382516369457e-15,1.9459014222361975e-15,sin,False,True,True,False,False,False,False
7.249701703887689,3.6663450789157723,3.791800580620966,0.010150066179644698,6.586907452451086e-16,5.617333549722722e-16,sin,False,True,False,True,False,False,False
7.366599043798246,6.1123909071334515,7.111102785611584,0.011649667003989379,2.1018137570293106e-15,1.7763568394002505e-15,sin,False,False,True,True,False,False,False
6.572268726380061,4.453285407835599,4.330556332671138,0.013958769130007083,2.175583928816829e-15,1.6852000649168164e-15,sin,False,True,True,True,False,False,False
5.124602467357302,4.167108480955347,3.1712014887848587,0.0027575493408451726,5.617333549722722e-16,5.254534392573277e-16,sin,False,True,False,False,True,False,False
5.41202273608248,5.281151390804407,4.22982247971736,0.005725471283758948,5.617333549722722e-16,6.879800455918813e-16,sin,False,False,True,False,True,False,False
4.998708251884144,4.0627363717871186,3.0139454130655077,0.0033853533610915866,3.9720546451956367e-16,5.254534392573277e-16,sin,False,True,True,False,True,False,False
8.151993103061612,5.673441365360533,6.703260947103504,0.01761298529923972,6.879800455918813e-16,6.879800455918813e-16,sin,False,True,False,False,False,True,False
10.448515901223589,10.709758191766253,11.519989861531968,0.0039850706273226715,7.944109290391273e-16,7.944109290391273e-16,sin,False,False,True,False,False,True,False
8.016717477121396,5.81048741433364,6.970989874988499,0.016947104426954164,3.9720546451956367e-16,8.881784197001252e-16,sin,False,True,True,False,False,True,False
5.036128088667807,4.0573935762913145,3.0867667064873157,0.006696136194880172,7.944109290391273e-16,2.808666774861361e-16,sin,False,True,False,False,True,True,False
5.420619450534461,5.294134075583013,4.259304753540129,0.004419895529499828,6.879800455918813e-16,5.617333549722722e-16,sin,False,False,True,False,True,True,False
4.982244788467627,4.009962503856616,2.989170704765467,0.005749085698938676,6.879800455918813e-16,0.0,sin,False,True,True,False,True,True,False
8.055480422030339,5.8940238711274,6.8443388831898035,0.015010218945728774,1.2560739669470201e-15,8.881784197001252e-16,sin,False,True,False,False,False,False,True
10.400340716183905,11.051934790113606,11.531585252600344,0.002579297638689367,1.1234667099445444e-15,1.1234667099445444e-15,sin,False,False,True,False,False,False,True
8.000464875164816,5.963168802225249,6.93324841239542,0.015215779685508692,1.3173814904902171e-15,1.1234667099445444e-15,sin,False,True,True,False,False,False,True
10.441915677863516,10.581598032973016,17.734733737313068,0.041195173068258734,2.5121479338940403e-15,3.1776437161565094e-15,fao,True,False,False,False,False,False,False
4.373880417870831,3.218032345082139,2.2560511439066113,0.021150198522807362,2.3414916808064965e-15,1.0509068785146553e-15,fao,False,True,True,True,True,True,True
10.250174624256802,3.999664226698605,5.909634332807894,0.04436879514001279,1.88411095042053e-15,2.025358414490942e-15,fao,False,True,False,False,False,False,False
11.580619079173568,16.280532281225945,20.18097592861734,0.009600651549026519,2.2469334198890887e-15,3.552713678800501e-15,fao,False,False,True,False,False,False,False
9.058861678570672,12.736819948321383,17.581154428843696,0.0443187698534537,2.9724135207732003e-15,4.203627514058621e-15,fao,False,True,True,False,False,False,False
7.141750875730433,3.1756437655683785,2.7656007294230522,0.010149082942005151,1.472877282518059e-15,1.7540118387177282e-15,fao,False,True,False,True,False,False,False
7.256076099715412,10.5565501456778,14.284927091972673,0.00480944519069548,2.6347629809804343e-15,3.7261175413410954e-15,fao,False,False,True,True,False,False,False
6.458888839486752,7.81427660114332,11.57135219561101,0.01394209031083029,2.063940136775644e-15,2.383232787117382e-15,fao,False,True,True,True,False,False,False
5.075798140722748,4.692523627291918,1.9048375901509011,0.015413990094140191,2.3160859559832576e-15,1.2947314098277875e-15,fao,False,True,False,False,True,False,False
5.381672069899737,7.198913091324218,5.383595465689621,0.0021141261605508504,1.191616393558691e-15,1.4321446692197793e-15,fao,False,False,True,False,True,False,False
4.9315832570461495,6.190069152081619,4.612264782724813,0.012822181936084174,2.3160859559832576e-15,2.7231034701379806e-15,fao,False,True,True,False,True,False,False
8.081276953361302,5.550028595573855,7.055601797971993,0.03978031501162663,2.3498992183808826e-15,1.7313784796629085e-15,fao,False,True,False,False,False,True,False
10.468713138016321,10.693307631135283,10.078682048325865,0.008469853974606303,2.6347629809804343e-15,2.5121479338940403e-15,fao,False,False,True,False,False,True,False
7.953011533019861,7.974921233899494,9.670173801453018,0.04075106998703636,2.7804382516369457e-15,3.462756959325817e-15,fao,False,True,True,False,False,True,False
4.993907357749665,4.874112220873952,1.8812607132389967,0.016284603077560328,2.2115464300733712e-15,4.3284461991572713e-16,fao,False,True,False,False,True,True,False
5.393154203914327,7.173614040527321,5.250400165577534,0.004765984975222482,2.8366143962925803e-15,1.538370149106851e-15,fao,False,False,True,False,True,True,False
