cv_rmse,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
12.710638098868701,9.948860752976355,15.275313665766603,0.011541423602812474,3.640448215221994e-15,1.5888218580782547e-15,km-KH,False,True,True,True,True,True,False
14.120820986306224,11.284439538046367,14.334705832068721,0.014375859899461111,3.891802844472395e-15,1.7763568394002505e-15,km-KH,True,False,False,False,False,False,False
13.230495623951935,10.650452585054426,15.413580307442604,0.012730095418742576,3.076740298213702e-15,2.1018137570293106e-15,km-KH,False,True,True,True,False,False,False
12.70574201315261,9.949019214315951,15.27554577189521,0.01233128587322271,3.552713678800501e-15,3.370400129833633e-15,km-KH,False,True,True,False,True,False,False
13.518360511100397,9.475441251514637,13.902659934709366,0.014000141075971325,2.383232787117382e-15,7.944109290391273e-16,km-KH,False,True,True,False,False,True,False
12.61409433501492,17.352987708431677,11.998713840944708,0.012053624595058418,2.2469334198890887e-15,1.3759600911837627e-15,kn-IN,False,True,True,True,True,True,False
13.979093039846083,17.86633409370173,12.881604489969888,0.014800356617599804,3.552713678800501e-15,1.5888218580782547e-15,kn-IN,True,False,False,False,False,False,False
13.142434211419637,17.303923737637625,11.821566247653625,0.01286229504619021,4.203627514058621e-15,2.1018137570293106e-15,kn-IN,False,True,True,True,False,False,False
12.617769268350166,16.775111608767915,11.867279655891387,0.012775674978447222,2.2469334198890887e-15,0.0,kn-IN,False,True,True,False,True,False,False
13.300745882709942,19.870773825521248,12.729210109455872,0.013663123264297907,4.203627514058621e-15,1.7763568394002505e-15,kn-IN,False,True,True,False,False,True,False
12.689903152195804,12.271786899092024,11.57604963440808,0.011188438110695675,4.050716828981884e-15,3.2754401705733782e-15,zh-CN,False,True,True,True,True,True,False
13.98494858207614,13.650136613948755,15.04051904352977,0.012637432927669195,3.7261175413410954e-15,1.1234667099445444e-15,zh-CN,True,False,False,False,False,False,False
13.171542434169618,13.26191195728229,12.990789922856527,0.011303439958708642,6.204547701064549e-15,3.809860975949991e-15,zh-CN,False,True,True,True,False,False,False
12.682869786184394,12.273028900728525,11.544738688567858,0.012007438071570724,5.148371239083872e-15,2.1018137570293106e-15,zh-CN,False,True,True,False,True,False,False
13.417611543898712,13.054484052604447,13.534739411305472,0.01223219192789533,3.7261175413410954e-15,2.1018137570293106e-15,zh-CN,False,True,True,False,False,True,False
12.74049023121109,10.214239805952584,10.912426921700927,0.011782583871739277,2.1018137570293106e-15,1.5888218580782547e-15,ms-MY,False,True,True,True,True,True,False
14.091465121138839,11.37727391480292,12.399555344211244,0.011122130104172106,1.5888218580782547e-15,1.1234667099445444e-15,ms-MY,True,False,False,False,False,False,False
13.257789420962055,10.24781680000423,11.509320132579361,0.012066047910948428,2.1018137570293106e-15,1.7763568394002505e-15,ms-MY,False,True,True,True,False,False,False
12.734641589496546,10.20452771711119,10.955871997144845,0.012871968291879532,1.7763568394002505e-15,2.5121479338940403e-15,ms-MY,False,True,True,False,True,False,False
13.497745492536561,10.577471433501929,11.183193387516999,0.010354025124384792,1.3759600911837627e-15,1.1234667099445444e-15,ms-MY,False,True,True,False,False,True,False
12.787615722265787,9.36222228074081,9.114290053455143,0.013110474804816155,1.7763568394002505e-15,1.1234667099445444e-15,af-ZA,False,True,True,True,True,True,False
14.1328142737224,11.522105241501645,10.086688143553957,0.01194123194743106,7.944109290391273e-16,1.5888218580782547e-15,af-ZA,True,False,False,False,False,False,False
13.299498177293472,9.833103894912014,9.752097298225081,0.014692068080807112,1.5888218580782547e-15,1.9459014222361975e-15,af-ZA,False,True,True,True,False,False,False
12.780435953038396,9.326278203845252,9.111171156509325,0.014782070877846335,1.7763568394002505e-15,1.3759600911837627e-15,af-ZA,False,True,True,False,True,False,False
13.525329957412364,10.592828270411385,10.111716771246114,0.012209072667519744,0.0,1.5888218580782547e-15,af-ZA,False,True,True,False,False,True,False
