cv_rmse,test_source_rmse,test_target_rmse,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,train_test_jsd_importance,train_test_tf_idf_importance,train_test_st_similarity_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,directional_indicator_importance,smollm_135m_score_importance,smollm_360m_score_importance,bloomz_560m_score_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
5.900025634576987,12.366572798323574,6.698071134228002,0.049154706,0.12016231,0.031235278,0.038078304,0.027543813,0.06006074,0.070557125,0.021721173,0.0762182,0.026883066,0.040283237,0.079179384,0.03404088,0.018459802,0.015437004,0.019385265,0.018263238,0.009043604,0.24429286,,,0.0372290065713882,4300.0,0.0439073104288055,0.5853845701906886,0.6027933889459215,te-IN,False,True,True,True,False,False,False
5.399124909884595,9.288065127641367,6.610437742692814,0.037750512,0.120045975,0.030656215,0.026325975,0.02205077,0.05578812,0.037487958,0.024791498,0.07140632,0.023870716,0.037323005,0.07436852,0.025939882,0.016012304,0.0143302055,0.016803082,0.017317094,0.0072259507,,0.3405059,,0.0419083372958135,4500.0,0.042195252919527,0.2158416676216918,0.1277254388338278,te-IN,False,True,True,False,True,False,False
5.905071393686251,13.442656512194644,7.331670465329819,0.048085835,0.10258506,0.036541153,0.04308764,0.0662928,0.035857506,0.069533326,0.013923392,0.08582412,0.020001693,0.06068667,0.09621139,0.042489856,0.025637716,0.01505585,0.017456964,0.015997805,0.010305332,,,0.19442591,0.0457796240774054,3900.0,0.0507025583553743,0.9443628184057428,0.560783217957329,te-IN,False,True,True,False,False,True,False
5.466394456365942,9.048448563795262,17.48227043020394,0.025613407,0.097698495,0.033152632,0.024770286,0.0389193,0.039873008,0.028462783,0.021989193,0.022730818,0.015982214,0.033600025,0.052328516,0.0257277,0.014421413,0.010990379,0.023360303,0.016270885,0.0071362294,0.07110066,0.3689435,0.02692822,0.0407601329102611,4350.0,0.0324254526441286,0.2216210052308355,0.2402025976067862,mn-MN,False,True,True,True,True,True,False
6.376333873272253,20.38028839830413,26.21192101112689,0.049867433,0.08231768,0.047146697,0.07115354,0.21474004,0.051879466,0.09964235,0.016865952,,,,0.1809991,0.06150006,0.029377421,0.019276328,0.030503854,0.044730093,,,,,0.0406664329553852,4400.0,0.0481756526475112,0.3962544770005208,1.3168659690538078,mn-MN,True,False,False,False,False,False,False
5.859210115435305,11.7280474423381,20.898843296196805,0.040439747,0.1035164,0.033621486,0.04393747,0.05156811,0.055150658,0.07001908,0.02103553,0.06606197,0.025739083,0.03960208,0.059489526,0.04926428,0.018526353,0.014831829,0.029662037,0.017231258,0.009909636,0.25039345,,,0.0417005847782179,4450.0,0.0366012079980463,0.2810908745088725,0.3258231435868546,mn-MN,False,True,True,True,False,False,False
5.450280886154745,8.410521012995792,18.379610478222904,0.031932388,0.10995855,0.034294236,0.028452579,0.056023665,0.047007866,0.032792497,0.025136437,0.061266344,0.020520456,0.034507245,0.05679206,0.031757258,0.016926438,0.013174283,0.024777697,0.017429847,0.007912496,,0.34933767,,0.0394032635046975,4100.0,0.0450476175611335,0.2268084472712706,0.357941604433185,mn-MN,False,True,True,False,True,False,False
5.908012919290341,13.100122287281485,21.79068285538697,0.028596524,0.074236125,0.045830064,0.049054008,0.24299319,0.039703324,0.059374202,0.013587683,0.057870764,0.020237345,0.05026623,0.07706734,0.04112003,0.02213442,0.013971495,0.023424443,0.014102967,0.010568619,,,0.11586125,0.0474336587113015,4250.0,0.0302763900102542,0.1245619540006551,0.3893393854594946,mn-MN,False,True,True,False,False,True,False
5.4479624695992,9.394497296569687,4.773731593273546,0.029420178,0.10872413,0.032403328,0.020986596,0.023169318,0.039588355,0.02679427,0.022434354,0.023527408,0.016601492,0.032187194,0.059191912,0.029775197,0.01724355,0.01205151,0.01521782,0.01285658,0.0057826983,0.07711499,0.3635644,0.03136474,0.0352126790889148,4750.0,0.031362078298313,0.2308888185995579,0.1430404489143081,ms-MY,False,True,True,True,True,True,False
6.370301092317666,15.189273517187464,9.418546414782943,0.05356287,0.104025364,0.04499921,0.057127047,0.18624905,0.05725692,0.099982046,0.017559694,,,,0.19273002,0.07077596,0.03257487,0.019134024,0.023236582,0.040786333,,,,,0.0460179723858118,4400.0,0.0239841018275024,0.1879647574579371,0.2100208080618094,ms-MY,True,False,False,False,False,False,False
5.906084180861293,10.996928371147169,5.347601193402136,0.039189406,0.11986079,0.032832738,0.038189743,0.03037614,0.058092482,0.06731113,0.022038123,0.07129274,0.026986014,0.03753556,0.07672175,0.04691446,0.019357217,0.014359584,0.019781845,0.016971713,0.009926314,0.2522622,,,0.0434512939821531,3800.0,0.0351244887773092,0.1127224110758509,0.1772058417504021,ms-MY,False,True,True,True,False,False,False
5.39756090622887,10.00343355630666,5.575878935098329,0.03454674,0.13048916,0.03398952,0.026847702,0.023078587,0.049780093,0.030965751,0.024578843,0.06846916,0.02144787,0.033567615,0.07373335,0.036649257,0.01872712,0.014020788,0.016223866,0.01539325,0.008385966,,0.3391053,,0.0527780889546216,3700.0,0.0338258061708559,0.3134987721136853,0.1002112119464265,ms-MY,False,True,True,False,True,False,False
5.923447518847428,9.956390022587808,6.031979475526242,0.04043328,0.09085725,0.040424485,0.041919008,0.112451255,0.039856218,0.0649848,0.014413714,0.10776021,0.021907791,0.05581963,0.08096491,0.060718752,0.02700533,0.014091818,0.019144181,0.0149339195,0.011661348,,,0.14065209,0.0429147346004275,4750.0,0.0360858147327124,0.4790954031139005,0.098800343663603,ms-MY,False,True,True,False,False,True,False
5.497710122553279,4.67103395469046,6.145404315091813,0.030830288,0.107256964,0.029530276,0.020731619,0.02262231,0.043441724,0.024348676,0.021731526,0.028151002,0.017214712,0.03341404,0.05144622,0.022639384,0.014885448,0.0110265305,0.016236056,0.012986293,0.00691581,0.08070956,0.37166095,0.032220654,0.0311528246569101,4650.0,0.026707039129641,0.2051108875816445,0.2196059315955161,zh-TW,False,True,True,True,True,True,False
6.719435930792692,5.109240618166558,4.810281204495675,0.059492063,0.09811714,0.044858478,0.061145592,0.2027924,0.0586703,0.100512646,0.01773706,,,,0.18829271,0.057666767,0.02720147,0.018076282,0.02325919,0.042177837,,,,,0.0382405386527081,4550.0,0.0554830653717099,0.2023007985085138,0.1953852986482433,zh-TW,True,False,False,False,False,False,False
6.017422327513429,6.164105371680735,6.961551803487472,0.041713376,0.1242439,0.032268055,0.037690498,0.029258925,0.06448245,0.066135034,0.021152195,0.0813306,0.027804911,0.037907675,0.06329472,0.03414863,0.017503483,0.014363138,0.019243795,0.015665306,0.009697961,0.2620953,,,0.0380936860541637,3950.0,0.0415464257991801,0.5185532207590986,0.2685116870653258,zh-TW,False,True,True,True,False,False,False
